traj,method,dJ_raw,det_vs_M0,et
vi,M0_raw_p2p,0.005281876908359,0.0,162.58334042441473
vi,M0_raw_p2p,0.0058397912668593,0.0,167.4526019740487
vi,M0_raw_p2p,0.0060161979354677,0.0,170.32493612899174
vi,M0_raw_p2p,0.0063662748857967,0.0,176.55526568841591
vi,M0_raw_p2p,0.0064796752623764,0.0,178.97536996749153
vi,M0_raw_p2p,0.005822724158405,0.0,176.08523745403318
vi,M0_raw_p2p,0.0057714725154312,0.0,173.19362978581455
vi,M0_raw_p2p,0.005284685517978,0.0,169.2182700607005
vi,M0_raw_p2p,0.0052928127577135,0.0,168.70341494856763
vi,M0_raw_p2p,0.0050110274338863,0.0,165.30863182146277
vi,M0_raw_p2p,0.0044930407356091,0.0,155.51411520437
vi,M0_raw_p2p,0.0045690895577208,0.0,156.30598999204085
vi,M0_raw_p2p,0.0051152674262302,0.0,158.57210821952847
vi,M0_raw_p2p,0.0060925970920283,0.0,169.3486535785327
vi,M0_raw_p2p,0.0063627482301787,0.0,171.02305603248018
vi,M0_raw_p2p,0.0058473371999733,0.0,170.52881439255833
vi,M0_raw_p2p,0.0056425417790562,0.0,168.84566532510192
vi,M0_raw_p2p,0.0057793136157661,0.0,171.62110241327554
vi,M0_raw_p2p,0.0058361779964432,0.0,171.16789055116132
vi,M0_raw_p2p,0.0054743009698061,0.0,168.89005852093388
vi,M0_raw_p2p,0.005070717062666,0.0,164.60575391629868
vi,M0_raw_p2p,0.0048124812113163,0.0,161.1709729747096
vi,M0_raw_p2p,0.0049630769968534,0.0,163.05431825948077
vi,M0_raw_p2p,0.0062171497880269,0.0,173.3426388030158
vi,M0_raw_p2p,0.0062117208073837,0.0,176.35718937471745
vi,M0_raw_p2p,0.0061256800342803,0.0,176.47986691651855
vi,M0_raw_p2p,0.0060259193613603,0.0,173.9927517540952
vi,M0_raw_p2p,0.0059703104167564,0.0,172.88148827307583
vi,M0_raw_p2p,0.0057928870213212,0.0,171.83727703042388
vi,M0_raw_p2p,0.0053146772236352,0.0,166.19492098149604
vi,M0_raw_p2p,0.0048969592891811,0.0,160.95233465065365
vi,M0_raw_p2p,0.004474997455077,0.0,155.26263626476873
vi,M0_raw_p2p,0.0046400795141511,0.0,158.50933618194532
vi,M0_raw_p2p,0.0051135742488584,0.0,165.47901272871647
vi,M0_raw_p2p,0.0048893314900124,0.0,165.83365276758332
vi,M0_raw_p2p,0.005041933755819,0.0,169.63934942716384
vi,M0_raw_p2p,0.005230135864812,0.0,170.3557516662295
vi,M0_raw_p2p,0.0052945834641577,0.0,168.63546543291588
vi,M0_raw_p2p,0.0056752605111211,0.0,171.20768820066706
vi,M0_raw_p2p,0.0055735261797898,0.0,166.20147833976384
vi,M0_raw_p2p,0.0054295064668394,0.0,164.1743308436783
vi,M0_raw_p2p,0.0050466539985541,0.0,159.05324592287468
vi,M0_raw_p2p,0.0049560363322742,0.0,158.47046499601885
vi,M0_raw_p2p,0.0052973496299852,0.0,160.98736408454636
vi,M0_raw_p2p,0.0055287150839674,0.0,164.2930742779383
vi,M0_raw_p2p,0.0056754617562681,0.0,167.3966141809955
vi,M0_raw_p2p,0.0059233497485285,0.0,171.4834882637818
vi,M0_raw_p2p,0.0057393587512117,0.0,170.63423868618747
vi,M0_raw_p2p,0.005780785722549,0.0,171.3102859538438
vi,M0_raw_p2p,0.0054234000666959,0.0,165.88861857532095
vi,M0_raw_p2p,0.0050477905666503,0.0,162.61570081537326
vi,M0_raw_p2p,0.0048889319225474,0.0,159.59807110924137
vi,M0_raw_p2p,0.0049698747392376,0.0,160.0612723456161
vi,M0_raw_p2p,0.0052474608365015,0.0,166.81057477328378
vi,M0_raw_p2p,0.0050808891088854,0.0,166.41783098802082
vi,M0_raw_p2p,0.0051659264438764,0.0,167.2416142399549
vi,M0_raw_p2p,0.0051539499775366,0.0,166.0190048504603
vi,M0_raw_p2p,0.0057367551749655,0.0,168.44528313870774
vi,M0_raw_p2p,0.0053364342033098,0.0,162.5683267147451
vi,M0_raw_p2p,0.0053648844236943,0.0,164.78063883112978
vi,M0_raw_p2p,0.0049357657760696,0.0,157.10343081183095
vi,M0_raw_p2p,0.0050561893122148,0.0,160.46163616501133
vi,M0_raw_p2p,0.0050041501077,0.0,159.6172913198029
vi,M0_raw_p2p,0.0049472890931826,0.0,161.34901489773003
vi,M0_raw_p2p,0.0050079391970576,0.0,158.9842493735495
vi,M0_raw_p2p,0.0052398632847653,0.0,163.692379617391
vi,M0_raw_p2p,0.0053416489669728,0.0,163.3194162290626
vi,M0_raw_p2p,0.0052571763235299,0.0,161.7192516901997
vi,M0_raw_p2p,0.0048148047697429,0.0,155.8748849563512
vi,M0_raw_p2p,0.0047730820444211,0.0,152.53678450705215
vi,M0_raw_p2p,0.0049451928208708,0.0,148.29655570597268
vi,M0_raw_p2p,0.0052688635714895,0.0,149.76187260814606
vi,M0_raw_p2p,0.0053172320414392,0.0,151.15587172895334
vi,M0_raw_p2p,0.0053163049309007,0.0,151.0133799255709
vi,M0_raw_p2p,0.0053980647344512,0.0,151.74668367145873
vi,M0_raw_p2p,0.0053253794545849,0.0,151.54450886533465
vi,M0_raw_p2p,0.0051776842089517,0.0,152.19072477109796
vi,M0_raw_p2p,0.0048173733232803,0.0,145.96184380252936
vi,M0_raw_p2p,0.0050517315130835,0.0,148.62842449949056
vi,M0_raw_p2p,0.0052581320373745,0.0,152.49386858146596
vi,M0_raw_p2p,0.0049736878273021,0.0,154.37361009078245
vi,M0_raw_p2p,0.0048336137729437,0.0,153.77617190540025
vi,M0_raw_p2p,0.0049606995356951,0.0,151.28200442434377
vi,M0_raw_p2p,0.0047062291445029,0.0,147.95770289060417
vi,M0_raw_p2p,0.0046450728127272,0.0,147.11889701096644
