scan_id,range_m,point_count,down_count,converged,ransac_fitness,icp_fitness,ransac_iters,n_corr,translation_error_m,attitude_error_deg,terr_vec_target_x,terr_vec_target_y,terr_vec_target_z,rot_err_axis_x,rot_err_axis_y,rot_err_axis_z,symmetry_equivalent_rotation_k,runtime_s,icp_rmse,angular_rate_deg_s,excess_return_fraction,r4_structured_frac,sps,z_range_m,z_point_count,z_excess_return_fraction,z_r4_structured_frac,z_sps
255,12.00161413060285,9985,3385,0,0.0010729613733905,0.4036480686695279,10240,104,0.38666574320034,39.11205040696631,0.0418943558420046,0.0396339268876225,0.3823407011458777,-0.6345712713834952,0.0979057777209849,0.7666379590286302,1,0.7393616000190377,0.0552096899602178,8.040695414376586,0.0036054081121682,0.7135703555333,0.42105263157894735,-0.08948585145451415,-0.05670793561087357,-0.01638683531907182,0.12046450689961681,0.3558867373320018
260,11.909019517101902,9910,3430,0,0.001931330472103,0.6817596566523605,10240,116,0.1346707681193048,5.734383621760877,0.0144761764631767,-0.0392040730179886,0.1280222510333682,0.7833489789698633,-0.155855959436843,-0.6017252670903009,2,0.6945162999909371,0.0424680362987126,6.218661750573723,0.0027245206861755,0.7161453077699294,0.030075187969924807,-0.13391414389828457,-0.1730260001254608,-1.1687503443797853,0.2575218402041891,-1.9836334844578207
265,11.828779728568664,9498,3297,0,0.0012875536480686,0.6427038626609443,8192,106,0.1139981777736121,18.609403207221646,0.0242839442840726,0.0514907861642628,0.0987652445240646,0.7897220458930905,0.0227201851021728,-0.6130439490112881,0,0.6947300999891013,0.0518808636273958,9.31704015557429,0.0030532743735523,0.7122552116234997,0.05590062111801244,-0.17241440493716756,-0.81199990119226,-0.7386797796021723,0.05046316294268262,-1.8290999581021385
270,11.741088179850196,10162,3288,0,0.0012875536480686,0.3909871244635193,51200,117,0.4368377969516367,35.748081770603605,0.0568399915852653,-0.0180553923707872,0.4327475927240766,0.9393655565492236,-0.2326530998518719,-0.2519223814953377,0,1.096424699993804,0.0547457847261924,9.482774802037882,0.003148986419996,0.7020271600078725,0.2120300751879699,-0.21449013293047392,0.2178026966435523,-0.6134707387591282,-0.49394673305382636,-0.8948567658556341
275,11.65416730349466,10329,3205,0,0.0010729613733905,0.6530042918454936,8192,113,0.1329339794834685,57.37046281284674,0.0221906330412067,0.1302701516320382,0.0144466709074274,0.8258064828692788,-0.099607250527193,-0.5550874241896356,1,0.6497961000422947,0.0428209708168448,9.318361071484103,0.0029044437990124,0.7112982863781586,0.45563909774436084,-0.2561960806976522,0.47680425362936657,-0.9333776695613174,-0.00047122738602932234,0.562844295413409
280,11.567724647206468,9922,3055,0,0.0012875536480686,0.3227467811158798,12288,112,0.6621886795323754,41.88462300136541,0.1012590783036305,0.6496079794012147,-0.0790564321241534,0.8151019565592003,0.4275935157254615,-0.3908613382299442,0,0.7120885999756865,0.0572622901889058,6.221457797703157,0.0033259423503325,0.7110461600483774,0.5293233082706766,-0.2976725712620714,-0.15441510980312684,-0.3819796868782694,-0.013891189870815718,1.0037538756737987
285,11.487462222020884,10058,3368,0,0.0010729613733905,0.1733905579399141,10240,108,1.0939753618748032,60.381252369660224,-0.2938350586896792,0.957147213548204,0.4408086458667157,-0.5564390396932603,0.6806733958249339,-0.4765074221052544,1,0.6764171000104398,0.0565500378690441,7.001406950085423,0.0021873135812288,0.7210180950487174,0.4857142857142857,-0.33618369370824763,0.05650831384999134,-1.8715164939261815,0.5168863521709608,0.7428073893972418
290,11.407566910690202,10151,3300,0,0.0010729613733905,0.1965665236051502,6144,99,0.904066383511853,104.62474557444968,-0.150034001542839,0.1029345628120378,-0.8855677839419964,0.7623396727703602,0.551832707684187,0.338110760033334,2,0.6959235000540502,0.0561409227009074,9.08905472199054,0.0031523987784454,0.7041670771352576,0.487012987012987,-0.37451866938854805,0.2007427138480795,-0.6090067434279518,-0.3800450727433788,0.7505785230010892
295,11.320749677111891,10932,3497,0,0.0012875536480686,0.4587982832618025,55296,114,0.3090757364798235,15.182673237667968,0.0353998987014437,-0.0063078745278661,-0.3069769841069744,0.8705896700367525,-0.4003789603527977,-0.2859550918100801,1,1.2081717000110077,0.0491381928295383,9.06982471720536,0.0028357116721551,0.6725210391511159,0.27272727272727276,-0.4161748877876541,1.412001492326648,-1.0232919906804165,-2.0644730454498514,-0.5316585216337173
300,11.24086928238408,9694,3387,0,0.0015021459227467,0.234763948497854,12288,104,0.8994130648717753,91.10504494915364,0.2622119745429251,-0.7674014391009158,-0.3889521473577227,0.2669925494124562,0.9353273919284524,0.2321155928983587,2,0.7693678000359796,0.0540869680802491,6.73034919048145,0.0028883845677738,0.6965133072003301,0.4669678147939018,-0.454502706256864,-0.508022025927472,-0.9543861111815113,-0.787433327207087,0.6306327652025767
