panel,trajectory,x_deg,ecdf
FD,III,5.1096,0.45283
FD,III,5.1264,0.45553
FD,III,5.1504,0.45822
FD,III,5.169,0.46092
FD,III,5.1952,0.46361
FD,III,5.2125,0.46631
FD,III,5.2138,0.469
FD,III,5.243,0.4717
FD,III,5.3052,0.47439
FD,III,5.3275,0.47709
FD,III,5.3415,0.47978
FD,III,5.3811,0.48248
FD,III,5.4167,0.48518
FD,III,5.4215,0.48787
FD,III,5.4561,0.49057
FD,III,5.5104,0.49326
FD,III,5.5136,0.49596
FD,III,5.5296,0.49865
FD,III,5.5673,0.50135
FD,III,5.6052,0.50404
FD,III,5.6243,0.50674
FD,III,5.6379,0.50943
FD,III,5.6887,0.51213
FD,III,5.7119,0.51482
FD,III,5.7335,0.51752
FD,III,5.7601,0.52022
FD,III,5.7954,0.52291
FD,III,5.803,0.52561
FD,III,5.8405,0.5283
FD,III,5.8598,0.531
FD,III,5.8698,0.53369
FD,III,5.9524,0.53639
FD,III,5.9594,0.53908
FD,III,5.9596,0.54178
FD,III,5.9794,0.54447
FD,III,6.0011,0.54717
FD,III,6.0614,0.54987
FD,III,6.0633,0.55256
FD,III,6.0739,0.55526
FD,III,6.1411,0.55795
FD,III,6.1446,0.56065
FD,III,6.1634,0.56334
FD,III,6.1742,0.56604
FD,III,6.1888,0.56873
FD,III,6.1902,0.57143
FD,III,6.1957,0.57412
FD,III,6.2109,0.57682
FD,III,6.2307,0.57951
FD,III,6.236,0.58221
FD,III,6.2815,0.58491
FD,III,6.2943,0.5876
FD,III,6.2944,0.5903
FD,III,6.3026,0.59299
FD,III,6.3079,0.59569
FD,III,6.3181,0.59838
FD,III,6.3921,0.60108
FD,III,6.415,0.60377
FD,III,6.4214,0.60647
FD,III,6.435,0.60916
FD,III,6.4656,0.61186
FD,III,6.485,0.61456
FD,III,6.4933,0.61725
FD,III,6.4977,0.61995
FD,III,6.5132,0.62264
FD,III,6.5178,0.62534
FD,III,6.5885,0.62803
FD,III,6.6116,0.63073
FD,III,6.6393,0.63342
FD,III,6.6643,0.63612
FD,III,6.827,0.63881
FD,III,6.9476,0.64151
FD,III,7.0082,0.6442
FD,III,7.1352,0.6469
FD,III,7.1664,0.6496
FD,III,7.2161,0.65229
FD,III,7.2466,0.65499
FD,III,7.2568,0.65768
FD,III,7.3218,0.66038
FD,III,7.3585,0.66307
FD,III,7.3604,0.66577
FD,III,7.3874,0.66846
FD,III,7.3881,0.67116
FD,III,7.3911,0.67385
FD,III,7.5645,0.67655
FD,III,7.5794,0.67925
FD,III,7.7023,0.68194
FD,III,7.7905,0.68464
FD,III,7.8229,0.68733
FD,III,7.8523,0.69003
FD,III,7.8629,0.69272
FD,III,7.8765,0.69542
FD,III,7.9315,0.69811
FD,III,7.9359,0.70081
FD,III,8.0367,0.7035
FD,III,8.0394,0.7062
FD,III,8.0519,0.70889
FD,III,8.11,0.71159
FD,III,8.196,0.71429
FD,III,8.2304,0.71698
FD,III,8.2758,0.71968
FD,III,8.3244,0.72237
FD,III,8.4626,0.72507
FD,III,8.5605,0.72776
FD,III,8.5633,0.73046
FD,III,8.7221,0.73315
FD,III,8.7392,0.73585
FD,III,8.9181,0.73854
FD,III,8.9399,0.74124
FD,III,8.9633,0.74394
FD,III,9.0728,0.74663
FD,III,9.1762,0.74933
FD,III,9.2212,0.75202
FD,III,9.295,0.75472
FD,III,9.32,0.75741
FD,III,9.3513,0.76011
FD,III,9.5287,0.7628
FD,III,9.6399,0.7655
FD,III,9.6676,0.76819
FD,III,9.7224,0.77089
FD,III,10.0853,0.77358
FD,III,10.119,0.77628
FD,III,10.3198,0.77898
FD,III,10.3913,0.78167
FD,III,10.5348,0.78437
FD,III,10.7607,0.78706
FD,III,11.0398,0.78976
FD,III,11.1246,0.79245
FD,III,11.224,0.79515
FD,III,11.2252,0.79784
FD,III,11.2461,0.80054
FD,III,11.2508,0.80323
FD,III,11.5672,0.80593
FD,III,11.5774,0.80863
FD,III,11.6189,0.81132
FD,III,11.6302,0.81402
FD,III,11.7504,0.81671
FD,III,12.0558,0.81941
FD,III,12.0689,0.8221
FD,III,12.0798,0.8248
FD,III,12.2182,0.82749
FD,III,12.2189,0.83019
FD,III,12.786,0.83288
FD,III,13.0845,0.83558
FD,III,13.2123,0.83827
FD,III,13.3266,0.84097
FD,III,13.4085,0.84367
FD,III,13.5361,0.84636
FD,III,13.6766,0.84906
FD,III,13.8127,0.85175
FD,III,14.0759,0.85445
FD,III,14.2126,0.85714
FD,III,14.3133,0.85984
FD,III,14.5691,0.86253
FD,III,14.7929,0.86523
FD,III,14.8582,0.86792
FD,III,14.8944,0.87062
FD,III,15.0217,0.87332
FD,III,15.1998,0.87601
FD,III,15.3165,0.87871
FD,III,15.3261,0.8814
FD,III,15.6994,0.8841
FD,III,15.7151,0.88679
FD,III,15.8737,0.88949
FD,III,15.9368,0.89218
FD,III,15.9464,0.89488
FD,III,15.9851,0.89757
FD,III,16.034,0.90027
FD,III,16.1566,0.90296
FD,III,16.2865,0.90566
FD,III,16.5376,0.90836
FD,III,16.566,0.91105
FD,III,16.6445,0.91375
FD,III,17.6136,0.91644
FD,III,17.8523,0.91914
FD,III,18.0984,0.92183
FD,III,18.4129,0.92453
FD,III,18.8092,0.92722
FD,III,19.0254,0.92992
FD,III,19.0926,0.93261
FD,III,19.9178,0.93531
FD,III,21.2721,0.93801
FD,III,21.3565,0.9407
FD,III,21.989,0.9434
FD,III,24.9099,0.94609
FD,III,25.2212,0.94879
FD,III,27.0563,0.95148
FD,III,27.3298,0.95418
FD,III,27.5324,0.95687
FD,III,28.174,0.95957
FD,III,28.6143,0.96226
FD,III,29.3121,0.96496
FD,III,37.0564,0.96765
FD,III,37.0788,0.97035
FD,III,37.6636,0.97305
FD,III,38.8563,0.97574
FD,III,42.9286,0.97844
FD,III,44.7907,0.98113
FD,III,48.3288,0.98383
FD,III,49.453,0.98652
FD,III,53.3975,0.98922
FD,III,81.6743,0.99191
FD,III,90.2186,0.99461
FD,III,114.5718,0.9973
FD,III,117.4792,1.0
FD,III,160.0,1.0
