trajectory,rms_mm,rms_pa_mm,actual_t_mm,fo_err_deg,fd_err_deg
VI,122.30979342207546,48.22823031390271,181.48085243755528,30.52103295134487,39.6440182356593
VI,119.13757801574084,45.30957049545077,175.9137943780436,25.08198659435577,26.20819936534865
VI,112.20550684946636,41.32513856123074,170.5868285090379,23.713463685005376,18.988942977793837
VI,106.75982507380516,37.134497614196846,160.72806476782935,14.314296734023207,12.534081306870986
VI,111.0596529834668,38.164415103164046,163.46178910785733,16.156632385493648,31.28390638582179
VI,112.71973311278369,41.453742634140816,168.32498013375996,21.991698486911165,18.153337781956676
VI,117.20278437892392,44.38972003501148,173.30527046711725,30.148399809754444,13.073860358968805
VI,112.62233430302486,43.42686567220611,173.24264206490804,36.30512541584177,13.894544739125555
VI,110.55353572824076,40.53333175990011,169.93354083718904,26.88361872207123,13.56063976344495
VI,107.744957718106,38.67418645714553,169.6955274274822,24.303070220302132,23.928342092023676
VI,98.83086534791724,32.62810626840916,158.2555537761965,12.239684151564822,37.91262160377117
VI,97.58659028235272,32.104730355341204,151.25197145443045,5.077555957732722,53.95648487387204
VI,102.86669560186829,34.361877555420136,157.4134062365944,4.477409611486852,68.78284846485833
VI,109.2308427887072,37.978828748634285,165.0274896184789,8.321318746061761,104.08100704378512
VI,112.36707421867756,41.26108994859638,170.70453006252595,20.071394790965396,17.47433034145671
VI,112.6716132988252,41.15323257439584,170.358653406979,25.137217528650687,34.56960701794225
VI,116.41296956922456,44.24358258660432,175.76917467900367,34.28735148912696,15.086134788928984
VI,107.47946998218778,38.641488272412985,167.6752937522565,28.853318726416827,77.0032613674549
VI,102.7277834990292,34.51709491658103,164.82977264745597,22.713388068669946,67.70898676506945
VI,98.30729543344329,32.232335035322315,161.1629835334508,19.113037958719808,21.93925381098482
VI,96.38904227883002,31.13628529920403,157.75831906479368,9.592148512308395,16.871875805692202
VI,105.9726956897033,36.5794598533995,166.5397336751428,23.89932149120545,11.805174133833901
VI,110.3555678579027,39.147420702893086,172.51087701429202,24.814878720155402,29.958448310951503
VI,113.28458934041612,40.11060876495579,172.52529280166655,23.682141035773984,101.41480779451335
VI,116.93221622750558,42.2822138548484,175.76286726202952,28.41791360760697,13.178293183459054
VI,109.58783250619295,37.92113359625439,171.24836707423168,21.430462949151714,11.4776547497886
VI,107.43894855858258,34.98007358385057,166.84056883579996,13.378819694906147,28.236529601908508
VI,100.93813483870176,33.274960193739815,160.34247405179684,5.457391589183491,22.481772161659332
VI,99.39166655821326,33.676502634507855,160.30829162037932,0.8571241121098633,9.610766255176316
VI,101.17823060257052,34.892681426557665,164.39402450738717,6.728204862391952,11.239815418584566
VI,99.95121922560187,33.43224903359077,162.45757205659092,8.979471121132255,10.698715999587781
