kind,form,real,g_gt,et_mm,eR_deg,J_gt,J_star,dJ,iters,on_bound,wmean,keep,traj,order,scan,ndist,in_support,block,n
p2l,trim,1,0.07266667092075278,153.71573413997461,3.0292224648717383,0.005678699886785489,6.934406876052149e-05,0.005609355818024968,32,0,0.7999810228674448,0.7999810228674448,v,9,9,0.7592894471057492,False,0,10539
p2l,trim,0,7.1891268904436964e-06,0.0,0.0,,0.0,,2,0,0.7999810228674448,0.7999810228674448,v,9,9,0.7592894471057492,False,0,10539
p2p,ls,1,0.11555951152877901,147.45315368962403,3.92524044765381,0.011147155130475069,0.0025028659891720927,0.008644289141302976,40,0,1.0,,v,10,10,0.7533725446746123,False,0,10877
p2p,ls,0,1.8440049422098832e-05,1.6776892708210633e-13,4.838237781561065e-15,,2.305358511848872e-31,,2,0,1.0,,v,10,10,0.7533725446746123,False,0,10877
p2p,huber,1,0.05753742340865064,143.8304117616202,2.9636852753635683,0.004300233752079364,0.0003580423929741247,0.003942191359105239,40,0,0.7459819251050285,,v,10,10,0.7533725446746123,False,0,10877
p2p,huber,0,9.220024711049387e-06,1.6776892708210633e-13,4.838237781561065e-15,,2.305358511848872e-31,,2,0,1.0,,v,10,10,0.7533725446746123,False,0,10877
p2p,trim,1,0.08856022931796248,145.15136755590302,2.8606966021277582,0.006936947444630248,0.00014717053043351486,0.006789776914196733,40,0,0.8000367748460053,0.8000367748460053,v,10,10,0.7533725446746123,False,0,10877
p2p,trim,0,2.252686157310325e-05,7.152448122690996e-14,4.9359436268493775e-15,,1.2440352657530183e-31,,2,0,0.8000367748460053,0.8000367748460053,v,10,10,0.7533725446746123,False,0,10877
p2l,ls,1,0.11639018635565251,145.89856900664932,2.8031664787187833,0.009968233638234136,0.0021036276161610534,0.007864606022073083,33,0,1.0,,v,10,10,0.7533725446746123,False,0,10877
p2l,ls,0,4.369826586945629e-06,0.0,0.0,,0.0,,2,0,1.0,,v,10,10,0.7533725446746123,False,0,10877
p2l,huber,1,0.05710690558625545,143.50407007604107,2.609953459343292,0.004236516022084804,0.0002888566134676719,0.0039476594086171315,35,0,0.8139703600638264,,v,10,10,0.7533725446746123,False,0,10877
p2l,huber,0,2.1849132934728204e-06,0.0,0.0,,0.0,,2,0,1.0,,v,10,10,0.7533725446746123,False,0,10877
p2l,trim,1,0.08009829525365786,146.5043314815369,2.9583076867008358,0.0060301155906976696,8.275261438226876e-05,0.005947362976315401,18,0,0.8000367748460053,0.8000367748460053,v,10,10,0.7533725446746123,False,0,10877
p2l,trim,0,4.141859201412232e-06,0.0,0.0,,0.0,,2,0,0.8000367748460053,0.8000367748460053,v,10,10,0.7533725446746123,False,0,10877
p2p,ls,1,0.12133832758237997,150.4256796176474,3.5335554438337713,0.011859853717203795,0.0025181113483474225,0.009341742368856373,40,0,1.0,,v,11,11,0.7457671710599719,False,0,10847
p2p,ls,0,1.798523310786398e-05,1.3641469477011423e-13,1.0733126219526157e-14,,2.6016246163534433e-31,,2,0,1.0,,v,11,11,0.7457671710599719,False,0,10847
p2p,huber,1,0.06142167063127374,146.2405587787191,2.19054570933601,0.004281072469770754,0.0003941056013856445,0.0038869668683851094,40,0,0.7530971289177641,,v,11,11,0.7457671710599719,False,0,10847
p2p,huber,0,8.992616553931881e-06,1.3641469477011423e-13,1.0733126219526157e-14,,2.6016246163534433e-31,,2,0,1.0,,v,11,11,0.7457671710599719,False,0,10847
p2p,trim,1,0.09314533483197435,147.7754374380508,1.8733459405109711,0.007861027959214428,0.000155746341350515,0.007705281617863913,40,0,0.8000368765557297,0.8000368765557297,v,11,11,0.7457671710599719,False,0,10847
p2p,trim,0,2.1986763376285184e-05,8.963382045425788e-14,7.876441123231187e-15,,1.300041746491972e-31,,2,0,0.8000368765557297,0.8000368765557297,v,11,11,0.7457671710599719,False,0,10847
p2l,ls,1,0.1273013460217964,149.65183060047028,2.2383710175854454,0.010762358511402866,0.0020636449459252946,0.008698713565477571,17,0,1.0,,v,11,11,0.7457671710599719,False,0,10847
p2l,ls,0,3.930564090888101e-06,0.0,0.0,,0.0,,2,0,1.0,,v,11,11,0.7457671710599719,False,0,10847
p2l,huber,1,0.06178160553717944,146.76063169386472,1.0294579533097739,0.004435801958467326,0.00030491722878388017,0.004130884729683446,40,0,0.8140560188694751,,v,11,11,0.7457671710599719,False,0,10847
p2l,huber,0,1.9652820454440397e-06,0.0,0.0,,0.0,,2,0,1.0,,v,11,11,0.7457671710599719,False,0,10847
p2l,trim,1,0.08651453695591331,150.44535329171006,0.8648202156723986,0.0069543346037827655,8.527600831530481e-05,0.006869058595467461,28,0,0.8000368765557297,0.8000368765557297,v,11,11,0.7457671710599719,False,0,10847
p2l,trim,0,4.64247577145106e-06,0.0,0.0,,0.0,,2,0,0.8000368765557297,0.8000368765557297,v,11,11,0.7457671710599719,False,0,10847
p2p,ls,1,0.12698377967968585,155.09030826909665,4.798880269147615,0.012440722186572979,0.002632456641282917,0.009808265545290061,40,0,1.0,,v,12,12,0.7365297331357287,False,0,10681
p2p,ls,0,1.3509064124130257e-05,1.0050922550402363e-13,7.536448810979635e-15,,2.2304438046255603e-31,,2,0,1.0,,v,12,12,0.7365297331357287,False,0,10681
p2p,huber,1,0.05576278479409349,150.63975544081313,3.9133562074115233,0.0038685898948052984,0.00030278041387673534,0.003565809480928563,40,0,0.7823572413391792,,v,12,12,0.7365297331357287,False,0,10681
p2p,huber,0,6.754532062065305e-06,1.0050922550402363e-13,7.536448810979635e-15,,2.2304438046255603e-31,,2,0,1.0,,v,12,12,0.7365297331357287,False,0,10681
p2p,trim,1,0.10376076247292429,151.94188724315322,3.8489349713697965,0.008293717734216879,0.00010982984635730508,0.008183887887859575,40,0,0.8000187248384982,0.8000187248384982,v,12,12,0.7365297331357287,False,0,10681
