traj,order,scan,ndist,in_support,arm,et_mm,eR_deg,corr_dir_cos,disp_dir_cos
ii,57,57,1.786444640217535,False,est_gtstart,110.85224051900481,3.3032265582778653,,
ii,57,57,1.786444640217535,False,est_warmstart,112.44532070785257,3.3798021506997076,,
ii,57,57,1.786444640217535,False,view_gap,0.20469789960124027,53.56026756478016,0.9999999995327511,0.9999999815558367
ii,58,58,1.7743244663414819,False,T0_raw,86.584350785922,2.23511962475552,,
ii,58,58,1.7743244663414819,False,oracle,110.33979633488157,3.099088476211845,,
ii,58,58,1.7743244663414819,False,est_gtstart,110.34450585128988,3.0995443101141347,,
ii,58,58,1.7743244663414819,False,est_warmstart,113.61886295797567,3.274689502216857,,
ii,58,58,1.7743244663414819,False,view_gap,0.21062291602285674,53.72669124038865,0.9999999995430974,0.9999999902733319
ii,59,59,1.760500984516718,False,T0_raw,87.74447877578127,2.1862859597378774,,
ii,59,59,1.760500984516718,False,oracle,109.55542902044286,3.4950129913594976,,
ii,59,59,1.760500984516718,False,est_gtstart,109.55609627620723,3.4950269936741267,,
ii,59,59,1.760500984516718,False,est_warmstart,110.52080551367317,3.484140763750376,,
ii,59,59,1.760500984516718,False,view_gap,0.20045902017219475,59.444658263434036,0.9999999996332628,0.9999999999709512
ii,60,60,1.7467368840886108,False,T0_raw,87.96396312876698,2.421069978453201,,
ii,60,60,1.7467368840886108,False,oracle,110.62803063673469,3.485159461928531,,
ii,60,60,1.7467368840886108,False,est_gtstart,110.78485444134876,3.489201928346994,,
ii,60,60,1.7467368840886108,False,est_warmstart,111.71616933773993,3.5049262818813753,,
