scan,variant,obj,J0,gnorm,dhat_t_mm,dhat_r_deg,tstar_mm,rstar_deg,gnstar
490,self_noise,p2p,9.007904033579551e-05,0.0002043258439157858,0.32137478470589376,0.05795234114414098,0.3035562707819818,0.05528699107617841,2.4264737161493975e-06
490,self_noise,p2l,5.4465505976666416e-05,0.00019210784924171442,0.3566653493876464,0.019542486658793785,0.19603889676850716,0.0037162996326983106,8.181100512381423e-05
495,self,p2p,0.0,1.3705341608713835e-05,0.007840289124456432,0.0002474984762933207,0.0,0.0,1.3705341608713835e-05
495,self,p2l,0.0,6.077484665895172e-06,0.011236006440926621,0.0007869233588446712,0.0,0.0,6.077484665895172e-06
495,self_noise,p2p,9.042943761732188e-05,0.00020657749617063976,0.3167840399386185,0.014789344106491591,0.31036932362621494,0.012133279804301872,2.1981360012100864e-06
495,self_noise,p2l,5.371067536867276e-05,0.00020161305786780515,0.4319859689909855,0.024627071277960298,0.4301482384714017,0.021457208511814985,1.772452230729637e-05
500,self,p2p,0.0,2.268191583358917e-05,0.009045250433304765,0.0009501218473038482,0.0,0.0,2.268191583358917e-05
500,self,p2l,0.0,5.849150854577811e-06,0.010172618984919236,0.0010805296520400884,0.0,0.0,5.849150854577811e-06
500,self_noise,p2p,9.054148946730276e-05,0.0001579147177778521,0.23785726620159858,0.01949015393976153,0.2434747711589125,0.01752039148718663,7.458890861326439e-06
500,self_noise,p2l,5.4766347158105516e-05,0.00016812384515732932,0.20462043834337953,0.036065963368642345,0.26299410588327443,0.03547659708474418,2.7570521598693696e-05
