dataset,order,scan,block_full,in_support,condition,kind,n_points,gt_norm,gr_norm,residual_rms_mm,trans_error_mm,rot_error_deg,patch_spread_mm
IV,696,696,13,False,N2,p2p,10808,0.029103275942239257,0.01916636197887427,55.21623995333295,123.70317782358718,3.8264416123973555,60.20505435920327
IV,696,696,13,False,N2,p2l,10808,0.027193467256636496,0.0160323766186548,50.56084671350737,133.32941301207921,3.452046224190955,60.20505435920327
IV,696,696,13,False,N3,p2p,10808,0.049336908074401574,0.02122671493731172,64.86330325145009,135.1809406424582,1.9346768313226526,62.00222947913171
IV,696,696,13,False,N3,p2l,10808,0.04898885155855556,0.01916028129870203,61.02326497540572,135.7577179878884,1.1064292075006297,62.00222947913171
IV,697,697,13,False,raw,p2p,10861,0.07570405549610604,0.024451151635552684,71.5949014098155,134.2261094393608,2.22256668596619,48.292441959558964
IV,697,697,13,False,raw,p2l,10861,0.07189591303752989,0.020627778635228005,67.69956066547053,139.01764971445618,0.6550678132468973,48.292441959558964
IV,697,697,13,False,N1,p2p,10861,0.01770748333524743,0.014903102201230473,52.425500900028084,118.24771952188021,2.1948597894747026,59.69969015187664
IV,697,697,13,False,N1,p2l,10861,0.01251948598914305,0.012891780654807556,47.58651037182015,125.09393557610821,0.6309425670330359,59.69969015187664
IV,697,697,13,False,N2,p2p,10861,0.027677158865930376,0.01906337999189107,55.283546479605334,121.34445354670643,3.4263256130860062,96.7814228068741
IV,697,697,13,False,N2,p2l,10861,0.026118469083798702,0.01859125211485745,50.58540818683273,127.02921026028096,2.8821376322502865,96.7814228068741
IV,697,697,13,False,N3,p2p,10861,0.04767332837695461,0.020832741193948283,64.80704136942305,133.73012556096873,2.0229026206146004,63.483064803567245
IV,697,697,13,False,N3,p2l,10861,0.048296213091413624,0.02078456511677261,60.86723767589601,130.1407510666471,0.913790804288328,63.483064803567245
IV,698,698,13,False,raw,p2p,10852,0.07373028578248982,0.023836598291917685,71.39633101481441,134.03512880869877,1.7010942554236002,44.37891782159054
IV,698,698,13,False,raw,p2l,10852,0.06840900685381512,0.018662970740341806,67.59228181094764,141.09834935947015,0.7946692379731785,44.37891782159054
IV,698,698,13,False,N1,p2p,10852,0.017540968676829638,0.014396804623098534,52.88244890300039,117.90746564200816,1.7689261255307738,52.70703929539448
IV,698,698,13,False,N1,p2l,10852,0.01288330106691601,0.012221833390895567,48.42313252075235,128.21810555988694,0.868841058283934,52.70703929539448
IV,698,698,13,False,N2,p2p,10852,0.02676166715702108,0.01835644465772416,55.60543611621748,120.97445896100031,3.285222682663435,66.68764736267426
IV,698,698,13,False,N2,p2l,10852,0.024029250325421185,0.01505644932128477,50.80713287140992,128.81483994821693,3.1246742977075677,66.68764736267426
IV,698,698,13,False,N3,p2p,10852,0.046983761422263765,0.02014388119674415,64.7051835631162,133.32337992160683,1.5276344018088774,55.71542333732518
IV,698,698,13,False,N3,p2l,10852,0.04458927404334671,0.016916622287417266,60.750117805919274,132.66862133933358,1.0243371567126451,55.71542333732518
IV,699,699,13,False,raw,p2p,10860,0.07165284504018361,0.0242743793627761,69.83634430435691,132.10992765577325,1.3965174660427193,46.88112958887721
IV,699,699,13,False,raw,p2l,10860,0.06793972544023419,0.018863737920570573,66.15491736167485,136.0478892655405,0.4632831196600976,46.88112958887721
IV,699,699,13,False,N1,p2p,10860,0.017483642610492844,0.014080317282515666,51.962054118946405,116.3197699012294,1.4266703577157558,53.55092588787294
IV,699,699,13,False,N1,p2l,10860,0.011088693531705609,0.011099995135176295,47.15385141810194,123.29855854750842,0.4394423319237872,53.55092588787294
IV,699,699,13,False,N2,p2p,10860,0.02561550784206746,0.018620919010863737,54.43356375838226,118.55490644281676,3.0006355511727376,62.004706067775565
IV,699,699,13,False,N2,p2l,10860,0.0236764774119666,0.016986197519636967,50.015816768816194,123.84651059764505,2.283170649208324,62.004706067775565
IV,699,699,13,False,N3,p2p,10860,0.04547128470647469,0.020435888245660554,63.206557748225976,133.16049394239613,1.5096258618484446,57.57325584239596
IV,699,699,13,False,N3,p2l,10860,0.046108173702736586,0.01747377767114602,59.151280527651934,133.59760791181418,0.756628529859837,57.57325584239596
IV,700,700,14,False,raw,p2p,10854,0.07581549706533218,0.025721407525147205,72.49215237627892,136.93741900003678,2.586856766413262,49.10706040680911
IV,700,700,14,False,raw,p2l,10854,0.07163470289375572,0.0186112013564771,68.30183500463208,142.27730258271203,1.1729932462195642,49.10706040680911
IV,700,700,14,False,N1,p2p,10854,0.017760292792842476,0.014395485635176591,52.052374722958845,119.29313986031869,2.602731845660066,59.54117002343705
IV,700,700,14,False,N1,p2l,10854,0.012931080342174463,0.010567554671702697,47.51317071549686,127.29102368881622,1.1301372496201567,59.54117002343705
IV,700,700,14,False,N2,p2p,10854,0.03039035727638686,0.018895578492310876,55.497957914698446,121.95728293400131,4.131368196150456,70.79331235665747
IV,700,700,14,False,N2,p2l,10854,0.02875325211565046,0.017041646153616478,51.13052020691973,128.5307904676863,3.4889693379888898,70.79331235665747
IV,700,700,14,False,N3,p2p,10854,0.051268028579373376,0.020477590569000784,64.87115950501804,135.23379681291664,2.6243441258916915,61.80841323420425
IV,700,700,14,False,N3,p2l,10854,0.04904214357176532,0.016915865419412278,60.8471537817808,135.44692938424635,1.9417558677528337,61.80841323420425
IV,701,701,14,False,raw,p2p,10936,0.07359947837239322,0.026434549262874647,72.08089489724861,137.45896090217735,2.447889429740505,49.5701164222944
IV,701,701,14,False,raw,p2l,10936,0.07047261951706818,0.020635196657671325,68.22171764916028,144.91020645814402,0.6710868552879508,49.5701164222944
IV,701,701,14,False,N1,p2p,10936,0.01852083663340314,0.015364756379059664,52.4479949245582,120.39952740899334,2.45276140216915,62.58501292023833
IV,701,701,14,False,N1,p2l,10936,0.01422763269855894,0.014119600098494712,47.74771182243112,130.87576283432347,0.6139093919739261,62.58501292023833
IV,701,701,14,False,N2,p2p,10936,0.030107636633658556,0.01983860622114959,55.76623539845228,122.93568237846863,3.970248170963167,70.24112942512187
IV,701,701,14,False,N2,p2l,10936,0.025745395242115,0.016460781877157434,51.35291155404293,131.04847640375493,2.9183203871425447,70.24112942512187
IV,701,701,14,False,N3,p2p,10936,0.050023363974211206,0.02096863791171059,64.83416640320203,136.11958636736784,2.2951191734214973,60.52719390638765
IV,701,701,14,False,N3,p2l,10936,0.04892277489516062,0.01770839138848267,60.85579849342567,134.69803421928776,0.8780063152878523,60.52719390638765
IV,702,702,14,False,raw,p2p,10925,0.07167496119805776,0.02751244477517449,70.9686520615325,133.84547569482623,2.19386184602413,46.7970272715592
IV,702,702,14,False,raw,p2l,10925,0.0692094179714726,0.022938786171961312,67.01878275632662,141.30063577052448,1.0017018277239236,46.7970272715592
IV,702,702,14,False,N1,p2p,10925,0.017347306721544373,0.015226800423810949,51.92225075752086,116.88975434415985,2.239673787425932,52.623244432450825
IV,702,702,14,False,N1,p2l,10925,0.011316181043216097,0.012256984491740942,47.20262257023214,127.2485744360047,0.8432032583270053,52.623244432450825
IV,702,702,14,False,N2,p2p,10925,0.02822412427771454,0.019892710546089987,55.026415873629404,119.72753440925327,3.849780916330617,67.0862454115543
IV,702,702,14,False,N2,p2l,10925,0.026014730094975288,0.019302872159951603,50.56430412364531,127.26753110992489,3.336083335036159,67.0862454115543
IV,702,702,14,False,N3,p2p,10925,0.04885032368753987,0.021525533715679376,63.58883106121424,132.1707503628173,1.9968014465587096,56.27516182548038
IV,702,702,14,False,N3,p2l,10925,0.048897747906111726,0.020410707030458344,59.59038627239063,132.2220798205043,0.8570568733241637,56.27516182548038
IV,703,703,14,False,raw,p2p,10926,0.0693683492195657,0.027230381434565097,70.77982995487268,134.85897948056962,2.23279450275948,45.57492856683411
IV,703,703,14,False,raw,p2l,10926,0.06681963583363323,0.020530163470372263,67.06262765896604,142.66190027138128,0.7313538689824933,45.57492856683411
IV,703,703,14,False,N1,p2p,10926,0.017469687224066027,0.014794054514102437,52.53542656486365,118.05622925926167,2.3124418345814184,53.69288072018625
IV,703,703,14,False,N1,p2l,10926,0.011789698263272598,0.01183023049288988,47.776153043791375,129.1539179931034,0.6642683036912359,53.69288072018625
IV,703,703,14,False,N2,p2p,10926,0.02787590037093907,0.01942685814010271,55.59885807220627,120.00204148909833,4.018367399504526,60.2783966181333
IV,703,703,14,False,N2,p2l,10926,0.024173390585156492,0.01790292772650303,51.00841014799716,128.74356991068998,3.033763135168139,60.2783966181333
IV,703,703,14,False,N3,p2p,10926,0.048130526844617535,0.02104849075748352,63.63419314892145,131.71259017736463,2.1244623840576096,54.92210605986609
IV,703,703,14,False,N3,p2l,10926,0.0477696423022192,0.019813971072479813,59.45441247261784,133.34713938673642,0.9078660249727465,54.92210605986609
IV,704,704,14,False,raw,p2p,10951,0.06812293195057988,0.02861504306140437,70.63449169886485,133.95581805267918,2.024795338884051,46.58507801748584
IV,704,704,14,False,raw,p2l,10951,0.0650791785013051,0.023209031782387764,67.03451666273007,141.21570093420564,0.6868184798772261,46.58507801748584
IV,704,704,14,False,N1,p2p,10951,0.018113749544830235,0.01630322491444236,52.81310254675425,117.75948562916297,2.148045908784238,54.158616098373635
IV,704,704,14,False,N1,p2l,10951,0.011347707896989752,0.011511792190146138,48.42178662968628,128.20072917958512,0.7337915988564576,54.158616098373635
IV,704,704,14,False,N2,p2p,10951,0.028587495055901514,0.021727386099961714,55.93287644771369,118.77576467575298,3.7134013637272427,59.2991705531937
IV,704,704,14,False,N2,p2l,10951,0.026802273572949332,0.019097089581682197,51.619968621768294,126.96955194242338,2.9620517149697725,59.2991705531937
IV,704,704,14,False,N3,p2p,10951,0.0495487281780121,0.023281870507310874,63.79598760814569,131.4488020723472,1.7440825849203792,58.317272660018496
IV,704,704,14,False,N3,p2l,10951,0.05070324768118779,0.021353775200989494,60.01469892824117,133.05663614334523,0.7743373127348814,58.317272660018496
IV,705,705,14,False,raw,p2p,11005,0.06977022391815169,0.030429715148969146,72.68198955981093,138.0830455644937,2.7130574696467233,49.49694785530678
IV,705,705,14,False,raw,p2l,11005,0.06597650340661573,0.025817332698134465,69.11385936058632,144.78797356274302,1.5702940474180966,49.49694785530678
IV,705,705,14,False,N1,p2p,11005,0.021181376270204742,0.018078768223364985,53.72303722469451,120.5061789397659,2.7707631347332695,55.67697064892123
IV,705,705,14,False,N1,p2l,11005,0.015392718460953678,0.01332637607614803,49.3616944840398,129.6353363219627,1.5526113045264598,55.67697064892123
IV,705,705,14,False,N2,p2p,11005,0.03305184713400767,0.024068085298668215,57.64153744929341,121.56042110996546,4.504845111048961,58.81989184331705
IV,705,705,14,False,N2,p2l,11005,0.028571366921604387,0.018683641216454043,53.387662315929376,129.03137151881614,3.9701169265082217,58.81989184331705
IV,705,705,14,False,N3,p2p,11005,0.05455514571938708,0.025924182321566867,65.89647755808402,136.33423367369556,2.6565335657991533,58.02117507423314
IV,705,705,14,False,N3,p2l,11005,0.054515621309442486,0.023996546028488427,62.28141748083134,137.51657685187234,2.082426774709881,58.02117507423314
IV,706,706,14,False,raw,p2p,10007,0.06884601418964927,0.03258124801233361,72.71876542687,141.3650081363756,2.2560337898595852,44.206346555828596
IV,706,706,14,False,raw,p2l,10007,0.06711425630194583,0.026849524305201444,69.05573822169681,146.55247444693478,0.9109435030125693,44.206346555828596
IV,706,706,14,False,N1,p2p,10007,0.02179158659526411,0.01917838238109293,54.49899154825497,125.19249473941987,2.28057274615352,48.4203920043137
IV,706,706,14,False,N1,p2l,10007,0.01646226475321977,0.015247552440760544,49.96200580092272,133.69088871850886,0.9856199735548277,48.4203920043137
IV,706,706,14,False,N2,p2p,10007,0.033103501423873624,0.025431194066126844,58.18283952210388,125.1920924535215,3.9301570553592344,52.51294163445254
IV,706,706,14,False,N2,p2l,10007,0.02989886062442646,0.02058755562346786,53.664766060906395,131.45983850240134,3.2995329305995975,52.51294163445254
IV,706,706,14,False,N3,p2p,10007,0.055565629102813006,0.027695648298893486,66.34497821487157,135.92221476753437,2.1213213412619214,51.110106794912454
IV,706,706,14,False,N3,p2l,10007,0.054418859436055206,0.024610476835332035,62.50904740095227,137.1041544796978,1.298703776900186,51.110106794912454
IV,707,707,14,False,raw,p2p,9996,0.06823028145047257,0.03372699770379978,72.58401648849511,141.07042340904079,2.2984369865493046,50.01720584889045
IV,707,707,14,False,raw,p2l,9996,0.06365592370591466,0.025964797181159637,69.03729314183558,146.937847252903,1.1155201610496692,50.01720584889045
IV,707,707,14,False,N1,p2p,9996,0.022419718683158365,0.020122260060353492,54.46699892682574,125.22582163071205,2.3836016406560314,49.2303667552193
IV,707,707,14,False,N1,p2l,9996,0.019517848603193198,0.017225211764023005,50.11771832322274,134.36716290531106,1.1987464897811295,49.2303667552193
IV,707,707,14,False,N2,p2p,9996,0.03368772510179524,0.026569005675753595,58.17466882902949,125.037523824401,3.8277786391097406,53.59714687083058
IV,707,707,14,False,N2,p2l,9996,0.03224499321904945,0.023294684903204424,54.00462332176716,131.53465507224965,3.5064621062574592,53.59714687083058
IV,707,707,14,False,N3,p2p,9996,0.056041874997149924,0.028274539475968422,66.33776780308865,137.24794875143758,2.304129300256926,59.4397762158617
IV,707,707,14,False,N3,p2l,9996,0.052474351652556116,0.023446405347414073,62.50371520732983,139.39519083987034,1.1875432470402145,59.4397762158617
IV,708,708,14,False,raw,p2p,9979,0.06770368182036529,0.03356375011889822,72.48070592266438,139.16290356773135,2.870890551386699,47.09740074557901
IV,708,708,14,False,raw,p2l,9979,0.06503915668450981,0.02786484123342106,68.85149502626663,144.2206294663659,1.4161123356099408,47.09740074557901
IV,708,708,14,False,N1,p2p,9979,0.02222832156506613,0.02010260437745131,54.308419106048994,122.74040537155881,2.9496316793362762,53.03208559180085
IV,708,708,14,False,N1,p2l,9979,0.017297440857707784,0.01565345306787627,49.74520261864319,130.72735236410134,1.543904808425214,53.03208559180085
IV,708,708,14,False,N2,p2p,9979,0.03337409965790356,0.026318619290338394,58.08209680376065,122.63551166903375,4.387227981515524,58.4962890587195
IV,708,708,14,False,N2,p2l,9979,0.029624368507045834,0.021218058114970642,53.78040367167998,128.09238862811563,3.844921401864091,58.4962890587195
IV,708,708,14,False,N3,p2p,9979,0.0557372840621778,0.02749101465545272,65.94121161445739,136.59146963406877,2.7218946761714693,57.80351095872745
IV,708,708,14,False,N3,p2l,9979,0.052317286196316905,0.020358263619779333,61.85888364252088,137.4372286872715,1.7344847729921709,57.80351095872745
IV,709,709,14,False,raw,p2p,10011,0.06790870432406515,0.03403946467618591,72.73499726575909,141.67136318419307,2.707673849215446,43.95646505426247
IV,709,709,14,False,raw,p2l,10011,0.06280005662078064,0.02606701687398883,68.99792887566444,145.1478858444029,1.3663509798424605,43.95646505426247
IV,709,709,14,False,N1,p2p,10011,0.021906687105266463,0.01916050140537112,54.44792773383964,125.12267226994125,2.7737548851865634,48.724104780353336
IV,709,709,14,False,N1,p2l,10011,0.017342541741249794,0.014978030573025186,49.92359482442924,131.4785407479701,1.3692266594070073,48.724104780353336
IV,709,709,14,False,N2,p2p,10011,0.033675207084675356,0.02516251956462762,58.195198425283785,123.95830160728138,4.308859130055529,55.991690996165694
IV,709,709,14,False,N2,p2l,10011,0.029742413898030305,0.020603598954926385,53.66792411185991,128.51444089537154,3.749999548080541,55.991690996165694
IV,709,709,14,False,N3,p2p,10011,0.055795591298879926,0.026595156064685533,66.0178766197348,136.35866444762271,2.5311710469890376,56.46916259448868
IV,709,709,14,False,N3,p2l,10011,0.054129574914496055,0.022419720009261866,61.997991895923036,137.32579464628418,1.749929634767164,56.46916259448868
IV,710,710,14,False,raw,p2p,10021,0.068700554325303,0.034152517058182015,72.74723522610105,140.39893294812705,2.664924233550876,41.716612078525486
IV,710,710,14,False,raw,p2l,10021,0.06595216336519652,0.026644248747376562,68.91784751779811,146.10203997311214,1.1764511334550714,41.716612078525486
IV,710,710,14,False,N1,p2p,10021,0.02134435360863826,0.018365414332448184,54.003480672882844,124.53734821991665,2.7684045504585404,43.83950834589238
IV,710,710,14,False,N1,p2l,10021,0.013882092925227135,0.010297275805879332,49.19544470755806,132.43842856675946,1.1227197429209297,43.83950834589238
IV,710,710,14,False,N2,p2p,10021,0.0332961963963562,0.0241983501185295,57.759595981847816,123.8771250192779,4.326096404316636,48.58612989816306
IV,710,710,14,False,N2,p2l,10021,0.02887458999499758,0.021037410572931306,52.94794679031025,129.64564194078227,3.569487390060859,48.58612989816306
IV,710,710,14,False,N3,p2p,10021,0.0561880300191906,0.02585822774461219,65.64032841352555,136.52538832125794,2.48326600653867,46.79750963748363
IV,710,710,14,False,N3,p2l,10021,0.05404211644535415,0.02153293289071345,61.384841825635846,136.60833575548472,1.4062496023122284,46.79750963748363
IV,711,711,14,False,raw,p2p,10044,0.0691328879821038,0.033315104451318044,72.31257151957558,140.04833857057315,2.5645682779946877,41.00591760320429
IV,711,711,14,False,raw,p2l,10044,0.06628812556777416,0.026841451693123155,68.56824988935743,147.0473655825912,0.7295705050508955,41.00591760320429
IV,711,711,14,False,N1,p2p,10044,0.02070773882485641,0.017754770260765412,52.80698084337813,123.83564915113652,2.7258265454312394,44.29477361810425
IV,711,711,14,False,N1,p2l,10044,0.015005765518019624,0.013054024659047793,47.69740478229034,134.06168901275964,0.7908028879347223,44.29477361810425
IV,711,711,14,False,N2,p2p,10044,0.03313707123449958,0.022925363317138136,56.44524982190327,123.21344298087027,4.115348523832557,48.89298539190632
IV,711,711,14,False,N2,p2l,10044,0.028501116017035963,0.019145061620871942,51.58705098631122,130.80985431481082,3.0956548305312404,48.89298539190632
IV,711,711,14,False,N3,p2p,10044,0.05523500087359965,0.024625621014011112,64.52217790388171,137.28758375362023,2.3522392233130542,48.43591644274394
IV,711,711,14,False,N3,p2l,10044,0.053545462683226276,0.019821555347627758,59.93611004211838,138.21480492927662,1.5260307005902076,48.43591644274394
IV,712,712,14,False,raw,p2p,10055,0.0708470065026078,0.031875914505160176,72.05118839823666,139.07843430816735,2.8245386014549516,44.345605721865155
IV,712,712,14,False,raw,p2l,10055,0.06683608521339787,0.025140789503726932,68.20075481815523,143.9826052102125,1.5009651147999366,44.345605721865155
IV,712,712,14,False,N1,p2p,10055,0.019616952512193635,0.01753199628201696,52.77121156537873,122.21611751981305,2.8965024589127504,50.58889187379384
IV,712,712,14,False,N1,p2l,10055,0.014131374467603323,0.013107838275854891,47.946397680069616,129.92392348292114,1.5693689431847813,50.58889187379384
IV,712,712,14,False,N2,p2p,10055,0.030862373973032316,0.021853308448639117,56.082885901145765,121.45734893730732,4.390367787481755,57.78450760258933
IV,712,712,14,False,N2,p2l,10055,0.028044998213451827,0.019915431916394992,51.60586105591635,127.21836202270475,3.9068484825480314,57.78450760258933
IV,712,712,14,False,N3,p2p,10055,0.052878123170380806,0.023555301028140012,64.0743400047853,137.36264391256316,2.3477394129400095,54.7296097039907
IV,712,712,14,False,N3,p2l,10055,0.047990394766336604,0.016135607095962897,59.52856620486265,139.52724314340338,1.6935790485449278,54.7296097039907
IV,713,713,14,False,raw,p2p,10058,0.07055167093333094,0.02914269051744988,71.05135961446815,137.16539877595596,2.8791475035958722,44.18587906685334
IV,713,713,14,False,raw,p2l,10058,0.06583654483181356,0.023084654544593033,67.24543792381903,141.87940498921034,1.5532341359957318,44.18587906685334
IV,713,713,14,False,N1,p2p,10058,0.018310012829481186,0.015916302841856477,51.93919373894451,121.48958433233327,2.9406195891432163,49.00894479691574
IV,713,713,14,False,N1,p2l,10058,0.01268620421589117,0.013188801470722052,46.76417227907845,128.6366682544095,1.7190007598868589,49.00894479691574
IV,713,713,14,False,N2,p2p,10058,0.028968399074202043,0.020101547464526727,54.956222259910184,119.98907688835459,4.365573697338486,56.149320959568364
IV,713,713,14,False,N2,p2l,10058,0.027809128178955044,0.016763888959079768,50.337443900597094,125.3094836421485,3.9472578335117356,56.149320959568364
IV,713,713,14,False,N3,p2p,10058,0.05048255293059183,0.02158829779981493,62.94310618889065,137.18900069940065,2.492311374804224,55.79884269606714
IV,713,713,14,False,N3,p2l,10058,0.0502333533525363,0.019029646014257415,58.45427675330139,137.30318746415526,1.384504100312883,55.79884269606714
IV,714,714,14,False,raw,p2p,10065,0.07180714444929846,0.02815236073544501,70.97959284790754,137.09587758891112,2.814561388929611,43.967568996778674
IV,714,714,14,False,raw,p2l,10065,0.07025695332772344,0.02147413060566893,66.76148076496882,145.73796581984826,1.2903739381179704,43.967568996778674
IV,714,714,14,False,N1,p2p,10065,0.01820709349598826,0.015929164686438485,51.96316682228728,120.74239859754438,2.8627176259221323,41.09999273626577
IV,714,714,14,False,N1,p2l,10065,0.013052999489683735,0.01322495256848282,46.67807129056883,132.33741293072802,1.305107713606162,41.09999273626577
IV,714,714,14,False,N2,p2p,10065,0.027966334476386853,0.01993037962419799,54.77437110018488,119.25733959758877,4.3369582480913795,44.99190530075266
IV,714,714,14,False,N2,p2l,10065,0.022414139281942486,0.016631053055790077,50.03443847661223,129.07340465646334,3.6817106310756,44.99190530075266
IV,714,714,14,False,N3,p2p,10065,0.04919363622742053,0.02159825453308996,62.83824726780264,138.59059198096853,2.464129934597996,53.05748738623951
IV,714,714,14,False,N3,p2l,10065,0.04614080978419785,0.021696038092010168,58.34513147576171,138.92163226529382,1.6307059257088723,53.05748738623951
IV,715,715,14,False,raw,p2p,10085,0.07349955374749928,0.029206588937271398,71.29434102533531,137.46588658464958,2.622614400807462,42.074914854652185
IV,715,715,14,False,raw,p2l,10085,0.06985499715827546,0.021250723699174454,67.21432816763739,144.2527159603992,1.3871845565086605,42.074914854652185
IV,715,715,14,False,N1,p2p,10085,0.018591250824197308,0.016481323722304913,51.7036336329206,120.71195123218466,2.693396865222412,40.17423923202317
IV,715,715,14,False,N1,p2l,10085,0.0137540628798365,0.014194822328174409,46.67238273880668,130.36294442169788,1.4750046345560563,40.17423923202317
IV,715,715,14,False,N2,p2p,10085,0.028781537564682106,0.02036172796680558,54.59926279026842,119.88589825235954,4.301051835819233,44.707874788853
IV,715,715,14,False,N2,p2l,10085,0.02561640347742224,0.017068738054615375,49.7612300208276,126.98038776885944,3.787935745849328,44.707874788853
IV,715,715,14,False,N3,p2p,10085,0.05075207743667561,0.0226641887807562,63.13801675297069,138.3041036717095,2.3322222256717136,53.34043305323781
IV,715,715,14,False,N3,p2l,10085,0.048617270047160294,0.019430279463930673,58.883667160720975,138.57599556469123,1.1226407481541036,53.34043305323781
IV,716,716,14,False,raw,p2p,10108,0.07393580087224176,0.027685817851178945,71.64803469683494,138.52622835515183,2.4561480522705863,38.105893748996564
IV,716,716,14,False,raw,p2l,10108,0.07021317359023685,0.022264214035880563,67.52972264415894,144.79734664732902,1.1184289912909473,38.105893748996564
IV,716,716,14,False,N1,p2p,10108,0.01798185276132171,0.015571685062950816,52.0277258204602,121.28530527803657,2.5142710835475475,39.39094997103886
IV,716,716,14,False,N1,p2l,10108,0.011363174905783287,0.012232218918478553,47.088235736400385,130.9618970151524,1.1274873871835913,39.39094997103886
IV,716,716,14,False,N2,p2p,10108,0.028755386750319106,0.019535766965192092,54.85879704233415,120.06831817790584,4.104105423388807,46.3576663176883
IV,716,716,14,False,N2,p2l,10108,0.024764873032008423,0.014619952473814363,50.09886286485164,127.14755659668265,3.530964978285609,46.3576663176883
IV,716,716,14,False,N3,p2p,10108,0.050909511517624455,0.021869341409859865,63.600438305909016,139.69460052333,2.2314289148383355,47.554538966045236
IV,716,716,14,False,N3,p2l,10108,0.048338494636581686,0.016982579387472396,59.20598664529676,140.83105211187888,1.18353089159844,47.554538966045236
IV,717,717,14,False,raw,p2p,10102,0.07616589889457835,0.027854802415984748,72.5115347960842,138.83404306962964,2.7904217721599496,37.250644724863
IV,717,717,14,False,raw,p2l,10102,0.07130066220281235,0.019046614574800506,68.21287364334164,143.51165706371327,1.186235412921407,37.250644724863
IV,717,717,14,False,N1,p2p,10102,0.01857303004945177,0.016004153682764564,52.355574101167534,121.38763825955954,2.78900671205315,42.164779599148225
IV,717,717,14,False,N1,p2l,10102,0.014680942109214326,0.014020455436195338,47.65557894653472,129.65987906389677,1.196089289991198,42.164779599148225
IV,717,717,14,False,N2,p2p,10102,0.029490246878131565,0.019632714409547107,55.2487615225131,120.15144322527483,4.171408914731111,44.39797245076709
IV,717,717,14,False,N2,p2l,10102,0.02484405244440275,0.016039825981051664,50.612436582525056,125.34626118081896,3.56356012020058,44.39797245076709
IV,717,717,14,False,N3,p2p,10102,0.05170796165231008,0.022048122415121354,64.2882371202873,139.13948043056982,2.585958177265403,47.63979653250969
IV,717,717,14,False,N3,p2l,10102,0.04897007351418162,0.020523323443666353,60.185437527805,140.28260098093313,1.5495798487857553,47.63979653250969
IV,718,718,14,False,raw,p2p,10108,0.07544404675368942,0.027691050340466095,72.13498788656753,138.6626180796854,2.303229091756155,72.17851574429399
IV,718,718,14,False,raw,p2l,10108,0.06829377344964932,0.017202576166288012,67.64235214120299,146.29105695805794,0.80972934369943,72.17851574429399
IV,718,718,14,False,N1,p2p,10108,0.01747786739563559,0.014801599262398586,51.96711139941017,120.76214302926805,2.3827850936586,67.41059281751697
IV,718,718,14,False,N1,p2l,10108,0.012570717612100688,0.012576285146027018,46.785230688096135,132.49997077791747,0.6084143221560819,67.41059281751697
IV,718,718,14,False,N2,p2p,10108,0.02820872765474769,0.018204890491219015,54.618648345061246,119.15229840970642,3.7052836132145655,72.38198944859015
IV,718,718,14,False,N2,p2l,10108,0.02398106046005851,0.01343707803698194,49.502398431828304,127.80429559544667,3.211213068243658,72.38198944859015
IV,718,718,14,False,N3,p2p,10108,0.05168446533707802,0.02155322529033063,63.77557826212901,139.59880595851828,2.185468866072372,81.40649817511864
IV,718,718,14,False,N3,p2l,10108,0.04934186145651542,0.018067940256535273,59.49289148873031,141.97252469421488,1.6962498243055848,81.40649817511864
IV,719,719,14,False,raw,p2p,10173,0.07565512952089296,0.028628443237055053,73.02523474309679,138.78114662283465,2.5165668895181708,31.354582064981187
IV,719,719,14,False,raw,p2l,10173,0.06830197183687282,0.020536562744993787,68.78881256672685,145.28096467335862,1.4016834490916756,31.354582064981187
IV,719,719,14,False,N1,p2p,10173,0.018288842087309125,0.01565423439786552,52.85827087805824,120.22017781459489,2.563223338972161,35.80495913854045
IV,719,719,14,False,N1,p2l,10173,0.013106140647599615,0.013916570997024605,48.08961721464632,131.139416273462,1.4026173357801146,35.80495913854045
IV,719,719,14,False,N2,p2p,10173,0.029365116821294567,0.01919421393229593,55.55602478946467,118.06470318701052,4.091630976352319,39.050322052024335
IV,719,719,14,False,N2,p2l,10173,0.02722988919828809,0.01722609177288524,50.867041216189186,126.42476219228163,3.7899931757167833,39.050322052024335
IV,719,719,14,False,N3,p2p,10173,0.052353879070885616,0.022085590852780012,64.91245411040371,138.6106131510853,2.5674416083906775,40.30837483370205
IV,719,719,14,False,N3,p2l,10173,0.04919391118172536,0.017681067844458345,61.01315187195807,141.0906099775066,1.8191735931641464,40.30837483370205
IV,720,720,14,False,raw,p2p,10110,0.06923680485685221,0.028235201244478845,70.7378582158351,138.47202788086094,1.7556778553249046,32.598257003102844
IV,720,720,14,False,raw,p2l,10110,0.06365383491251424,0.021143731275198623,66.49876707994481,145.63768424271686,0.24512140361308643,32.598257003102844
IV,720,720,14,False,N1,p2p,10110,0.01718508451641882,0.015054802483609976,53.66605176182919,122.86147217405615,1.847322916777563,40.2008420561457
IV,720,720,14,False,N1,p2l,10110,0.013737079054479772,0.012129946723452217,48.960315902564645,133.079576566838,0.36480308561154556,40.2008420561457
IV,720,720,14,False,N2,p2p,10110,0.024091183534772454,0.018510992929628645,55.3023214187963,121.14209943509887,3.0805426369310105,36.990599957845504
IV,720,720,14,False,N2,p2l,10110,0.021332772962464188,0.017055152815380965,50.63403287597537,128.64954857371563,2.2973837642395094,36.990599957845504
