order,scan,cos_translation_p2p,cos_rotation_p2p,cos_translation_p2l,cos_rotation_p2l,pred_et_mm_p2p,real_et_mm_p2p,pred_eR_deg_p2p,real_eR_deg_p2p,in_support,block_full,block_primary
70,70,0.9732222559793443,0.735454501916261,0.8835987282841834,0.9085361947417672,33.83393623683985,79.84263274881708,0.9077223871646071,2.004129114427621,False,1,-1
71,71,0.9744781873705904,0.7746726153055211,0.8822720137209974,0.9909022169281423,34.565994962360705,78.92299917426469,0.882701513722373,1.578373457379888,False,1,-1
72,72,0.9803191202193725,0.7413794431050836,0.8634076421165731,0.995705258510421,35.168945242231835,80.67026014278171,0.8314765241193528,1.8783691739961454,False,1,-1
73,73,0.9691864011348008,0.8220823973344196,0.8856728879026143,0.9066709927243074,35.71811510565702,83.32375533828797,0.8294547137736525,1.5531599890205015,False,1,-1
74,74,0.9662446051276661,0.8577651840339449,0.8644071137856999,0.9583452044890824,36.94938010651688,83.34724237233867,0.8186237126230861,1.4485368317596063,False,1,-1
75,75,0.9696575072604319,0.784393241736024,0.8799094656659966,0.8661314409584322,37.58711579903923,82.16574480160511,0.7924135275166617,1.3074542815214145,False,1,-1
76,76,0.9738620319654625,0.7812665096349004,0.9020464472148938,0.8880689848694173,37.98508067868135,79.97767541964986,0.7780843891909358,1.3171997802164725,False,1,-1
77,77,0.9758372606941941,0.8104175548319158,0.8853746216053202,0.7868974520289945,38.60774693241099,81.25062195057342,0.778234427155963,1.646117480820526,False,1,-1
78,78,0.9828751866692641,0.8408843882569548,0.9271469438306761,0.9239349043897962,37.70839043488605,79.75732600727777,0.7213617043760184,1.0000450789988027,False,1,-1
79,79,0.9823757617648335,0.8958175485613803,0.9079631314126088,0.9482588249221344,38.525286982462845,79.44380395103596,0.7418154393525757,1.2484418905979833,False,1,-1
80,80,0.9903018508789344,0.820127867846328,0.8717686294158139,0.8344141054291794,38.638560185633324,77.55240641937954,0.7258295194854318,1.4458391422994628,False,1,-1
81,81,0.9867393414986128,0.7516115763987541,0.8964353025937039,0.8381836186145958,37.87545319464002,75.23393299408,0.7433085973538283,1.7241663546258092,False,1,-1
82,82,0.9855782794193428,0.6494754209143706,0.904815092080641,-0.24965003006158373,38.170006907113795,74.60649775128343,0.7108017888940897,1.130378930452744,False,1,-1
83,83,0.9873919799497954,0.5587639324469288,0.9580656785624642,0.5494588622682427,38.76469921626303,74.43690928053788,0.7384825719129727,1.3133229529376511,False,1,-1
