trajectory,order,level,in_support,posthoc,et_mm,eR_deg,iters,on_bound
VI,89,A1_patch,True,0,115.53250003673858,5.897645791957519,40,0
VI,89,A2_allhist_scanw,True,0,129.18816287339592,5.324779193315479,40,0
VI,89,B1_view_pointw,True,0,69.89151031611885,3.2404223433441466,28,0
VI,89,B2_full,True,0,70.96909885426368,3.1035742616757225,40,0
VI,90,A1_patch,True,0,123.46662455144771,5.416350017709273,38,0
VI,90,A2_allhist_scanw,True,0,137.5066681040191,4.910535328042212,40,0
VI,90,B1_view_pointw,True,0,79.72503253219158,3.3096870095098225,25,0
VI,90,B2_full,True,0,80.09717078400836,3.3853114699707345,24,0
VI,91,A1_patch,True,0,122.56595526176876,4.908227680647379,31,0
VI,91,A2_allhist_scanw,True,0,134.16657217805,3.918167767366371,27,0
VI,91,B1_view_pointw,True,0,83.86999584091906,3.241059220882087,38,0
VI,91,B2_full,True,0,81.91778246555295,3.2283633115005395,34,0
VI,92,A1_patch,True,0,117.40315178885501,6.942664852008113,40,0
VI,92,A2_allhist_scanw,True,0,126.74227916326605,5.507323310987012,40,0
VI,92,B1_view_pointw,True,0,84.14826670204238,5.1022565486714315,36,0
VI,92,B2_full,True,0,82.0395897871612,5.102276372157799,37,0
