trajectory,order,scan,block,in_support,method,arm,translation_error_mm,rotation_error_deg,iters,on_bound,n_points,wmean,sumw,ess_w,keep_ratio,n_retain
VI,139,139,1,True,Huber Raw,Huber,136.04409424340045,3.068875618327891,40,0,9822,0.7758252313830984,7620.155422644793,8469.151312043377,,9822
VI,139,139,1,True,Patch LS,Patch,100.59198575321244,3.3477785997115563,30,0,9822,1.0,9822.0,9822.0,1.0,9822
VI,139,139,1,True,Patch+Huber,PatchHuber,75.78204436310828,2.8059531590780904,40,0,9822,0.78688557325071,7728.790100468474,8601.589158183568,,9822
VI,139,139,1,True,Patch+Trim,PatchTrim,69.01648908385975,3.105015677666882,40,0,9822,0.8000407249032784,7858.0,7858.0,0.8000407249032784,7858
VI,139,139,1,True,Raw LS,Raw,150.8097917659292,3.5384670340288022,32,0,9822,1.0,9822.0,9822.0,1.0,9822
VI,139,139,1,True,Trim Raw,Trim,132.62375333972497,3.230713523126297,40,0,9822,0.8000407249032784,7858.0,7858.0,0.8000407249032784,7858
VI,140,140,2,True,Huber Raw,Huber,145.23893105591017,4.641760525666574,40,0,9276,0.7772818971634757,7210.066878088401,7988.629213390314,,9276
VI,140,140,2,True,Patch LS,Patch,114.28097444565114,4.4743273530432885,30,0,9276,1.0,9276.0,9276.0,1.0,9276
VI,140,140,2,True,Patch+Huber,PatchHuber,87.42933387044374,4.123324881099787,40,0,9276,0.7849327983937153,7281.036637900103,8079.933035536032,,9276
VI,140,140,2,True,Patch+Trim,PatchTrim,77.40785970498645,4.06569024046834,40,0,9276,0.8000215610176801,7421.0,7421.0,0.8000215610176801,7421
VI,140,140,2,True,Raw LS,Raw,163.55080020957504,5.042163121993831,33,0,9276,1.0,9276.0,9276.0,1.0,9276
VI,140,140,2,True,Trim Raw,Trim,140.98987880081748,4.732776434611653,40,0,9276,0.8000215610176801,7421.0,7421.0,0.8000215610176801,7421
VI,141,141,2,True,Huber Raw,Huber,147.99048535912033,4.179425640538692,40,0,9314,0.7942710131646377,7397.840216615436,8175.447660821632,,9314
VI,141,141,2,True,Patch LS,Patch,117.04614001728262,4.120231548352234,38,0,9314,1.0,9314.0,9314.0,1.0,9314
VI,141,141,2,True,Patch+Huber,PatchHuber,93.03731584465372,3.616518254111976,40,0,9314,0.7916152946120746,7373.104854016863,8178.570506142628,,9314
VI,141,141,2,True,Patch+Trim,PatchTrim,80.85870059876089,3.817987731619236,40,0,9314,0.7999785269486794,7451.0,7451.0,0.7999785269486794,7451
VI,141,141,2,True,Raw LS,Raw,167.325263815381,4.59590813706215,26,0,9314,1.0,9314.0,9314.0,1.0,9314
VI,141,141,2,True,Trim Raw,Trim,141.25769998186465,4.291648468798121,40,0,9314,0.7999785269486794,7451.0,7451.0,0.7999785269486794,7451
VI,142,142,2,True,Huber Raw,Huber,147.2571455803161,3.153595814147652,40,0,9744,0.7930920369581604,7727.888808120316,8529.726555129633,,9744
VI,142,142,2,True,Patch LS,Patch,119.49468803373418,3.4281231020699687,40,0,9744,1.0,9744.0,9744.0,1.0,9744
VI,142,142,2,True,Patch+Huber,PatchHuber,96.9693176616911,3.302242877940353,40,0,9744,0.7943000422400547,7739.659611587092,8569.21357554827,,9744
VI,142,142,2,True,Patch+Trim,PatchTrim,85.99256584267135,3.393491594715558,40,0,9744,0.7999794745484401,7795.0,7795.0,0.7999794745484401,7795
VI,142,142,2,True,Raw LS,Raw,167.48296442893144,3.549922080933367,40,0,9744,1.0,9744.0,9744.0,1.0,9744
VI,142,142,2,True,Trim Raw,Trim,140.49767629731005,3.148683857585016,38,0,9744,0.7999794745484401,7795.0,7795.0,0.7999794745484401,7795
VI,143,143,2,True,Huber Raw,Huber,152.7791005412263,4.390015823021314,40,0,10344,0.8041357631050545,8317.980333558684,9169.62098902088,,10344
VI,143,143,2,True,Patch LS,Patch,127.1410712669161,4.588563033171647,28,0,10344,1.0,10344.0,10344.0,1.0,10344
VI,143,143,2,True,Patch+Huber,PatchHuber,106.0319546654518,4.455283302842187,40,0,10344,0.7966075189706677,8240.108176232587,9132.04679253124,,10344
VI,143,143,2,True,Patch+Trim,PatchTrim,94.83018001544104,4.337113463779259,40,0,10344,0.7999806651198763,8275.0,8275.0,0.7999806651198763,8275
VI,143,143,2,True,Raw LS,Raw,173.2980905011048,4.592022530624084,40,0,10344,1.0,10344.0,10344.0,1.0,10344
VI,143,143,2,True,Trim Raw,Trim,144.47868385966368,4.354976203480056,40,0,10344,0.7999806651198763,8275.0,8275.0,0.7999806651198763,8275
VI,144,144,2,True,Huber Raw,Huber,145.5115321879103,3.715596340156112,40,0,10705,0.8029992179060348,8596.106627684103,9506.119447914662,,10705
VI,144,144,2,True,Patch LS,Patch,114.78658793480868,4.371941331283029,31,0,10705,1.0,10705.0,10705.0,1.0,10705
VI,144,144,2,True,Patch+Huber,PatchHuber,97.86070483399554,3.8610139988034566,24,0,10705,0.7954490068814905,8515.281618666355,9470.652905376222,,10705
VI,144,144,2,True,Patch+Trim,PatchTrim,93.7427529572434,3.71055723159908,40,0,10705,0.8,8564.0,8564.0,0.8,8564
VI,144,144,2,True,Raw LS,Raw,160.92697247757445,4.101290965579896,27,0,10705,1.0,10705.0,10705.0,1.0,10705
VI,144,144,2,True,Trim Raw,Trim,139.3197686687633,3.722936834749877,38,0,10705,0.8,8564.0,8564.0,0.8,8564
VI,145,145,2,True,Huber Raw,Huber,144.25133386733788,5.3313341450721,40,0,11321,0.8130065825704151,9204.04752127967,10147.278394258376,,11321
VI,145,145,2,True,Patch LS,Patch,115.89502838270496,6.362864828765578,40,0,11321,1.0,11321.0,11321.0,1.0,11321
VI,145,145,2,True,Patch+Huber,PatchHuber,98.7272901321138,5.553849180208197,40,0,11321,0.7988977696973395,9044.32165074358,10052.442118994408,,11321
VI,145,145,2,True,Patch+Trim,PatchTrim,88.17737402763852,5.130308567341466,40,0,11321,0.8000176662838971,9057.0,9057.0,0.8000176662838971,9057
VI,145,145,2,True,Raw LS,Raw,161.97352733197442,5.859121372106108,36,0,11321,1.0,11321.0,11321.0,1.0,11321
VI,145,145,2,True,Trim Raw,Trim,136.81467151298267,5.0716675963155895,40,0,11321,0.8000176662838971,9057.0,9057.0,0.8000176662838971,9057
VI,146,146,2,True,Huber Raw,Huber,145.78261097621717,4.9087699589995015,40,0,9778,0.810951510825443,7929.483872851182,8790.656100465461,,9778
VI,146,146,2,True,Patch LS,Patch,109.8031214010367,5.215249727793303,25,0,9778,1.0,9778.0,9778.0,1.0,9778
VI,146,146,2,True,Patch+Huber,PatchHuber,98.08992781274884,4.930459244968227,40,0,9778,0.8106020859383655,7926.067196305337,8791.909924951815,,9778
VI,146,146,2,True,Patch+Trim,PatchTrim,88.90265758833898,4.6789726856424725,39,0,9778,0.7999590918388219,7822.0,7822.0,0.7999590918388219,7822
VI,146,146,2,True,Raw LS,Raw,158.55648138854312,5.018791355436607,30,0,9778,1.0,9778.0,9778.0,1.0,9778
VI,146,146,2,True,Trim Raw,Trim,139.3222656813872,4.810857034699123,40,0,9778,0.7999590918388219,7822.0,7822.0,0.7999590918388219,7822
VI,147,147,2,True,Huber Raw,Huber,152.4870776543273,5.061203179633785,40,0,9198,0.8122909259121366,7471.451936539832,8253.258734849387,,9198
VI,147,147,2,True,Patch LS,Patch,121.62023601558454,5.581768274902871,24,0,9198,1.0,9198.0,9198.0,1.0,9198
VI,147,147,2,True,Patch+Huber,PatchHuber,103.84078716177292,5.261946029061384,40,0,9198,0.8112020702065575,7461.436641759916,8253.515630281881,,9198
VI,147,147,2,True,Patch+Trim,PatchTrim,90.5766615933909,5.083960221736398,40,0,9198,0.7999565122852794,7358.0,7358.0,0.7999565122852794,7358
VI,147,147,2,True,Raw LS,Raw,169.25049803969063,5.7006387081364895,40,0,9198,1.0,9198.0,9198.0,1.0,9198
VI,147,147,2,True,Trim Raw,Trim,143.96995027791843,4.925222167246094,35,0,9198,0.7999565122852794,7358.0,7358.0,0.7999565122852794,7358
VI,148,148,2,True,Huber Raw,Huber,151.98060497713118,4.775663927048965,40,0,8631,0.7965237239490044,6874.796261403857,7597.059928109284,,8631
VI,148,148,2,True,Patch LS,Patch,123.97231047734508,5.652012246949585,33,0,8631,1.0,8631.0,8631.0,1.0,8631
VI,148,148,2,True,Patch+Huber,PatchHuber,104.76172485873384,4.9761642801468495,38,0,8631,0.8024959408314917,6926.342465316605,7664.997812909404,,8631
VI,148,148,2,True,Patch+Trim,PatchTrim,89.12639907535669,4.853594692293422,40,0,8631,0.800023172285946,6905.0,6905.0,0.800023172285946,6905
VI,148,148,2,True,Raw LS,Raw,171.0491960099045,5.416161330478364,40,0,8631,1.0,8631.0,8631.0,1.0,8631
VI,148,148,2,True,Trim Raw,Trim,145.43787445979976,4.804127765524151,40,0,8631,0.800023172285946,6905.0,6905.0,0.800023172285946,6905
VI,149,149,2,True,Huber Raw,Huber,153.75555298372393,4.505895617955847,40,0,10108,0.80703143322744,8157.473727062963,8962.406189511006,,10108
VI,149,149,2,True,Patch LS,Patch,126.9896863763319,4.374561149399911,29,0,10108,1.0,10108.0,10108.0,1.0,10108
VI,149,149,2,True,Patch+Huber,PatchHuber,109.1121555802812,4.340010759630212,40,0,10108,0.8030386808514445,8117.114986046401,8974.458341976506,,10108
VI,149,149,2,True,Patch+Trim,PatchTrim,93.35509187773089,4.239023517141095,40,0,10108,0.7999604273842501,8086.0,8086.0,0.7999604273842501,8086
VI,149,149,2,True,Raw LS,Raw,174.76772426031093,4.944217138038342,34,0,10108,1.0,10108.0,10108.0,1.0,10108
VI,149,149,2,True,Trim Raw,Trim,143.48264975272235,4.329681425300626,40,0,10108,0.7999604273842501,8086.0,8086.0,0.7999604273842501,8086
VI,150,150,2,True,Huber Raw,Huber,151.1186024708177,5.694800289043263,40,0,10345,0.7941260849779554,8215.234349096949,9044.346041380484,,10345
VI,150,150,2,True,Patch LS,Patch,126.44412018681868,5.701190325907317,40,0,10345,1.0,10345.0,10345.0,1.0,10345
VI,150,150,2,True,Patch+Huber,PatchHuber,108.96634631053529,5.688044864175853,40,0,10345,0.7972656319258067,8247.71296227247,9124.039242419807,,10345
VI,150,150,2,True,Patch+Trim,PatchTrim,99.57759327445916,5.550585113921183,40,0,10345,0.8,8276.0,8276.0,0.8,8276
VI,150,150,2,True,Raw LS,Raw,171.943414156315,5.7263214463370025,40,0,10345,1.0,10345.0,10345.0,1.0,10345
VI,150,150,2,True,Trim Raw,Trim,144.89462852609435,5.519381495771652,40,0,10345,0.8,8276.0,8276.0,0.8,8276
VI,151,151,2,True,Huber Raw,Huber,143.31451211053474,4.441965157792323,40,0,10292,0.7775441461109268,8002.484351773659,8856.764579017528,,10292
VI,151,151,2,True,Patch LS,Patch,121.31253958940196,5.025600012892984,27,0,10292,1.0,10292.0,10292.0,1.0,10292
VI,151,151,2,True,Patch+Huber,PatchHuber,102.28122408068243,4.710655967835446,40,0,10292,0.7881965038735121,8112.118417866187,8994.2861842365,,10292
VI,151,151,2,True,Patch+Trim,PatchTrim,95.16097336407688,4.900662411050898,40,0,10292,0.8000388651379713,8234.0,8234.0,0.8000388651379713,8234
VI,151,151,2,True,Raw LS,Raw,164.07611949653568,4.4808738541680935,24,0,10292,1.0,10292.0,10292.0,1.0,10292
VI,151,151,2,True,Trim Raw,Trim,139.16584979219624,4.328642029429689,40,0,10292,0.8000388651379713,8234.0,8234.0,0.8000388651379713,8234
VI,152,152,2,True,Huber Raw,Huber,136.99857612418327,3.5150972247535077,40,0,10545,0.7872844894575535,8301.914941329902,9190.428250607474,,10545
VI,152,152,2,True,Patch LS,Patch,113.5888721386402,4.897311538616736,30,0,10545,1.0,10545.0,10545.0,1.0,10545
VI,152,152,2,True,Patch+Huber,PatchHuber,93.06832185917916,4.324500817770801,31,0,10545,0.7957152478337391,8390.817288406779,9320.535193803737,,10545
VI,152,152,2,True,Patch+Trim,PatchTrim,84.27239909181712,4.555185756266943,40,0,10545,0.8,8436.0,8436.0,0.8,8436
VI,152,152,2,True,Raw LS,Raw,153.70343685454984,3.988237839953914,40,0,10545,1.0,10545.0,10545.0,1.0,10545
VI,152,152,2,True,Trim Raw,Trim,133.5645439625688,3.337013455111061,40,0,10545,0.8,8436.0,8436.0,0.8,8436
VI,153,153,2,True,Huber Raw,Huber,143.0192735523717,4.376603767377119,40,0,10512,0.7802661419310021,8202.157683978694,9116.248688594458,,10512
VI,153,153,2,True,Patch LS,Patch,116.30676399070316,5.684676038726652,30,0,10512,1.0,10512.0,10512.0,1.0,10512
VI,153,153,2,True,Patch+Huber,PatchHuber,95.59076171056756,4.980338206162284,40,0,10512,0.7929341068258327,8335.323330953153,9273.203160115869,,10512
VI,153,153,2,True,Patch+Trim,PatchTrim,89.75396760886717,5.4923338475172905,40,0,10512,0.8000380517503806,8410.0,8410.0,0.8000380517503806,8410
VI,153,153,2,True,Raw LS,Raw,158.42411654808822,5.046853040334088,27,0,10512,1.0,10512.0,10512.0,1.0,10512
VI,153,153,2,True,Trim Raw,Trim,140.0272700225496,4.386036653890471,38,0,10512,0.8000380517503806,8410.0,8410.0,0.8000380517503806,8410
VI,154,154,2,True,Huber Raw,Huber,143.653252634475,3.5853893976149926,40,0,10519,0.7845353083935044,8252.526908991273,9174.820050760973,,10519
VI,154,154,2,True,Patch LS,Patch,114.30076588034356,4.91340755773702,32,0,10519,1.0,10519.0,10519.0,1.0,10519
VI,154,154,2,True,Patch+Huber,PatchHuber,93.09682064905788,4.479817810400422,40,0,10519,0.7942690541140561,8354.916180225757,9303.645619519222,,10519
VI,154,154,2,True,Patch+Trim,PatchTrim,85.67873562307085,4.355693697138069,40,0,10519,0.7999809867858162,8415.0,8415.0,0.7999809867858162,8415
VI,154,154,2,True,Raw LS,Raw,157.00417428069878,3.992771195439124,40,0,10519,1.0,10519.0,10519.0,1.0,10519
VI,154,154,2,True,Trim Raw,Trim,140.8614173411029,3.683241088214168,40,0,10519,0.7999809867858162,8415.0,8415.0,0.7999809867858162,8415
VI,155,155,2,True,Huber Raw,Huber,150.14923521473932,4.68847765575352,40,0,10353,0.7960583596887204,8241.592197857322,9091.21136998695,,10353
VI,155,155,2,True,Patch LS,Patch,122.86284735130752,5.744222766100302,38,0,10353,1.0,10353.0,10353.0,1.0,10353
VI,155,155,2,True,Patch+Huber,PatchHuber,100.35528430599004,5.096311296481361,40,0,10353,0.7914729595941903,8194.119550678652,9102.980466266505,,10353
VI,155,155,2,True,Patch+Trim,PatchTrim,92.79759534113646,5.052287079753147,40,0,10353,0.7999613638558872,8282.0,8282.0,0.7999613638558872,8282
VI,155,155,2,True,Raw LS,Raw,167.53618671274089,5.260933081487629,27,0,10353,1.0,10353.0,10353.0,1.0,10353
VI,155,155,2,True,Trim Raw,Trim,143.86378729934842,4.609369870412741,33,0,10353,0.7999613638558872,8282.0,8282.0,0.7999613638558872,8282
VI,156,156,2,True,Huber Raw,Huber,148.9212693332442,3.5382429975919747,40,0,10604,0.7941071211554388,8420.711912732273,9281.162265432176,,10604
VI,156,156,2,True,Patch LS,Patch,123.63434041915492,4.3292153682762855,29,0,10604,1.0,10604.0,10604.0,1.0,10604
VI,156,156,2,True,Patch+Huber,PatchHuber,101.44214273196164,4.327525300989324,40,0,10604,0.7919750252326275,8398.103167566782,9309.520772508757,,10604
VI,156,156,2,True,Patch+Trim,PatchTrim,95.202129260257,4.5270413637173545,40,0,10604,0.7999811391927575,8483.0,8483.0,0.7999811391927575,8483
VI,156,156,2,True,Raw LS,Raw,166.73285885576394,3.9983519782016574,33,0,10604,1.0,10604.0,10604.0,1.0,10604
VI,156,156,2,True,Trim Raw,Trim,141.57254878326196,3.258202531087065,34,0,10604,0.7999811391927575,8483.0,8483.0,0.7999811391927575,8483
VI,157,157,2,True,Huber Raw,Huber,150.0269784505687,4.549174908131821,40,0,10677,0.8013503045616281,8556.017201804503,9430.04140412485,,10677
VI,157,157,2,True,Patch LS,Patch,127.00207826129184,5.379228449826556,29,0,10677,1.0,10677.0,10677.0,1.0,10677
VI,157,157,2,True,Patch+Huber,PatchHuber,103.85344154973389,5.486369714119751,40,0,10677,0.7942443210740849,8480.146616108004,9415.297524358512,,10677
VI,157,157,2,True,Patch+Trim,PatchTrim,97.68000829286386,5.589236478095947,40,0,10677,0.8000374637070338,8542.0,8542.0,0.8000374637070338,8542
VI,157,157,2,True,Raw LS,Raw,169.2620621372592,4.629649706626047,40,0,10677,1.0,10677.0,10677.0,1.0,10677
VI,157,157,2,True,Trim Raw,Trim,142.8170550198669,4.536962172709792,40,0,10677,0.8000374637070338,8542.0,8542.0,0.8000374637070338,8542
VI,158,158,2,True,Huber Raw,Huber,144.60033148658096,3.786554447551581,40,0,10773,0.795006479922848,8564.604808208842,9458.03514542693,,10773
VI,158,158,2,True,Patch LS,Patch,124.24617202562386,5.089107947512965,38,0,10773,1.0,10773.0,10773.0,1.0,10773
VI,158,158,2,True,Patch+Huber,PatchHuber,100.60219603870564,5.005632451037831,40,0,10773,0.7996952938636952,8615.117400793588,9562.782848239396,,10773
VI,158,158,2,True,Patch+Trim,PatchTrim,97.660645419655,5.141904714948165,40,0,10773,0.7999628701383087,8618.0,8618.0,0.7999628701383087,8618
VI,158,158,2,True,Raw LS,Raw,163.70390341946205,3.8578775818130047,40,0,10773,1.0,10773.0,10773.0,1.0,10773
VI,158,158,2,True,Trim Raw,Trim,139.1446241792477,3.5416983347444275,34,0,10773,0.7999628701383087,8618.0,8618.0,0.7999628701383087,8618
VI,159,159,2,True,Huber Raw,Huber,144.21705131270008,4.607326215290013,40,0,10628,0.7984611033627003,8486.044606538779,9371.843806692894,,10628
VI,159,159,2,True,Patch LS,Patch,127.56359007315191,6.241417366119818,32,0,10628,1.0,10628.0,10628.0,1.0,10628
VI,159,159,2,True,Patch+Huber,PatchHuber,105.4353172461336,5.535575945360368,40,0,10628,0.8015828284803265,8519.22230108891,9466.128246952772,,10628
VI,159,159,2,True,Patch+Trim,PatchTrim,100.90647571062212,5.248163122326357,40,0,10628,0.7999623635679337,8502.0,8502.0,0.7999623635679337,8502
VI,159,159,2,True,Raw LS,Raw,163.90606551228535,5.06143727872759,26,0,10628,1.0,10628.0,10628.0,1.0,10628
VI,159,159,2,True,Trim Raw,Trim,138.30657365816796,4.411104325496822,40,0,10628,0.7999623635679337,8502.0,8502.0,0.7999623635679337,8502
VI,160,160,2,True,Huber Raw,Huber,143.54131117240814,3.8632417259675016,40,0,9894,0.7818722287973251,7735.843831720735,8563.793629190382,,9894
VI,160,160,2,True,Patch LS,Patch,123.58549807939286,5.850321768440882,29,0,9894,1.0,9894.0,9894.0,1.0,9894
VI,160,160,2,True,Patch+Huber,PatchHuber,105.7357060032595,5.404640227322887,40,0,9894,0.8023162089103202,7938.116570958708,8810.475505528262,,9894
VI,160,160,2,True,Patch+Trim,PatchTrim,92.43554426058132,5.305214124741241,40,0,9894,0.7999797857287245,7915.0,7915.0,0.7999797857287245,7915
VI,160,160,2,True,Raw LS,Raw,162.39453725152765,4.713466895499295,25,0,9894,1.0,9894.0,9894.0,1.0,9894
VI,160,160,2,True,Trim Raw,Trim,140.4679648618522,3.710926865754416,40,0,9894,0.7999797857287245,7915.0,7915.0,0.7999797857287245,7915
VI,161,161,2,True,Huber Raw,Huber,150.60577669810226,5.126653307817679,40,0,9680,0.7922208887324057,7668.698202929687,8464.873757753167,,9680
VI,161,161,2,True,Patch LS,Patch,130.94358178900282,6.980715730268034,40,0,9680,1.0,9680.0,9680.0,1.0,9680
VI,161,161,2,True,Patch+Huber,PatchHuber,110.88352598201436,6.407239714311296,40,0,9680,0.8026945218623898,7770.082971627933,8630.850950248205,,9680
VI,161,161,2,True,Patch+Trim,PatchTrim,96.14782598349376,6.314123934091239,40,0,9680,0.8,7744.0,7744.0,0.8,7744
VI,161,161,2,True,Raw LS,Raw,170.18456764944426,5.977127250548304,40,0,9680,1.0,9680.0,9680.0,1.0,9680
VI,161,161,2,True,Trim Raw,Trim,144.787782291949,4.960941630830465,40,0,9680,0.8,7744.0,7744.0,0.8,7744
VI,162,162,2,True,Huber Raw,Huber,150.67898556392444,4.1925271507204265,40,0,9527,0.7948966319268798,7572.980212367383,8363.86390987304,,9527
VI,162,162,2,True,Patch LS,Patch,129.0570573245797,6.069856041842434,32,0,9527,1.0,9527.0,9527.0,1.0,9527
VI,162,162,2,True,Patch+Huber,PatchHuber,109.96196518576944,5.199049170409602,40,0,9527,0.8084394336184971,7702.002484083422,8553.566560232386,,9527
VI,162,162,2,True,Patch+Trim,PatchTrim,98.04748933848042,5.136880855799711,40,0,9527,0.8000419859347119,7622.0,7622.0,0.8000419859347119,7622
VI,162,162,2,True,Raw LS,Raw,168.83916811492188,5.005268122207851,25,0,9527,1.0,9527.0,9527.0,1.0,9527
VI,162,162,2,True,Trim Raw,Trim,143.41957830515156,4.059274442955396,32,0,9527,0.8000419859347119,7622.0,7622.0,0.8000419859347119,7622
VI,163,163,2,True,Huber Raw,Huber,159.9672272628906,5.6595182845797645,40,0,9796,0.8098092262676582,7932.89118051798,8757.517444302937,,9796
VI,163,163,2,True,Patch LS,Patch,137.7613199104147,6.989347407188656,40,0,9796,1.0,9796.0,9796.0,1.0,9796
VI,163,163,2,True,Patch+Huber,PatchHuber,122.83151360646328,6.529660040419684,40,0,9796,0.8220004804120903,8052.316706116837,8910.496268945642,,9796
VI,163,163,2,True,Patch+Trim,PatchTrim,105.76138369679929,6.107074788645764,40,0,9796,0.8000204164965292,7837.0,7837.0,0.8000204164965292,7837
VI,163,163,2,True,Raw LS,Raw,178.4287862168472,6.192127734834441,40,0,9796,1.0,9796.0,9796.0,1.0,9796
VI,163,163,2,True,Trim Raw,Trim,146.33618330730656,5.244597376644843,40,0,9796,0.8000204164965292,7837.0,7837.0,0.8000204164965292,7837
VI,164,164,2,True,Huber Raw,Huber,155.29028176332716,4.297910266419836,40,0,10757,0.8096347953124653,8709.241493176189,9623.695088634227,,10757
VI,164,164,2,True,Patch LS,Patch,129.57311886063127,5.265556927196816,32,0,10757,1.0,10757.0,10757.0,1.0,10757
VI,164,164,2,True,Patch+Huber,PatchHuber,116.91974133888756,4.966837567133419,40,0,10757,0.8166776843043824,8785.001850062241,9748.47126908964,,10757
VI,164,164,2,True,Patch+Trim,PatchTrim,104.50409817024494,4.6848730745055445,40,0,10757,0.8000371850887794,8606.0,8606.0,0.8000371850887794,8606
VI,164,164,2,True,Raw LS,Raw,173.70077073374077,4.249806213287386,40,0,10757,1.0,10757.0,10757.0,1.0,10757
VI,164,164,2,True,Trim Raw,Trim,144.33943600176752,3.9910903124262873,40,0,10757,0.8000371850887794,8606.0,8606.0,0.8000371850887794,8606
VI,165,165,2,True,Huber Raw,Huber,150.04022782364862,5.300653854732121,40,0,11969,0.818302646241282,9794.264372861904,10809.443256419016,,11969
VI,165,165,2,True,Patch LS,Patch,125.23470850556215,6.290741331986733,40,0,11969,1.0,11969.0,11969.0,1.0,11969
VI,165,165,2,True,Patch+Huber,PatchHuber,112.20338422495531,6.143772054131192,40,0,11969,0.8243606888225034,9866.773084516542,10922.59154816741,,11969
VI,165,165,2,True,Patch+Trim,PatchTrim,103.07848298610936,5.943860687378714,40,0,11969,0.7999832901662628,9575.0,9575.0,0.7999832901662628,9575
VI,165,165,2,True,Raw LS,Raw,165.22863611562423,5.451534023696894,40,0,11969,1.0,11969.0,11969.0,1.0,11969
VI,165,165,2,True,Trim Raw,Trim,141.4337625283506,5.029939938274887,40,0,11969,0.7999832901662628,9575.0,9575.0,0.7999832901662628,9575
VI,166,166,2,True,Huber Raw,Huber,146.6889082687036,2.728121397487499,40,0,10122,0.8191203189524577,8291.135868436777,9164.45020587916,,10122
VI,166,166,2,True,Patch LS,Patch,122.02120849175994,3.795107920629401,40,0,10122,1.0,10122.0,10122.0,1.0,10122
VI,166,166,2,True,Patch+Huber,PatchHuber,107.87216314932014,3.8474160723119737,35,0,10122,0.8249790886522803,8350.438335338382,9248.910126343166,,10122
VI,166,166,2,True,Patch+Trim,PatchTrim,98.89242533681546,4.121610126132596,40,0,10122,0.8000395178818416,8098.0,8098.0,0.8000395178818416,8098
VI,166,166,2,True,Raw LS,Raw,159.5265427591356,3.30494984817665,40,0,10122,1.0,10122.0,10122.0,1.0,10122
VI,166,166,2,True,Trim Raw,Trim,139.6585875042028,2.59100146205721,40,0,10122,0.8000395178818416,8098.0,8098.0,0.8000395178818416,8098
VI,167,167,2,True,Huber Raw,Huber,156.1077106799426,3.763506339779757,40,0,9417,0.8203045733186219,7724.808166941462,8544.393583660696,,9417
VI,167,167,2,True,Patch LS,Patch,130.4623744706648,4.364340047419373,34,0,9417,1.0,9417.0,9417.0,1.0,9417
VI,167,167,2,True,Patch+Huber,PatchHuber,115.6782068676722,4.185939777862079,30,0,9417,0.8211615048607914,7732.877891274073,8581.812225914671,,9417
VI,167,167,2,True,Patch+Trim,PatchTrim,101.27647526869006,3.864071802184323,40,0,9417,0.8000424763725178,7534.0,7534.0,0.8000424763725178,7534
VI,167,167,2,True,Raw LS,Raw,170.50493138468735,4.551717837505902,40,0,9417,1.0,9417.0,9417.0,1.0,9417
VI,167,167,2,True,Trim Raw,Trim,143.84715475837498,3.040870220923708,40,0,9417,0.8000424763725178,7534.0,7534.0,0.8000424763725178,7534
VI,168,168,2,True,Huber Raw,Huber,159.73723819514373,4.32881980675679,40,0,8664,0.8102452697674708,7019.965017265367,7780.062034947095,,8664
VI,168,168,2,True,Patch LS,Patch,138.0629156445311,5.161815983633346,28,0,8664,1.0,8664.0,8664.0,1.0,8664
VI,168,168,2,True,Patch+Huber,PatchHuber,121.06997234797996,4.716734822242208,40,0,8664,0.8179402542825289,7086.634363103831,7865.98183584599,,8664
VI,168,168,2,True,Patch+Trim,PatchTrim,101.36671393397047,4.57738538396036,33,0,8664,0.7999769159741459,6931.0,6931.0,0.7999769159741459,6931
VI,168,168,2,True,Raw LS,Raw,177.1353425062904,5.275221619309131,28,0,8664,1.0,8664.0,8664.0,1.0,8664
VI,168,168,2,True,Trim Raw,Trim,143.62469370030414,3.21134717554784,40,0,8664,0.7999769159741459,6931.0,6931.0,0.7999769159741459,6931
VI,169,169,2,True,Huber Raw,Huber,163.81148081736575,5.725604636589529,40,0,9807,0.8084665118585093,7928.6310817964,8793.901039329856,,9807
VI,169,169,2,True,Patch LS,Patch,144.74494141700853,5.647857198188334,40,0,9807,1.0,9807.0,9807.0,1.0,9807
VI,169,169,2,True,Patch+Huber,PatchHuber,125.84595909065122,5.921162138289524,40,0,9807,0.8118546991135973,7961.859034207048,8844.8892733838,,9807
VI,169,169,2,True,Patch+Trim,PatchTrim,105.78624832039074,6.019182355028872,40,0,9807,0.8000407871928215,7846.0,7846.0,0.8000407871928215,7846
VI,169,169,2,True,Raw LS,Raw,181.9985815272385,6.085394730465948,40,0,9807,1.0,9807.0,9807.0,1.0,9807
VI,169,169,2,True,Trim Raw,Trim,146.16340529737028,5.015688541467956,40,0,9807,0.8000407871928215,7846.0,7846.0,0.8000407871928215,7846
VI,170,170,2,True,Huber Raw,Huber,155.36604772090567,4.33506918772437,40,0,9817,0.8098278468416362,7950.079972444343,8742.464437506818,,9817
VI,170,170,2,True,Patch LS,Patch,140.88356267696932,4.915664708409275,29,0,9817,1.0,9817.0,9817.0,1.0,9817
VI,170,170,2,True,Patch+Huber,PatchHuber,119.98970940101076,5.3744289091073245,40,0,9817,0.8006381004172345,7859.864231795991,8740.122270409678,,9817
VI,170,170,2,True,Patch+Trim,PatchTrim,107.21859905205996,5.344959572579636,40,0,9817,0.8000407456453091,7854.0,7854.0,0.8000407456453091,7854
VI,170,170,2,True,Raw LS,Raw,175.94615225493322,4.732444772235647,22,0,9817,1.0,9817.0,9817.0,1.0,9817
