trajectory,order,scan,method,block,in_support,translation_error_mm,rotation_error_deg
III,166,166,Global,0,True,73.65328021752741,1.3746975583078878
III,166,166,Huber,0,True,69.20045962224113,1.1107438581844151
III,166,166,Patch,0,True,51.11295608180082,1.5289965016678233
III,166,166,Raw,0,True,79.26708895002812,1.368280591288046
III,166,166,Trim,0,True,70.18097455035245,1.2110478072095463
III,167,167,Full,0,True,23.995442509512728,2.602750638241205
III,167,167,Global,0,True,73.82926360446031,1.3005175103659967
III,167,167,Huber,0,True,68.12494513746,1.0388457162418971
III,167,167,Patch,0,True,50.59787871017127,1.3641585995422332
III,167,167,Raw,0,True,79.61878226715673,1.2912168435855518
III,167,167,Trim,0,True,69.19103257528383,1.1650769045573206
III,168,168,Full,0,True,22.971952521018512,2.681201124022002
III,168,168,Global,0,True,72.21203766860319,1.3074500410890169
III,168,168,Huber,0,True,67.6369867865989,1.1000617096796377
III,168,168,Patch,0,True,49.85288406931689,1.3522729537469893
III,168,168,Raw,0,True,77.84263324032952,1.2950912975019997
III,168,168,Trim,0,True,68.25991652493086,1.082381864824343
III,169,169,Full,0,True,26.604039397331587,2.611339691464924
III,169,169,Global,0,True,72.56764493144335,1.352064280464541
III,169,169,Huber,0,True,67.37052577089986,1.0966636845159277
III,169,169,Patch,0,True,52.2958847592836,1.6591441012863757
III,169,169,Raw,0,True,78.9234745348896,1.3511445008864535
III,169,169,Trim,0,True,67.95979825424678,1.0490361183685626
III,170,170,Full,0,True,27.67294035606896,2.521675246712712
III,170,170,Global,0,True,70.72397979565925,1.359891462361722
III,170,170,Huber,0,True,65.25556127854692,1.0022920500305723
III,170,170,Patch,0,True,51.47515459595859,1.3790549424101293
III,170,170,Raw,0,True,77.36688778548236,1.3585543367342945
III,170,170,Trim,0,True,65.6780937172421,1.0892725573223097
III,171,171,Full,0,True,33.14844904328762,2.741935091532277
III,171,171,Global,0,True,71.22122655645995,1.4563996191719055
III,171,171,Huber,0,True,65.28898520977798,1.0261098115648155
III,171,171,Patch,0,True,55.415191684015056,1.6799315667558117
III,171,171,Raw,0,True,78.69046440089083,1.4470152316110532
III,171,171,Trim,0,True,65.10576522623059,1.0490001749659563
III,172,172,Full,0,True,33.589245028826355,2.7091395074129965
III,172,172,Global,0,True,69.48000420468189,1.2285872743455428
III,172,172,Huber,0,True,64.06740088475578,0.956533695141958
III,172,172,Patch,0,True,53.76512822411206,1.888639213519865
III,172,172,Raw,0,True,77.28221209405645,1.2246270929382908
III,172,172,Trim,0,True,64.12280192500612,1.017894992924534
III,173,173,Full,0,True,35.211518973286665,2.450755042733792
III,173,173,Global,0,True,70.66998825582938,1.4191870204432508
III,173,173,Huber,0,True,64.42975564483787,1.0482977485211027
III,173,173,Patch,0,True,55.88752394364223,1.6117096130223374
III,173,173,Raw,0,True,78.46049974779402,1.417755924176752
III,173,173,Trim,0,True,64.39039653378848,1.0783263274105246
III,174,174,Full,0,True,34.19675737368757,2.314151837821042
III,174,174,Global,0,True,70.01290501507681,1.5021445142574128
III,174,174,Huber,0,True,64.1991646208547,1.2716564498282843
III,174,174,Patch,0,True,54.48430544348688,1.783326904603483
III,174,174,Raw,0,True,77.93413157362168,1.4969168585239212
III,174,174,Trim,0,True,64.12099490553385,1.094715664797458
III,175,175,Full,0,True,37.58634469751476,2.726950636074458
III,175,175,Global,0,True,70.30807410644687,1.3337566972525154
III,175,175,Huber,0,True,64.61737599812761,1.3116342088887534
III,175,175,Patch,0,True,56.767055878545925,1.8222436964208149
III,175,175,Raw,0,True,78.52811152168114,1.3381010011662526
III,175,175,Trim,0,True,63.747169967913536,1.100103249153436
III,176,176,Full,0,True,36.45942203000903,2.3442116853640464
III,176,176,Global,0,True,70.28245047768502,1.5700166832441342
III,176,176,Huber,0,True,64.36358606968945,1.3435963017152288
III,176,176,Patch,0,True,56.48423387437697,1.802982645717904
III,176,176,Raw,0,True,78.40667467437719,1.5686288079174784
III,176,176,Trim,0,True,64.19039375092953,1.2223502205366068
III,177,177,Full,0,True,39.931695819881526,2.4403582442906
III,177,177,Global,0,True,71.40995346367654,1.3915563276486669
III,177,177,Huber,0,True,65.09985167269187,1.1315278552770511
III,177,177,Patch,0,True,60.84978634516411,1.9866348494775523
III,177,177,Raw,0,True,80.28114817582946,1.3941222118929837
III,177,177,Trim,0,True,63.88261423975992,1.2035700548524564
III,178,178,Full,0,True,40.521094921029686,2.229912697804561
III,178,178,Global,0,True,72.21191989253447,1.4708466966253946
III,178,178,Huber,0,True,65.26002634109474,1.1932632817763134
III,178,178,Patch,0,True,61.23279277113303,1.8218821783081725
III,178,178,Raw,0,True,81.06840815972195,1.4641269978877
III,178,178,Trim,0,True,64.29472957460712,1.1661875914062203
III,179,179,Full,0,True,40.49159761224178,2.192740383282116
III,179,179,Global,0,True,71.57910085053179,1.6553736005026014
III,179,179,Huber,0,True,64.46841333283365,1.2375936542790886
III,179,179,Patch,0,True,60.22418265806091,1.8323487658564388
III,179,179,Raw,0,True,80.80746720980446,1.6577743463198644
III,179,179,Trim,0,True,63.25551040020391,1.2242196493134985
III,180,180,Full,0,True,42.86468959861002,2.2087646822861053
III,180,180,Global,0,True,69.88501766653634,1.719114946785639
III,180,180,Huber,0,True,62.70640256165963,1.1780882749794273
III,180,180,Patch,0,True,60.381676899067415,2.0323216926380177
III,180,180,Raw,0,True,79.64288638946937,1.7201185772263632
III,180,180,Trim,0,True,60.63315700897662,1.3275852120967302
III,181,181,Full,0,True,44.258638405549405,2.19905262879513
III,181,181,Global,0,True,67.80049353810736,1.6201557356239331
III,181,181,Huber,0,True,61.0836685704509,1.2879995839008305
III,181,181,Patch,0,True,59.20708575885007,2.005824246317358
III,181,181,Raw,0,True,77.64303729151668,1.6169391249063425
III,181,181,Trim,0,True,59.505670697785845,1.207233500942431
III,182,182,Full,0,True,44.67474594208986,2.187331400176255
III,182,182,Global,0,True,68.48899956291058,1.7974981891217512
III,182,182,Huber,0,True,61.726893122766505,1.3546518833783183
III,182,182,Patch,0,True,61.01760695654308,2.08344139143471
III,182,182,Raw,0,True,78.18243444659313,1.7976254438806456
III,182,182,Trim,0,True,59.874986933569296,1.318182430373971
III,183,183,Full,0,True,44.67505487422381,2.152837914431472
III,183,183,Global,0,True,67.96218112825497,1.873335656627413
III,183,183,Huber,0,True,60.32893587466853,1.268104875189337
III,183,183,Patch,0,True,60.76518223607085,2.6512447376424304
III,183,183,Raw,0,True,78.19433834073138,1.8713434746203683
III,183,183,Trim,0,True,59.21952309109989,1.256132113555934
III,184,184,Full,0,True,46.62144091636348,2.258907877219748
III,184,184,Global,0,True,66.35827468962195,1.675854609726498
III,184,184,Huber,0,True,59.45192636022919,1.300480046116545
III,184,184,Patch,0,True,60.24065333942255,2.492703051986227
III,184,184,Raw,0,True,76.72789219920529,1.6780273628981994
III,184,184,Trim,0,True,58.01464847444683,1.3034757397580432
III,185,185,Full,0,True,46.12546536362933,2.1863079661802702
III,185,185,Global,0,True,67.49972532146758,1.7824191927460724
III,185,185,Huber,0,True,58.78713682900249,1.4088208412975372
III,185,185,Patch,0,True,60.065801905967945,2.517449889485902
III,185,185,Raw,0,True,77.8988565290626,1.781285657566713
III,185,185,Trim,0,True,57.42515745962199,1.4102827570719896
III,186,186,Full,0,True,48.67798916492142,2.4706869424267106
III,186,186,Global,0,True,67.71586189522463,1.7883559813182788
III,186,186,Huber,0,True,58.37500650576566,1.45348027242517
III,186,186,Patch,0,True,62.29285633644877,2.876626914727127
III,186,186,Raw,0,True,78.19897115204122,1.7886655027283067
III,186,186,Trim,0,True,56.49229263365751,1.3224341664775627
III,187,187,Full,0,True,47.76216244094478,2.213864587492264
III,187,187,Global,0,True,67.61840482072287,2.102580860026864
III,187,187,Huber,0,True,58.69424417589512,1.5043802423584418
III,187,187,Patch,0,True,59.8292710417542,2.6156763340011486
III,187,187,Raw,0,True,78.1630572942821,2.102203795064276
III,187,187,Trim,0,True,57.03645491611458,1.4760433502028094
III,188,188,Full,0,True,48.5628460160403,2.4107618452949167
III,188,188,Global,0,True,66.56918844099582,1.844771806390321
III,188,188,Huber,0,True,58.51536752087452,1.6969004406079282
III,188,188,Patch,0,True,60.7061872339596,2.9541491680081253
III,188,188,Raw,0,True,77.67104912096544,1.844771806390362
III,188,188,Trim,0,True,55.785308971986986,1.6167500259586705
III,189,189,Full,0,True,51.32385696490383,2.4178309233485686
III,189,189,Global,0,True,66.3347657114917,1.6933033011209888
III,189,189,Huber,0,True,57.61318012409858,1.6030001520747812
III,189,189,Patch,0,True,62.88455728595496,3.119220109748706
III,189,189,Raw,0,True,77.67811412008692,1.6894436412406952
III,189,189,Trim,0,True,54.75295422619474,1.5514471084623993
III,190,190,Full,0,True,55.68762337621472,2.390173080423592
III,190,190,Global,0,True,65.8303043129343,1.716888951285667
III,190,190,Huber,0,True,57.67920423098816,1.382924634070792
III,190,190,Patch,0,True,64.2915324039084,3.1592980836338485
III,190,190,Raw,0,True,77.87314998701852,1.7148078861809717
III,190,190,Trim,0,True,52.85179449461393,1.2640798879258273
III,191,191,Full,0,True,59.98976132823617,2.368828779899605
III,191,191,Global,0,True,67.86276130626521,1.4484053556267709
III,191,191,Huber,0,True,58.9959283987832,1.3425543313478785
III,191,191,Patch,0,True,69.13720834382804,3.0683602497736
III,191,191,Raw,0,True,80.42019560282348,1.4480043805406324
III,191,191,Trim,0,True,53.68951940399703,1.2204220869653175
III,192,192,Full,0,True,58.35503280504348,1.6485535377443044
III,192,192,Global,0,True,67.97945682659333,1.458559034984049
III,192,192,Huber,0,True,60.03744942701219,1.0201267137387784
III,192,192,Patch,0,True,67.30127125680369,2.543196289096875
III,192,192,Raw,0,True,80.41309481782845,1.4566466480053286
III,192,192,Trim,0,True,54.05224206299901,0.9530568481481684
III,193,193,Full,0,True,59.151357680898656,1.8336436790823645
III,193,193,Global,0,True,70.9981727772553,1.45204456218774
III,193,193,Huber,0,True,63.28151262884835,1.052403964749967
III,193,193,Patch,0,True,68.15256505752596,2.406452800437425
III,193,193,Raw,0,True,83.52900630800752,1.4533448235509083
III,193,193,Trim,0,True,54.8084015041667,0.9915145839685504
III,194,194,Full,0,True,56.07383466046846,1.3242252295205907
III,194,194,Global,0,True,72.90457757249489,1.502575714434626
III,194,194,Huber,0,True,65.89695898517616,1.0826493435095332
III,194,194,Patch,0,True,66.41018043000916,2.235707882671697
III,194,194,Raw,0,True,85.19928218380309,1.5022150987277985
III,194,194,Trim,0,True,56.67501720415346,0.9973630162554864
III,195,195,Full,0,True,58.4509115747587,1.446282576013416
III,195,195,Global,0,True,73.61453614390075,1.632488323223567
III,195,195,Huber,0,True,67.73343481447829,1.3429164008304786
III,195,195,Patch,0,True,66.37048907530033,2.3006301168503644
III,195,195,Raw,0,True,86.29329327505269,1.6326407893370671
III,195,195,Trim,0,True,56.65799488129777,1.0934337518145898
III,196,196,Full,0,True,57.94645621612756,1.3867963596448911
III,196,196,Global,0,True,76.21516546018762,1.742288611191385
III,196,196,Huber,0,True,69.68750300592647,1.566525766057547
III,196,196,Patch,0,True,68.26604461981687,2.432870080127512
III,196,196,Raw,0,True,88.65447096560838,1.7420647306487274
III,196,196,Trim,0,True,58.7709476030285,1.2027906181059
III,197,197,Full,0,True,59.35329539773437,1.60636124671513
III,197,197,Global,0,True,75.96056652000233,1.8186163914592808
III,197,197,Huber,0,True,70.42483190989503,1.6352647294481104
III,197,197,Patch,0,True,66.73719615410978,2.312077473290603
III,197,197,Raw,0,True,88.1544663399246,1.818227922168275
III,197,197,Trim,0,True,59.63838194392272,1.3251378871974573
III,198,198,Full,0,True,57.91195211331208,1.5425075355483524
III,198,198,Global,0,True,77.35790884193173,1.9211683910534016
III,198,198,Huber,0,True,71.2590741985663,1.7065961422692668
III,198,198,Patch,0,True,66.17436684411443,2.45279398214966
III,198,198,Raw,0,True,89.17881722528018,1.9206963085556483
III,198,198,Trim,0,True,61.17767722331557,1.375527489639396
III,199,199,Full,0,True,57.510158834745695,1.0240507390684013
III,199,199,Global,0,True,77.54447321689875,1.9398100789882144
III,199,199,Huber,0,True,71.39818196645035,1.6987446212081407
III,199,199,Patch,0,True,65.94521783171064,2.109702740833655
III,199,199,Raw,0,True,89.29772941106336,1.9376839040558564
III,199,199,Trim,0,True,61.143241079623785,1.3808966287011308
III,200,200,Full,0,True,55.88734544147135,0.9686577696064392
III,200,200,Global,0,True,78.3680794124651,2.1854050760317136
III,200,200,Huber,0,True,71.10873576484323,1.818294615988853
III,200,200,Patch,0,True,66.00388638139547,2.137770816315265
III,200,200,Raw,0,True,89.7162453872194,2.188864959903597
III,200,200,Trim,0,True,61.4982923282187,1.390656813850306
III,201,201,Full,0,True,56.31472316513851,1.1355772423347992
III,201,201,Global,0,True,79.09004318724723,2.1054991205972406
III,201,201,Huber,0,True,66.5994498450381,1.9778365700137963
III,201,201,Patch,0,True,65.23285374153429,1.900495337681539
III,201,201,Raw,0,True,90.05111426155443,2.1069302856043874
III,201,201,Trim,0,True,62.78918357878989,1.334033565218919
III,202,202,Full,0,True,51.06927591038425,1.5874687360000084
III,202,202,Global,0,True,76.91328549049015,1.8258091618451728
III,202,202,Huber,0,True,69.07720754312892,1.6682641704277397
III,202,202,Patch,0,True,61.69903934599606,2.202933158629858
III,202,202,Raw,0,True,87.64359650940675,1.8288760612570152
III,202,202,Trim,0,True,62.131338087269846,1.4813804705001128
III,203,203,Full,0,True,48.72990663147266,1.5589349457498631
III,203,203,Global,0,True,78.68407562918473,1.749263870363951
III,203,203,Huber,0,True,68.067395529323,1.351123513336346
III,203,203,Patch,0,True,59.91478498775663,1.9924657796808365
III,203,203,Raw,0,True,88.31207734181842,1.7498837174133597
III,203,203,Trim,0,True,60.73677084178331,1.2209014050228764
III,204,204,Full,1,True,50.57127018223423,1.7392179163059778
III,204,204,Global,1,True,78.12669736315962,1.6098703872552718
III,204,204,Huber,1,True,66.91382414051,1.4455254384755554
III,204,204,Patch,1,True,60.93134148946356,2.116023558976764
III,204,204,Raw,1,True,88.09374492581479,1.6101561410949787
III,204,204,Trim,1,True,60.37447007264669,1.364450707709845
III,205,205,Full,1,True,55.05633433527807,1.3887039485005042
III,205,205,Global,1,True,81.8325555698229,1.9242079811117625
III,205,205,Huber,1,True,68.85010551707194,1.4857902019611358
III,205,205,Patch,1,True,67.02699758298738,2.427268398538144
III,205,205,Raw,1,True,92.35178620125484,1.9232976528494528
III,205,205,Trim,1,True,59.92859123136691,1.3281939967330954
III,206,206,Full,1,True,58.63563950373885,1.358467257754504
III,206,206,Global,1,True,82.8649973967338,1.820105564162685
III,206,206,Huber,1,True,68.29854220964636,1.4553459880048718
III,206,206,Patch,1,True,66.26326544285416,1.848937441141172
III,206,206,Raw,1,True,93.79047038451354,1.8244214557369176
III,206,206,Trim,1,True,59.67655159763498,1.4385793279895698
III,207,207,Full,1,True,56.80121671790967,1.9304507530997523
III,207,207,Global,1,True,82.66226046409942,1.699572049650186
III,207,207,Huber,1,True,68.2339489636711,1.4436123682912043
III,207,207,Patch,1,True,66.21033644971338,2.1162929303675684
III,207,207,Raw,1,True,93.417691577717,1.700426681571489
III,207,207,Trim,1,True,60.03017048147507,1.4169417795398696
III,208,208,Full,1,True,51.52585809018126,1.9707198109602888
III,208,208,Global,1,True,81.06343764945093,1.523773635249818
III,208,208,Huber,1,True,66.7431466014507,1.4897677024175566
III,208,208,Patch,1,True,63.04167418346386,2.129805032239996
III,208,208,Raw,1,True,90.851873088811,1.525507074905177
III,208,208,Trim,1,True,59.18838114652753,1.2790379071364864
III,209,209,Full,1,True,51.95364214875445,2.224657206858279
III,209,209,Global,1,True,82.40115490368386,1.6176807528100174
III,209,209,Huber,1,True,66.40467291437271,1.3487580713948917
III,209,209,Patch,1,True,61.26015450513077,2.230642354258129
III,209,209,Raw,1,True,91.59372095486071,1.6209660351448982
III,209,209,Trim,1,True,59.1413704021071,1.2813838317145136
III,210,210,Full,1,True,53.94006602901702,2.501115649186189
III,210,210,Global,1,True,84.03279725449406,1.3123163435029477
III,210,210,Huber,1,True,67.5746669021862,1.4214018529454733
III,210,210,Patch,1,True,63.93484936217863,2.361660039214847
III,210,210,Raw,1,True,92.0614327860676,1.3100384827963418
III,210,210,Trim,1,True,60.45514065375195,1.3139585338259037
III,211,211,Full,1,True,49.438152291397074,2.5396676529364526
III,211,211,Global,1,True,81.65101491796493,1.163323408743706
III,211,211,Huber,1,True,65.44975462528114,1.2956485425233728
III,211,211,Patch,1,True,59.99373710905277,2.0783844207287654
III,211,211,Raw,1,True,88.85336716956355,1.1626325039751633
III,211,211,Trim,1,True,60.21457671833029,1.3024023360032784
III,212,212,Full,1,True,50.5975414688591,2.5960574636805105
III,212,212,Global,1,True,78.5351578823998,1.3898886334194287
III,212,212,Huber,1,True,65.43933905636074,1.3503102245107266
III,212,212,Patch,1,True,54.345257647534986,2.190556018026604
III,212,212,Raw,1,True,86.4312952418396,1.3876326042592646
III,212,212,Trim,1,True,60.17900137806037,1.1888068777536849
III,213,213,Full,1,True,52.23454451960263,3.1665132771524
III,213,213,Global,1,True,83.50076355942828,1.5939718887690524
III,213,213,Huber,1,True,66.91336340902174,1.3014887424527406
III,213,213,Patch,1,True,57.79630345215107,2.6617457980828463
III,213,213,Raw,1,True,90.49774271930896,1.596322173373778
III,213,213,Trim,1,True,61.96827445196986,1.2734380414160515
III,214,214,Full,1,True,49.12674700678319,2.748662875283748
III,214,214,Global,1,True,82.70251040955009,1.446276131796397
III,214,214,Huber,1,True,65.851786685901,1.273647780282978
III,214,214,Patch,1,True,53.80894125082926,2.2895674326559146
III,214,214,Raw,1,True,89.91068102374727,1.455514554031398
III,214,214,Trim,1,True,60.65344185279111,1.1739190502178254
III,215,215,Full,1,True,50.77433065493504,2.984653684666201
III,215,215,Global,1,True,83.89960579820841,1.46203165126703
III,215,215,Huber,1,True,66.6958142811397,1.359535363680343
III,215,215,Patch,1,True,57.43944995158216,2.5182424195626054
III,215,215,Raw,1,True,91.1200177933605,1.4650769764512717
III,215,215,Trim,1,True,61.23101254010161,1.2738160629260589
III,216,216,Full,1,True,48.74100336308549,2.826557619223406
III,216,216,Global,1,True,81.54104757156323,2.010939766958596
III,216,216,Huber,1,True,66.09013047824988,1.3674045456463793
III,216,216,Patch,1,True,56.57388069099374,2.6054743898592405
III,216,216,Raw,1,True,89.28562256181618,2.0113546998730234
III,216,216,Trim,1,True,61.52507788453409,1.2713465267484363
III,217,217,Full,1,True,46.61969572368835,2.52999853984953
III,217,217,Global,1,True,77.56738143614535,1.2609337732644488
III,217,217,Huber,1,True,63.708008303276735,1.2165321351925833
III,217,217,Patch,1,True,52.29020247245328,2.2407431760366485
III,217,217,Raw,1,True,86.25348337552204,1.2650081205722592
III,217,217,Trim,1,True,59.56141153155502,1.2640354955188184
III,218,218,Full,1,True,44.59824331412974,2.94754070805659
III,218,218,Global,1,True,76.05788280154178,1.3927891110506996
III,218,218,Huber,1,True,62.30989460800276,1.2415561452265165
III,218,218,Patch,1,True,51.69026661167448,2.5636881809208205
III,218,218,Raw,1,True,84.83445751278488,1.3945599800773834
III,218,218,Trim,1,True,58.0336881407457,1.0965792526906926
III,219,219,Full,1,True,39.57001848311258,2.496426805472123
III,219,219,Global,1,True,75.65886271042704,1.3054048120617376
III,219,219,Huber,1,True,61.13883370048786,1.1378396678121214
III,219,219,Patch,1,True,48.17664959670693,2.141824603820224
III,219,219,Raw,1,True,83.77045661988161,1.3036715858580985
III,219,219,Trim,1,True,58.90542934004966,1.23660745626762
III,220,220,Full,1,True,36.05170012879552,2.4592993158783094
III,220,220,Global,1,True,78.14625297444971,1.209294494402371
III,220,220,Huber,1,True,61.61187923252952,1.1718994161171752
III,220,220,Patch,1,True,48.44076803114513,2.301101076457113
III,220,220,Raw,1,True,85.57901883646726,1.2115824643551154
III,220,220,Trim,1,True,58.97559697937923,1.1416560584389863
III,221,221,Full,1,True,37.04328123281117,2.425501225228088
III,221,221,Global,1,True,76.26550345466332,0.9011416034526584
III,221,221,Huber,1,True,61.288791432014094,1.157056231375467
III,221,221,Patch,1,True,47.2394364861,1.852019526244522
III,221,221,Raw,1,True,83.34495378130475,0.8959793102400003
III,221,221,Trim,1,True,59.0079530670797,1.2401307266675896
III,222,222,Full,1,True,37.0309731857823,2.146210187977612
III,222,222,Global,1,True,76.28282010509743,1.1935324381949923
III,222,222,Huber,1,True,62.13557332926219,1.1924029139672556
III,222,222,Patch,1,True,48.02822191184801,2.08014997462627
III,222,222,Raw,1,True,82.9785266210142,1.1965573762998742
III,222,222,Trim,1,True,60.35672084376682,1.1719415506339208
III,223,223,Full,1,True,36.425059496879,1.772111645359217
III,223,223,Global,1,True,75.48847867501577,1.081260657481747
III,223,223,Huber,1,True,62.720759802942005,1.237251944243577
III,223,223,Patch,1,True,51.84411270293287,1.99797178608854
III,223,223,Raw,1,True,82.82845363981978,1.0812606574817565
III,223,223,Trim,1,True,60.22504993172786,1.3141693337466271
III,224,224,Full,1,True,36.21248670773925,1.8058238557099813
III,224,224,Global,1,True,76.98969609841032,1.2430761930637977
III,224,224,Huber,1,True,61.35964509488413,1.335166239401116
III,224,224,Patch,1,True,53.71094994950848,1.9659892120741047
III,224,224,Raw,1,True,84.32970060517214,1.2446848062705522
III,224,224,Trim,1,True,58.84495566404986,1.318440872422911
III,225,225,Full,1,True,40.69014908214042,1.345677264642201
III,225,225,Global,1,True,83.36256683698741,1.2454406121956645
III,225,225,Huber,1,True,61.81738776471836,1.3615760477457934
III,225,225,Patch,1,True,60.091493926479714,1.6651263425237572
III,225,225,Raw,1,True,90.7284454132755,1.2454401177091567
III,225,225,Trim,1,True,58.46579900769368,1.271960683423121
III,226,226,Full,1,True,39.27994926245522,1.5213712925756415
III,226,226,Global,1,True,82.61825797875703,1.6978135400602223
III,226,226,Huber,1,True,62.9345858760508,1.5219630896998635
III,226,226,Patch,1,True,58.1357797837228,2.1855235256117367
III,226,226,Raw,1,True,90.49153240204026,1.7003612502485297
III,226,226,Trim,1,True,59.60221506278316,1.4568666988205143
III,227,227,Full,1,True,37.37125182862138,1.6858091066353524
III,227,227,Global,1,True,78.25733783792732,1.3473971457317833
III,227,227,Huber,1,True,61.48997489443958,1.340519385805559
III,227,227,Patch,1,True,57.37445225121191,2.072134794486132
III,227,227,Raw,1,True,86.87755279787987,1.347296130671869
III,227,227,Trim,1,True,58.54798710011969,1.3390298773003018
III,228,228,Full,1,True,35.5202488470734,2.174248442131568
III,228,228,Global,1,True,70.94742655878403,1.7411876050010764
III,228,228,Huber,1,True,60.848079933509794,1.5119435784948938
III,228,228,Patch,1,True,53.66774669232501,2.411592716248962
III,228,228,Raw,1,True,79.37192203933456,1.7414427915686663
III,228,228,Trim,1,True,59.36940689127728,1.4549470607751354
III,229,229,Full,1,True,32.87397655838639,2.338579684639928
III,229,229,Global,1,True,68.96165481466937,1.519916745983705
III,229,229,Huber,1,True,59.17902531252435,1.4603011799319765
III,229,229,Patch,1,True,53.7824108154512,2.428820056894639
III,229,229,Raw,1,True,77.17164641487926,1.5243553033245614
III,229,229,Trim,1,True,58.17973504274169,1.4270628648519632
III,230,230,Full,1,True,38.15839436979672,2.432300485559124
III,230,230,Global,1,True,73.7744034622136,1.707712190653808
III,230,230,Huber,1,True,60.87169899443805,1.503083629615647
III,230,230,Patch,1,True,61.52510797777863,2.489666314586751
III,230,230,Raw,1,True,81.59425350767629,1.7107883019671188
III,230,230,Trim,1,True,59.79334638802853,1.430509513412805
III,231,231,Full,1,True,40.87498262649221,2.671308472406266
III,231,231,Global,1,True,74.9677887781112,1.7797519072352204
III,231,231,Huber,1,True,60.964601778645005,1.424007614825766
III,231,231,Patch,1,True,61.68719627906973,2.5954721028180674
III,231,231,Raw,1,True,82.83644231895478,1.7801293631728907
III,231,231,Trim,1,True,59.641239766865695,1.314479433415657
III,232,232,Full,1,True,43.828277795905095,3.02418822171133
III,232,232,Global,1,True,75.80293936712225,2.118470465366053
III,232,232,Huber,1,True,59.48922680160211,1.4844400887088958
III,232,232,Patch,1,True,64.84704467390885,2.998233809320055
III,232,232,Raw,1,True,83.13269310754828,2.1202588642120346
III,232,232,Trim,1,True,57.38126399588307,1.3535938810449428
III,233,233,Full,1,True,40.16858603284906,2.931717266667106
III,233,233,Global,1,True,75.79469435363023,1.8431250660366163
III,233,233,Huber,1,True,58.98624654763654,1.4939675001290886
III,233,233,Patch,1,True,62.53358498556175,2.4502200708841744
III,233,233,Raw,1,True,83.2260859540045,1.8442383316834343
III,233,233,Trim,1,True,57.044267961865536,1.3588213957791044
III,234,234,Full,1,True,37.600760021759726,2.7503786382627866
III,234,234,Global,1,True,80.68219239032906,1.8627421268595905
III,234,234,Huber,1,True,61.44718033644174,1.6891410677875638
III,234,234,Patch,1,True,61.101316839936366,2.097797815105661
III,234,234,Raw,1,True,89.76411850840393,1.8712964506587504
III,234,234,Trim,1,True,57.759793307565175,1.5212114605609235
III,235,235,Full,1,True,44.86926127062111,2.908498970898694
III,235,235,Global,1,True,82.38009341227507,2.2225925644675533
III,235,235,Huber,1,True,61.10258543747564,1.572970483922836
III,235,235,Patch,1,True,64.46999610275329,2.570338644110846
III,235,235,Raw,1,True,90.48843687558096,2.220024484677801
III,235,235,Trim,1,True,57.65373986821694,1.4467035347810435
III,236,236,Full,1,True,44.70115605666006,2.900629650762543
III,236,236,Global,1,True,82.70188163792395,2.4024048785257213
III,236,236,Huber,1,True,62.88175635971929,1.7019345811478066
III,236,236,Patch,1,True,63.170200721189104,2.494300121692058
III,236,236,Raw,1,True,90.74508806737111,2.404037570503569
III,236,236,Trim,1,True,59.77390274281464,1.4551047277308429
III,237,237,Full,1,True,47.690956082083005,2.682200371884368
III,237,237,Global,1,True,86.48012524927375,2.287351245556088
III,237,237,Huber,1,True,62.55684747883268,1.5051047787177958
III,237,237,Patch,1,True,66.12057259687637,2.0277969178893005
III,237,237,Raw,1,True,94.28788811852608,2.288298978406313
III,237,237,Trim,1,True,58.93899563635377,1.368181282869502
III,238,238,Full,1,True,46.09822363490468,2.266653142243172
III,238,238,Global,1,True,84.76144091437423,2.432416573337194
III,238,238,Huber,1,True,61.85718446238779,1.706244265913947
III,238,238,Patch,1,True,66.17973937981512,2.1460334334337383
III,238,238,Raw,1,True,92.77417058547732,2.455819935066874
III,238,238,Trim,1,True,59.02953823622662,1.5764479490027492
III,239,239,Full,1,True,48.879767339288286,2.2821913994686547
III,239,239,Global,1,True,83.96119674910584,2.522245194004098
III,239,239,Huber,1,True,59.28621918180024,1.6765047209904351
III,239,239,Patch,1,True,65.99279569080555,2.3725016599276816
III,239,239,Raw,1,True,91.85582316811684,2.522609037721604
III,239,239,Trim,1,True,55.2323426654044,1.5148121915552115
III,240,240,Full,1,True,53.64743651734655,2.4239920821141605
III,240,240,Global,1,True,88.36794747348961,2.80860577205308
III,240,240,Huber,1,True,59.4290899178696,1.7149410116953374
III,240,240,Patch,1,True,72.30643139750445,2.5633272578952533
III,240,240,Raw,1,True,96.67019055154488,2.805605066691518
III,240,240,Trim,1,True,55.31968101600272,1.54720882271792
III,241,241,Full,1,True,58.70161506935036,2.473860992436054
III,241,241,Global,1,True,95.19410597897934,2.8812735041744624
III,241,241,Huber,1,True,62.30261104083053,1.806339142240123
III,241,241,Patch,1,True,74.77067040868226,2.570726087884949
III,241,241,Raw,1,True,103.17459857574772,2.880105332566945
III,241,241,Trim,1,True,58.005867228263305,1.554509312610502
III,242,242,Full,1,True,64.55241013934068,2.658615082108692
III,242,242,Global,1,True,96.04848462538573,3.302073654528314
III,242,242,Huber,1,True,63.3420540400394,1.824188808048539
III,242,242,Patch,1,True,77.4224879669958,2.760341343038488
III,242,242,Raw,1,True,103.834100090354,3.304047512621624
III,242,242,Trim,1,True,59.30984839674717,1.649303433250226
