geometry,dtype,mag,unit,rep,kind,form,grad_gt,et_mm,eR_deg,J0,Jstar,dJ,on_bound,n_obs,condition
GA,CTRL_random_noise,2.0,mm,11,p2l,ls,1.9988170370026747e-05,0.39026240977799037,0.009461156194280625,7.91999622650627e-06,7.919277793967506e-06,7.184325387644107e-10,0,32274,unstructured_noise
GA,CTRL_random_noise,2.0,mm,12,p2p,ls,7.303852293696599e-05,0.03190217320036285,0.0019657661003977095,2.2751600068806947e-05,2.2749698210787708e-05,1.9018580192391892e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,12,p2p,huber,3.651952701299187e-05,0.03190217320036285,0.0019657661003977095,1.1375800034403473e-05,2.2749698210787708e-05,-1.1373898176384234e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,12,p2p,trim,,0.03791968393269483,0.0017677053273202623,1.5980008782407472e-05,1.5977882824104405e-05,2.1259583030674176e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,12,p2l,ls,5.5389970422915535e-05,0.06917199248071963,0.0039913998892909044,7.935358240288441e-06,7.933840469395073e-06,1.5177708933688128e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,13,p2p,ls,5.841655677835111e-05,0.03653148854019548,0.0034417445985821813,2.287095723045117e-05,2.2868025052747673e-05,2.9321777034978637e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,13,p2p,huber,2.9208278389175308e-05,0.03653148854019548,0.0034417445985821813,1.1435478615225584e-05,2.2868025052747673e-05,-1.1432546437522089e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,13,p2p,trim,,0.032771141010299654,0.002762411389422442,1.5992625416690454e-05,1.5990893045651736e-05,1.7323710387180094e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,13,p2l,ls,4.414169358823175e-05,0.05533013866317453,0.004887562061872008,7.988826804794108e-06,7.987559482014123e-06,1.2673227799845033e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,14,p2p,ls,4.852739613644687e-05,0.022889878862141735,0.004272245425747122,2.2848223471845435e-05,2.2846104489009074e-05,2.118982836361161e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,2.0,mm,14,p2p,huber,2.426369806822276e-05,0.022889878862141735,0.004272245425747122,1.1424111735922717e-05,2.2846104489009074e-05,-1.1421992753086356e-05,0,32274,unstructured_noise
GA,CTRL_random_noise,2.0,mm,14,p2p,trim,,0.017170254327210494,0.003318769371628593,1.5938687259931103e-05,1.593748048551471e-05,1.206774416391543e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,2.0,mm,14,p2l,ls,3.7234653717454466e-05,0.107881093659322,0.010907320418337554,8.062422101300969e-06,8.061463691988687e-06,9.58409312282283e-10,0,32274,unstructured_noise
GA,CTRL_random_noise,2.0,mm,15,p2p,ls,3.6901235386561e-05,0.02668584588570756,0.0031025165557975122,2.29333993957737e-05,2.2931718863218048e-05,1.680532555650672e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,15,p2p,huber,1.84506176932803e-05,0.02668584588570756,0.0031025165557975122,1.1466699697886848e-05,2.2931718863218048e-05,-1.14650191653312e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,15,p2p,trim,,0.03375173561449723,0.004572247662783702,1.6067597129262175e-05,1.6064781438418535e-05,2.815690843639896e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,15,p2l,ls,2.372097495241362e-05,0.023902684275824586,0.0037712849370744378,8.03943645969135e-06,8.038873087086652e-06,5.633726046978295e-10,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,16,p2p,ls,4.3315339658676776e-05,0.018486273141285394,0.0038434922854014755,2.2889955340061407e-05,2.2888538507153384e-05,1.4168329080224609e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,16,p2p,huber,2.1657669829338686e-05,0.018486273141285394,0.0038434922854014755,1.1444977670030703e-05,2.2888538507153384e-05,-1.1443560837122681e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,16,p2p,trim,,0.021566052763374047,0.002812662342838617,1.6073914798879382e-05,1.6072913964640144e-05,1.0008342392384508e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,16,p2l,ls,2.3628190963917627e-05,0.017253864323783393,0.011128209582748294,8.030062620229707e-06,8.02747035428737e-06,2.592265942336842e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,17,p2p,ls,7.573570901755627e-05,0.02923209200225319,0.004088457917554654,2.2898949502796226e-05,2.2894054610646583e-05,4.8948921496430316e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,2.0,mm,17,p2p,huber,3.786767036840639e-05,0.02923209200225319,0.004088457917554654,1.1449474751398113e-05,2.2894054610646583e-05,-1.144457985924847e-05,0,32274,unstructured_noise
GA,CTRL_random_noise,2.0,mm,17,p2p,trim,,0.02559784216365359,0.005151014209690822,1.6024575292664212e-05,1.6017292019233717e-05,7.283273430494871e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,2.0,mm,17,p2l,ls,5.1423464900117384e-05,0.35344059557464563,0.0068983952301650145,7.906436395245034e-06,7.903919719991288e-06,2.5166752537465146e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,2.0,mm,18,p2p,ls,1.454197926229779e-05,0.014230269372663109,0.0012438264437438496,2.3091322759095244e-05,2.3090969903275604e-05,3.528558196396966e-10,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,18,p2p,huber,7.270989631148908e-06,0.014230269372663109,0.0012438264437438496,1.1545661379547622e-05,2.3090969903275604e-05,-1.1545308523727982e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,18,p2p,trim,,0.027176596874524606,0.001989129061549307,1.6222382776062506e-05,1.6221442203703816e-05,9.405723586901479e-10,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,18,p2l,ls,1.253382772680578e-05,0.04036626861341432,0.0028511879423784334,8.126240335806274e-06,8.125738656620054e-06,5.016791862202865e-10,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,19,p2p,ls,4.3408894154522256e-05,0.014541357968200693,0.0014172288895495035,2.292689134495325e-05,2.2926240816657645e-05,6.505282956059807e-10,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,19,p2p,huber,2.1704529273179253e-05,0.014541357968200693,0.0014172288895495035,1.1463445672476622e-05,2.2926240816657645e-05,-1.1462795144181023e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,19,p2p,trim,,0.033656533701450914,0.0013367132777366984,1.60733171869979e-05,1.6072026175708595e-05,1.2910112893040982e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,2.0,mm,19,p2l,ls,3.522878195884989e-05,0.04430836541665422,0.005932506285316815,7.95135653829904e-06,7.950509286226183e-06,8.472520728566342e-10,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,0,p2p,ls,8.036491675345049e-05,0.07630877512114477,0.002793817005717501,5.608543324060426e-05,5.60805953656748e-05,4.837874929460582e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,0,p2p,huber,4.017395542041284e-05,0.07603419465413283,0.0028450991543619787,2.803725528885243e-05,5.6013362717638294e-05,-2.7976107428785863e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,0,p2p,trim,,0.07449604339837143,0.002686940886656306,3.8631682391628376e-05,3.8627330352471156e-05,4.352039157220003e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,0,p2l,ls,6.165359798369021e-05,0.089195533711543,0.020880024100631427,2.8921467908457422e-05,2.893100578732072e-05,-9.53787886329857e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,1,p2p,ls,5.0503959953840296e-05,0.05378456089134575,0.0022981791061208456,5.5959016170165756e-05,5.595567979798387e-05,3.336372181884917e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,1,p2p,huber,2.476167615437914e-05,0.0536035405597018,0.0023066834008283305,2.7975701253151822e-05,5.590756742122847e-05,-2.793186616807665e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,1,p2p,trim,,0.030326825897019183,0.003859153070326095,3.8674499917525944e-05,3.867172255697906e-05,2.7773605468819863e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,1,p2l,ls,5.258288393959854e-05,0.0847154907988629,0.008904966911560752,2.8606121910054012e-05,2.860297524018286e-05,3.1466698711537047e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,2,p2p,ls,8.727243471156941e-05,0.05185554058358289,0.0018721041691937379,5.5822575825042e-05,5.581950040796846e-05,3.075417073539503e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,2,p2p,huber,4.3571546728925824e-05,0.05192806033457373,0.0018879099122836407,2.7908402829878257e-05,5.5777524175234743e-05,-2.7869121345356486e-05,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,2,p2p,trim,,0.04204694952945915,0.0033698729901445595,3.8668636661162215e-05,3.866451779742434e-05,4.11886373787837e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,2,p2l,ls,6.939453473695508e-05,0.6490878192914937,0.014424136465409697,2.8616940264034555e-05,2.86095843824935e-05,7.3558815410554985e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,3,p2p,ls,0.00010137729951331652,0.0830790056097893,0.003972840476638012,5.6493991332973646e-05,5.648747530287504e-05,6.516030098608803e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,3,p2p,huber,4.9904305080799845e-05,0.08267362009527247,0.003973147020543169,2.824281907052574e-05,5.6430308986857496e-05,-2.8187489916331756e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,3,p2p,trim,,0.08312391649779041,0.004807632822970083,3.89021864026997e-05,3.8892396763809964e-05,9.789638889736319e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,3,p2l,ls,6.966817730070236e-05,0.05369593799048795,0.010422045504391268,2.908758240035452e-05,2.9075539162935905e-05,1.204323741861563e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,4,p2p,ls,6.332320410824703e-05,0.07262839921010304,0.0026939645822354535,5.579888828520751e-05,5.5793454733637836e-05,5.433551569676489e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,4,p2p,huber,3.105124127337533e-05,0.07261961700662119,0.0026922582528968366,2.7894387692459158e-05,5.573341000413348e-05,-2.783902231167432e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,4,p2p,trim,,0.08684434853835453,0.0024467488809134966,3.851331581463057e-05,3.8506746039530154e-05,6.569775100418525e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,4,p2l,ls,7.184659134541585e-05,0.06677661851488466,0.015610872718401886,2.8540600739136697e-05,2.8533889881839728e-05,6.710857296969087e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,5,p2p,ls,6.49034690334117e-05,0.03635398630657813,0.002695726799928381,5.622049465427632e-05,5.621771264620894e-05,2.782008067382484e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,5,p2p,huber,3.232574206577174e-05,0.03690929731772702,0.002733545768550759,2.810632040431437e-05,5.6172090854408934e-05,-2.8065770450094564e-05,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,5,p2p,trim,,0.03682318618474514,0.005156386524588005,3.885854506393555e-05,3.885171646349647e-05,6.828600439075694e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,5,p2l,ls,4.6667363210916474e-05,0.5088403580992574,0.008355562950672368,2.890989325142775e-05,2.8907831126566315e-05,2.062124861435666e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,6,p2p,ls,9.72844453157297e-05,0.0764979676432807,0.0065093083933823554,5.568591294703384e-05,5.5677787135572416e-05,8.125811461425121e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,6,p2p,huber,4.85009852951422e-05,0.07660563011387424,0.0064879208537707575,2.784018653220697e-05,5.564364216864352e-05,-2.780345563643655e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,6,p2p,trim,,0.04721707021721232,0.004079818795228603,3.8572988729033294e-05,3.85704208841189e-05,2.5678449143911415e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,6,p2l,ls,6.124872572642361e-05,0.07477250518120573,0.01229638221441493,2.851566446576964e-05,2.851319032398389e-05,2.4741417857472364e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,7,p2p,ls,0.00014327314548072317,0.0978661376058342,0.002938629781877749,5.629901469449055e-05,5.62884212258061e-05,1.0593468684448333e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,7,p2p,huber,7.142047631727923e-05,0.09761166238827486,0.00293445112073093,2.814672588149851e-05,5.624533020394386e-05,-2.809860432244535e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,7,p2p,trim,,0.1633772951208538,0.005721511584050755,3.871686928281847e-05,3.8693282776007244e-05,2.358650681122637e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,7,p2l,ls,0.00012316021760461863,0.16826400215951576,0.010711899247978978,2.8957150014266218e-05,2.8942060488464723e-05,1.508952580149485e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,8,p2p,ls,0.0001603049416936436,0.13619681075025863,0.0073948795759529685,5.5756509454862526e-05,5.573851366877138e-05,1.7995786091147775e-08,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,8,p2p,huber,7.841637494498869e-05,0.1359937337172999,0.00735167071503932,2.787413724831301e-05,5.568504490777035e-05,-2.7810907659457343e-05,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,8,p2p,trim,,0.1001215552740661,0.009997991641640497,3.850952623838691e-05,3.849601036038994e-05,1.3515877996972024e-08,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,8,p2l,ls,0.00013357736746999496,0.34512677746545545,0.008746924712374992,2.847307166353383e-05,2.8466417342112635e-05,6.654321421195684e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,9,p2p,ls,9.572945878577695e-05,0.06607224179913061,0.008621241083519533,5.6204378996313614e-05,5.619562983164927e-05,8.749164664342824e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,9,p2p,huber,4.694509889152435e-05,0.06573251749750128,0.008597015353159298,2.8097436319337088e-05,5.613209069331647e-05,-2.803465437397938e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,9,p2p,trim,,0.031135194027723065,0.006770247455454327,3.8756649665909326e-05,3.875204638940454e-05,4.6032765047828795e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,9,p2l,ls,7.633739878904525e-05,0.05471699315816564,0.01707296431682763,2.8874011818717512e-05,2.8865879741317794e-05,8.132077399717572e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,10,p2p,ls,9.398841892589024e-05,0.036868161866091584,0.004874118745359032,5.614282613731686e-05,5.613649690884315e-05,6.329228473706547e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,10,p2p,huber,4.635877176067697e-05,0.03621687436888988,0.0048005374533577365,2.8066928213630624e-05,5.608401165931098e-05,-2.8017083445680358e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,10,p2p,trim,,0.04437481815151552,0.005766585829085765,3.894251558008859e-05,3.8934969209367504e-05,7.546370721088253e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,10,p2l,ls,6.916098492275019e-05,0.10249062863088487,0.009110641958066155,2.8786709788049996e-05,2.87869208826286e-05,-2.1109457860505427e-10,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,11,p2p,ls,7.029789639618701e-05,0.07818196824976176,0.0020493374313049696,5.574720219862348e-05,5.574128180057667e-05,5.920398046810327e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,11,p2p,huber,3.4739125086704355e-05,0.07854450223496644,0.0020440946001835567,2.787067175613847e-05,5.5695784499707425e-05,-2.7825112743568955e-05,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,11,p2p,trim,,0.07667465479868008,0.0024318102707604466,3.846168206338425e-05,3.845532260888983e-05,6.3594544944217506e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,11,p2l,ls,5.804818814374918e-05,0.8844726259513636,0.017316986960135346,2.85768118421786e-05,2.8566495633430833e-05,1.0316208747765832e-08,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,12,p2p,ls,9.665564103119166e-05,0.04569689530069195,0.0019622355835614315,5.536276462619317e-05,5.536021311860316e-05,2.551507590007728e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,12,p2p,huber,4.766550973506253e-05,0.044759399854837074,0.001956082885290855,2.7677512415690455e-05,5.531035814856322e-05,-2.7632845732872764e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,12,p2p,trim,,0.05557636021471837,0.004141205947918823,3.8153422528791386e-05,3.814879035341353e-05,4.632175377857438e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,12,p2l,ls,5.89540552216387e-05,0.11556236282717085,0.016401011332191177,2.822667767475328e-05,2.8221022451090333e-05,5.65522366294526e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,13,p2p,ls,6.187845049528431e-05,0.03340018935078511,0.004368867915283194,5.567909115303054e-05,5.5675584490146785e-05,3.506662883753385e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,13,p2p,huber,3.071751853716101e-05,0.033263025358316246,0.00436290615397515,2.7836024100167512e-05,5.563158773080795e-05,-2.7795563630640435e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,13,p2p,trim,,0.06840613902600891,0.006518492969911673,3.854577439104027e-05,3.853993424756501e-05,5.840143475260493e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,13,p2l,ls,4.937862333076275e-05,0.0860887926386531,0.007267768395819397,2.849633066328773e-05,2.849319980793988e-05,3.130855347848301e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,14,p2p,ls,0.00017036805060773912,0.12212892383547477,0.003915472634982362,5.610463013520032e-05,5.609126549902041e-05,1.336463617991466e-08,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,14,p2p,huber,8.533065080165192e-05,0.12230139371905552,0.003914491252918467,2.804733643680413e-05,5.603546069579591e-05,-2.7988124258991782e-05,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,14,p2p,trim,,0.09938697531271308,0.006506807395611798,3.8710132498926904e-05,3.8698232594882226e-05,1.1899904044677934e-08,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,14,p2l,ls,0.00015727917268069805,0.19514013171210895,0.015848936842216957,2.8762975641342103e-05,2.874916427296597e-05,1.381136837613295e-08,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,15,p2p,ls,0.00011102359833465096,0.08342683437031559,0.004988957251907726,5.656062941688004e-05,5.6553559744326734e-05,7.069672553305212e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,15,p2p,huber,5.544006703190567e-05,0.08409226684707588,0.00495714168069557,2.8275648907174267e-05,5.649538220923443e-05,-2.8219733302060162e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,15,p2p,trim,,0.06105712363417764,0.002653049849637436,3.8976424957654014e-05,3.897254845096106e-05,3.876506692957003e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,15,p2l,ls,8.644242491479191e-05,0.0549710408285151,0.021706667692648934,2.924847478707099e-05,2.9241308288208337e-05,7.166498862652161e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,16,p2p,ls,0.00010789233118846198,0.10359476338406619,0.0047623085336312146,5.621349745315002e-05,5.620374887898693e-05,9.748574163091436e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,16,p2p,huber,5.328665011095252e-05,0.10330939226677238,0.004778352278718985,2.8103411294532058e-05,5.6157280946939254e-05,-2.8053869652407196e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,16,p2p,trim,,0.05365748560418079,0.006029894855925786,3.874755797525044e-05,3.874043322493058e-05,7.124750319864733e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,16,p2l,ls,7.33534549380017e-05,0.05593505787951865,0.009408513000232982,2.884432228959863e-05,2.8839980277074476e-05,4.342012524155466e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,17,p2p,ls,0.00012069788626165465,0.07604480184733105,0.004054274107692694,5.5730560557466564e-05,5.5721530598823725e-05,9.029958642838584e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,17,p2p,huber,5.994960126883285e-05,0.07586468971455824,0.0040631939037676056,2.7862804956081102e-05,5.568188331928962e-05,-2.7819078363208516e-05,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,17,p2p,trim,,0.09593511151105569,0.003254591139922352,3.838686355082328e-05,3.837790292028278e-05,8.960630540497604e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,17,p2l,ls,0.0001047953386899696,0.18403963637940407,0.004608476603095101,2.8514512254403705e-05,2.8509382470134022e-05,5.129784269683224e-09,0,32274,unstructured_noise
GA,CTRL_random_noise,5.0,mm,18,p2p,ls,7.90622783082543e-05,0.031219546456851082,0.004853815192855169,5.6193373308709136e-05,5.6188007471377715e-05,5.3658373314207394e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,18,p2p,huber,3.916239979563757e-05,0.03045344745659861,0.0048258261211556,2.8091417165370413e-05,5.612059294998188e-05,-2.8029175784611465e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,18,p2p,trim,,0.04711208847983206,0.005034933070493306,3.8685761487508066e-05,3.8677958973667324e-05,7.802513840742312e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,18,p2l,ls,5.8760112198351047e-05,0.11000590665615201,0.005202070691853525,2.8916140953975108e-05,2.8909769723633427e-05,6.371230341680053e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,19,p2p,ls,5.2649052361666e-05,0.05115896849938795,0.0025655781110453897,5.6083816622293656e-05,5.607992651923508e-05,3.890103058574307e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,19,p2p,huber,2.5946720407834958e-05,0.05044959829465773,0.0025588970523145052,2.8038049407751943e-05,5.602888885453574e-05,-2.7990839446783794e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,19,p2p,trim,,0.026407310257553954,0.0028642481159386387,3.877690710339668e-05,3.877490254776784e-05,2.004555628841334e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,5.0,mm,19,p2l,ls,5.9470528399432375e-05,0.08257412067825888,0.0072305830470016964,2.869950919227272e-05,2.869411776573083e-05,5.391426541892725e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,0,p2p,ls,0.00018902903724688508,0.12404102845553518,0.004953019744980065,0.00013173286670537041,0.0001317176272435333,1.523946183712454e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,0,p2p,huber,8.61528583923295e-05,0.11233304952814958,0.004522500519670915,6.432617800336268e-05,0.00012346876678264728,-5.91425887792846e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,0,p2p,trim,,0.03938612026240762,0.005235824139440971,7.350205966992581e-05,7.34938721182065e-05,8.187551719303376e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,0,p2l,ls,0.00012749741098654887,0.3566033739524086,0.04282813753048895,0.00010134264880155281,0.00010127977873785377,6.287006369903956e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,1,p2p,ls,6.664490455013669e-05,0.06428709423976138,0.004288165739268152,0.00013329363166648267,0.00013328590679429446,7.72487218820856e-09,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,1,p2p,huber,2.929821151937255e-05,0.07107740046797821,0.004129611430075536,6.50258174319488e-05,0.00012469504552425336,-5.9669228092304566e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,1,p2p,trim,,0.11744779420251199,0.003917807716387573,7.407128685941207e-05,7.40563962019448e-05,1.4890657467269905e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,1,p2l,ls,8.968046172111803e-05,0.10191182648083316,0.04452846692501242,0.00010274369546709106,0.00010271672244766884,2.6973019422225995e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,2,p2p,ls,0.00018714971440455164,0.1374414200634346,0.0025871513048475424,0.0001340265989161504,0.00013401085969695222,1.5739219198188537e-08,0,32274,unstructured_noise
GA,CTRL_random_noise,10.0,mm,2,p2p,huber,9.413498462181623e-05,0.15063428648748733,0.0025416122517697716,6.523467687480522e-05,0.0001248484152977506,-5.961373842294539e-05,0,32274,unstructured_noise
GA,CTRL_random_noise,10.0,mm,2,p2p,trim,,0.1937644348409948,0.004797382168317167,7.375096632944066e-05,7.372685635404381e-05,2.410997539685673e-08,0,32274,unstructured_noise
GA,CTRL_random_noise,10.0,mm,2,p2l,ls,0.0001391837705390874,2.0404776632331916,0.02580090972987415,0.00010349416067070455,0.00010343851248657342,5.564818413112348e-08,0,32274,unstructured_noise
GA,CTRL_random_noise,10.0,mm,3,p2p,ls,0.0002927184550876365,0.22165989643631914,0.010098481670260678,0.000132515159307969,0.00013247564675408628,3.951255388273656e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,3,p2p,huber,0.00013463165758587997,0.21977610431619482,0.01154032465400849,6.465749921251826e-05,0.0001239860582673792,-5.932855905486094e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,3,p2p,trim,,0.27075896627985274,0.01735678005938503,7.36705528703162e-05,7.362254006123902e-05,4.8012809077173585e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,3,p2l,ls,0.0002451573620593846,0.2798258767429205,0.01374503821737312,0.00010227038773144554,0.00010224446780890363,2.59199225419106e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,4,p2p,ls,0.0002244412223935823,0.35675049530669095,0.0066350698960266265,0.0001337484917553891,0.00013369070587392659,5.7785881462502466e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,4,p2p,huber,9.979477091331048e-05,0.26662564058789967,0.004492530456494599,6.518247713787051e-05,0.0001247911997051021,-5.9608722567231596e-05,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,4,p2p,trim,,0.1330427091715118,0.0025510970619543206,7.367296912889657e-05,7.365956729101308e-05,1.3401837883485375e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,4,p2l,ls,0.00016497247043033351,0.44782896552052526,0.03951727441328807,0.00010349932111227542,0.00010344814367101965,5.117744125577033e-08,0,38358,unstructured_noise
GA,CTRL_random_noise,10.0,mm,5,p2p,ls,0.0002591457571379116,0.16594406967452818,0.0009133699332190148,0.0001336258488839984,0.0001336033046095759,2.254427442248191e-08,0,32274,unstructured_noise
GA,CTRL_random_noise,10.0,mm,5,p2p,huber,0.00011142650714100115,0.15025204363809838,0.0012128088232748154,6.524475214728325e-05,0.00012519403539352995,-5.994928324624671e-05,0,32274,unstructured_noise
