scan,fold,eR_deg_Huber,eR_deg_PatchFullFit,eR_deg_PatchHuberOOF,eR_deg_PatchOOF,eR_deg_Raw,et_mm_Huber,et_mm_PatchFullFit,et_mm_PatchHuberOOF,et_mm_PatchOOF,et_mm_Raw,iters_Huber,iters_PatchFullFit,iters_PatchHuberOOF,iters_PatchOOF,iters_Raw,on_bound_Huber,on_bound_PatchFullFit,on_bound_PatchHuberOOF,on_bound_PatchOOF,on_bound_Raw,benefit_oof,benefit_fullfit,benefit_ph,rot_change_oof,oof_minus_fullfit_error
287,3,3.939393942947075,4.253373808742959,3.5619363122071905,4.247432495457079,4.397638785172063,158.0850038561238,118.11070342453256,102.55373523286843,119.53943734244903,171.05809752922448,40.0,31.0,40.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,51.51866018677545,52.947394104691924,55.53126862325536,0.1502062897149843,1.4287339179164746
288,3,4.25922292998582,3.2020808347754715,2.85468446653213,3.1701061657410743,3.873459707786736,157.014585252346,119.03756166459569,104.23085002468328,120.37734705208229,171.48020920575064,14.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,51.102862153668354,52.442647541154955,52.78373522766272,0.7033535420456616,1.3397853874866001
289,3,3.005169187141897,3.450497511078385,2.519736074966094,3.3157537429538686,4.069751279660671,157.4859362768606,119.52419944039065,101.67916689022444,119.62304889161972,173.00843258092084,40.0,38.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,53.38538368930112,53.48423314053019,55.80676938663616,0.7539975367068021,0.0988494512290714
290,3,4.277068544085089,3.7230592372169458,3.6299230500536654,3.709631010054173,4.8036604273259,162.1776402637298,123.60720713024126,110.28606211749944,125.22337176981368,176.14123755856463,40.0,28.0,40.0,26.0,31.0,0.0,0.0,0.0,0.0,0.0,50.917865788750944,52.53403042832336,51.89157814623037,1.0940294172717269,1.6161646395724176
291,3,4.851516622489505,4.485377453104481,4.701901110236304,4.516072350281416,5.158034084039303,159.07139636722283,122.60949465548526,110.27656273277472,123.75853281933652,174.27115266137977,25.0,40.0,40.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,50.51261984204325,51.66165800589451,48.79483363444811,0.6419617337578876,1.1490381638512588
292,3,3.483306189313382,3.020315489449411,3.389345522919903,3.0150339308984786,3.745568680862332,151.24927204669484,115.5858894709985,104.9302051189313,116.98228799918952,165.91727412863062,40.0,40.0,40.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0,48.9349861294411,50.33138465763213,46.319066927763544,0.7305347499638533,1.3963985281910283
293,3,4.018348608539498,4.216906066055772,4.126656315363608,4.135277134297331,4.167686565128917,148.56935932869794,112.2042199933669,105.62235884982158,113.5429229048322,159.2311359614502,40.0,33.0,40.0,37.0,28.0,0.0,0.0,0.0,0.0,0.0,45.68821305661801,47.0269159680833,42.94700047887636,0.03240943083158587,1.3387029114652904
294,3,2.738995947872291,4.157174486838262,3.617812048477063,4.064842510367017,3.1332934107359525,141.96583576127173,109.6361057165285,97.32882703893364,110.6535499484974,154.2334710388763,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,43.5799210903789,44.5973653223478,44.637008722338095,-0.9315490996310642,1.017444231968895
295,3,3.349220928541901,4.555136975743403,4.066254942967826,4.532618671478938,3.9858667097025817,148.29362805108332,116.2040400179282,102.33022347643048,117.16233531836698,159.51733986491897,40.0,40.0,32.0,39.0,38.0,0.0,0.0,0.0,0.0,0.0,42.35500454655198,43.31329984699077,45.96340457465284,-0.5467519617763559,0.9582953004387917
296,3,4.281311400829811,5.115984829713431,4.807831585924979,5.134625719848295,4.703030534249073,154.3151453587438,118.93640722684046,105.2612841806636,119.91358692567952,165.15891266490954,40.0,35.0,40.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,45.24532573923001,46.22250543806908,49.0538611780802,-0.43159518559922283,0.9771796988390662
297,3,3.2884868380767287,4.112406761288646,3.821138885483988,4.1775659396387255,3.964441605007981,154.80261026932078,120.5100887365896,104.80251291583876,121.61219715549306,166.9593868323557,40.0,40.0,40.0,39.0,40.0,0.0,0.0,0.0,0.0,0.0,45.34718967686264,46.44929809576611,50.00009735348202,-0.21312433463074454,1.1021084189034696
298,3,3.0982504518267064,3.7342670949538417,3.259194542964367,3.754724279350704,4.104807568912924,156.46163193080122,124.46202840060567,108.61592313845676,125.86013553713413,169.93148012513444,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,44.071344588000315,45.46945172452877,47.84570879234445,0.3500832895622201,1.398107136528452
299,3,4.2432484419000005,4.486485505351045,4.3306369868794885,4.538256424605447,4.9129443853169175,160.48123206801984,128.24201275163702,112.27950294654931,129.56865985619464,174.83160258803946,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,45.26294273184482,46.58958983640244,48.20172912147052,0.37468796071147015,1.3266471045576225
300,3,3.228593212425804,4.201806276961587,4.035215578041355,4.217255989458399,4.0326235440912965,156.63643118648685,128.49812194220308,110.35830351425204,129.47419001693845,173.27841526841158,40.0,35.0,40.0,36.0,40.0,0.0,0.0,0.0,0.0,0.0,43.80422525147313,44.78029332620849,46.2781276722348,-0.18463244536710288,0.976068074735366
301,3,2.5412207107294726,3.211959350645384,3.331213199766795,3.193961056696267,3.114341374188799,153.6266381050139,121.454556259476,108.01074437081223,122.6735959537002,167.310165979794,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,44.63657002609379,45.855609720317986,45.61589373420168,-0.07961968250746798,1.2190396942241932
302,3,3.7870934481461576,4.8665180828990735,4.682592967813658,4.896962476582149,3.938976098893949,154.34574215941146,122.68821142542942,108.8955985131186,123.9305745377144,166.8503087931298,40.0,37.0,40.0,31.0,33.0,0.0,0.0,0.0,0.0,0.0,42.919734255415406,44.1620973677004,45.45014364629286,-0.9579863776882003,1.2423631122849912
303,3,3.3606372880440984,4.402146650955444,4.491220794001782,4.354736606651877,3.499655119320381,149.40850083419664,120.60550922957816,106.7723840686511,121.28107167742633,163.45474572980507,40.0,32.0,40.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,42.17367405237874,42.84923650022691,42.63611676554554,-0.8550814873314962,0.675562447848165
304,3,2.2092979839089306,3.953210874509966,3.636540514333122,3.9243153908327657,2.735103443448227,145.5773090622963,116.31091497842664,104.52219031425156,117.26692551223526,158.11114558873066,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,40.844220076495404,41.80023061030403,41.05511874804475,-1.1892119473845386,0.9560105338086231
305,3,3.5623620564010965,5.369972929129601,5.192574198453861,5.318257276299164,4.050060752918694,152.19391847917694,124.37994957199464,111.17182247281416,124.9662339396078,165.33065612602093,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,40.36442218641312,40.95070655402628,41.02209600636279,-1.2681965233804702,0.5862843676131604
306,3,3.080578651323371,5.053424080210986,4.656798489059901,4.93635199942401,3.910223686647748,153.44715966576445,124.97872312256057,113.88723573920784,125.54815532538667,165.99884288179572,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,40.45068755640905,41.02011975923516,39.55992392655661,-1.0261283127762622,0.569432202826107
307,3,4.280086878991827,5.851495748398619,5.675332505870198,5.804579049110261,5.142376369072396,157.60810310686782,128.13355835533326,114.48500952335812,128.74286069079602,171.92132600705872,40.0,33.0,40.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,43.1784653162627,43.78776765172546,43.1230935835097,-0.6622026800378649,0.6093023354627576
