scan,fold,eR_deg_Huber,eR_deg_PatchFullFit,eR_deg_PatchHuberOOF,eR_deg_PatchOOF,eR_deg_Raw,et_mm_Huber,et_mm_PatchFullFit,et_mm_PatchHuberOOF,et_mm_PatchOOF,et_mm_Raw,iters_Huber,iters_PatchFullFit,iters_PatchHuberOOF,iters_PatchOOF,iters_Raw,on_bound_Huber,on_bound_PatchFullFit,on_bound_PatchHuberOOF,on_bound_PatchOOF,on_bound_Raw,benefit_oof,benefit_fullfit,benefit_ph,rot_change_oof,oof_minus_fullfit_error
41,0,4.484367888967686,5.5206962990284,5.544856770146318,5.615450979381162,4.6332715674076805,132.66361742162766,112.28025534665262,89.11011863505544,113.00387933774918,152.76831802049543,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,39.764438682746245,40.488062673842805,43.55349878657222,-0.9821794119734815,0.7236239910965594
42,0,5.029722092212317,6.4074414547705,6.366483212694356,6.469870558556769,5.119417902988753,130.3204110096332,112.07521187864852,91.00773936206882,112.94992760224557,150.21328773280908,40.0,39.0,40.0,37.0,40.0,0.0,0.0,0.0,0.0,0.0,37.26336013056351,38.13807585416056,39.312671647564386,-1.3504526555680156,0.8747157235970491
43,0,3.754481749373204,6.067725840088896,5.072639519404641,6.170282640985167,4.628984226391266,124.9158255647655,111.44948314378118,89.12443598069252,112.78973964885722,145.48377781991528,40.0,27.0,40.0,27.0,23.0,0.0,0.0,0.0,0.0,0.0,32.694038171058054,34.034294676134095,35.791389584072974,-1.5412984145939017,1.3402565050760415
44,0,4.363813962097732,6.580235143903086,5.893359361557225,6.658910640626342,5.298613715002552,128.3794864942668,112.98038631461512,92.57808342161356,114.11520659503324,148.71642313707548,40.0,40.0,40.0,40.0,34.0,0.0,0.0,0.0,0.0,0.0,34.60121654204224,35.73603682246036,35.80140307265326,-1.36029692562379,1.1348202804181255
45,0,5.299803218265207,7.26857863316525,6.718069614574976,7.29312267257023,6.201918388752534,130.81258325552278,112.88951672428485,94.49597508962256,113.62324512970648,150.5500665247735,39.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,36.92682139506704,37.66054980048867,36.31660816590022,-1.0912042838176959,0.7337284054216298
46,0,3.913531106142878,5.8343654427038825,5.330268042086384,5.871510470317188,4.753168445143489,133.949350430999,116.28141231374065,98.46752658405516,116.9970167421994,153.71366578835097,40.0,38.0,40.0,34.0,24.0,0.0,0.0,0.0,0.0,0.0,36.71664904615156,37.43225347461032,35.48182384694384,-1.1183420251736989,0.7156044284587608
47,0,4.689143610882617,5.784232534484252,5.835763706309694,5.786655753312428,5.154530730737947,142.45191792165852,122.82462923932472,109.55653339004236,124.00494697414766,160.4758643315692,40.0,40.0,40.0,40.0,37.0,0.0,0.0,0.0,0.0,0.0,36.47091735742154,37.65123509224448,32.89538453161616,-0.6321250225744812,1.1803177348229354
48,0,4.765053907256736,5.994394280975753,5.786582543025877,5.962150778965448,5.147159091821697,141.4009236192341,118.48410399846652,108.3195678208793,120.2714520676523,157.37343486060928,28.0,40.0,40.0,40.0,37.0,0.0,0.0,0.0,0.0,0.0,37.101982792956974,38.88933086214276,33.08135579835481,-0.8149916871437508,1.7873480691857822
49,0,3.358738560767494,4.8460179414677045,4.5676530433228,4.875804551758119,3.816889646041194,132.52810312100544,109.41018995143034,96.25006004478706,110.73357331451338,146.34510465975413,40.0,31.0,24.0,34.0,30.0,0.0,0.0,0.0,0.0,0.0,35.61153134524075,36.93491470832379,36.27804307621838,-1.0589149057169247,1.323383363083039
50,0,4.757181333947007,6.217961571810586,5.802586188461545,6.2654973614419625,5.492094852243943,136.4228932872893,111.08161071790045,99.6732673580493,111.70780602703692,149.84050863679676,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,38.13270260975983,38.75889791889631,36.74962592924,-0.7734025091980197,0.6261953091364774
51,0,4.89801287911567,6.102829528002945,5.7464557710945225,6.11561056349942,5.692086933554831,144.36044377390084,124.6379027901713,108.8286890049868,125.42485901206896,161.54767054974485,29.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,36.12281153767589,36.909767759573555,35.53175476891404,-0.42352362994458836,0.7869562218976682
52,0,3.9510368273624903,5.11284875218116,4.732823414400719,5.171555109215563,4.658566669550559,143.1490615673607,130.05145222265736,107.54086093268772,131.04932696096756,165.11404010032882,40.0,40.0,40.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,34.06471313936126,35.06258787767146,35.60820063467297,-0.512988439665004,0.9978747383102018
53,0,4.377410522675887,5.592374948351854,5.652934502686903,5.621895059441889,4.628116847973511,133.21084410069287,122.54823037261664,102.76362773521684,123.35942747525124,155.58155335010613,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,32.222125874854896,33.03332297748949,30.447216365476024,-0.9937782114683777,0.8111971026345941
54,0,4.916847179363095,7.396426018356026,6.998155570372221,7.414763312037634,5.295527247219523,129.55045912332292,118.27272505311662,100.31899404071709,119.09892313637457,150.46731700364728,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,31.368393867272715,32.194591950530665,29.231465082605837,-2.1192360648181108,0.8261980832579496
55,0,3.9734657194747114,6.907566616926068,6.131548626022557,6.936691021602252,4.763187353634243,125.1735513672769,110.20735081719988,90.65891176977354,110.647113454313,142.57764201744615,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,31.93052856313315,32.37029120024627,34.51463959750336,-2.173503667968009,0.4397626371131196
56,0,4.799469673245115,6.4020357959058565,5.423753260596444,6.456071632891982,5.699576520651189,122.44882312109254,109.1843900386048,85.66372583360416,109.70811381790128,137.61304900585557,40.0,26.0,40.0,26.0,40.0,0.0,0.0,0.0,0.0,0.0,27.904935187954294,28.42865896725077,36.785097287488384,-0.7564951122407928,0.5237237792964748
57,0,3.770102473647811,6.196303883633497,4.617791610487254,6.238778220420216,4.810300239660972,127.5615080552561,110.31469837491838,83.31717008140055,110.86312817222765,145.69532369131554,40.0,35.0,40.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,34.83219551908789,35.38062531639716,44.24433797385555,-1.4284779807592445,0.548429797309268
58,0,4.705062178008356,5.680447375894564,5.026381952777295,5.666140135736593,5.376365136904817,130.76965828777162,111.62986481662575,86.46931891139937,112.1636630831362,150.79603783598554,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,38.632374752849344,39.16617301935979,44.30033937637225,-0.28977499883177593,0.5337982665104448
59,0,3.300646344075828,2.8525405862467195,2.494851035330472,2.876886261703061,3.6991886552110382,135.1427211821213,110.15400684305172,85.44450714441213,110.66932718576328,153.42109707672154,40.0,31.0,40.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,42.75176989095826,43.26709023366982,49.69821403770918,0.8223023935079774,0.5153203427115614
60,0,3.831526463601882,3.5080277104362527,3.036560394304248,3.371155855807206,3.9415224384993808,131.40607850915023,107.72712561402184,76.55668044593716,107.6099817989822,151.02728276871946,35.0,28.0,40.0,29.0,36.0,0.0,0.0,0.0,0.0,0.0,43.417300969737255,43.300157154697615,54.84939806321307,0.5703665826921749,-0.11714381503963978
61,0,4.978979196325467,5.294908830009082,4.324039977280109,5.337886204758423,5.019911740001359,128.02727724983137,99.74728357920203,70.24877968968694,100.21533028256006,145.31683514011615,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,45.101504857556094,45.56955156091412,57.77849756014443,-0.3179744647570635,0.4680467033580271
62,0,3.78793090398725,4.275509596205863,3.392267519713145,4.37973621597651,4.229609413676352,122.16609568440958,85.13359717338902,63.22406342074717,85.57881833261138,134.2610933890281,30.0,29.0,25.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0,48.68227505641673,49.127496215639084,58.94203226366241,-0.15012680230015807,0.4452211592223563
63,0,4.362493665699415,4.692396902249401,4.004424120327499,4.761304973966956,5.010878828469688,125.74218020942293,94.85088248803692,65.46039611822454,95.19463949942534,142.68215970212273,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,47.4875202026974,47.831277214085816,60.28178409119839,0.2495738545027324,0.3437570113884192
64,0,3.5764796253638838,3.859980100608464,3.1843595476558684,3.903717319761342,4.233671377329607,129.39541667208647,100.01614500593956,73.31097688008403,100.3042276562432,148.0058691357103,40.0,24.0,26.0,24.0,25.0,0.0,0.0,0.0,0.0,0.0,47.7016414794671,47.989724129770735,56.08443979200244,0.3299540575682647,0.288082650303636
65,0,4.537460739016119,4.700662559331128,4.164087307522618,4.711326408725816,5.015003059762866,131.0228526451071,101.24185170523997,77.65180135765199,101.78493249488204,149.94293559396587,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,48.15800309908383,48.701083888725904,53.3710512874551,0.30367665103704944,0.543080789642076
66,0,3.017014212374841,3.674123758317615,3.1689847024663744,3.7101125650873015,3.3923678545018854,131.88153598865634,107.5206241210674,84.99800160662953,108.044998714306,151.4525736758377,40.0,33.0,40.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,43.407574961531694,43.9319495547703,46.88353438202681,-0.3177447105854161,0.5243745932386048
67,0,3.990568727392875,4.973050826158106,4.110684900292619,5.0184227145434885,4.463697928248143,128.13138292110614,99.84566197751109,83.51453769921629,100.04218878644257,143.54164419911646,40.0,36.0,40.0,37.0,40.0,0.0,0.0,0.0,0.0,0.0,43.499455412673896,43.69598222160538,44.61684522188985,-0.5547247862953455,0.19652680893148045
68,0,5.378195822422516,6.175757397150855,5.294959036598539,6.201860459831361,5.903854941432861,125.2300025993641,99.99845440203426,83.03366139646833,100.00858339714884,142.9144475278715,40.0,40.0,26.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,42.90586413072265,42.91599312583723,42.196341202895766,-0.2980055183985,0.010128995114584427
69,0,4.336776793594948,5.143842352733565,4.599740204552583,5.154993480800806,4.794193440663338,124.9922614596308,92.4233120006236,77.50285973555359,92.29048334743396,138.08906217385436,40.0,28.0,40.0,32.0,28.0,0.0,0.0,0.0,0.0,0.0,45.798578826420396,45.66575017323076,47.48940172407721,-0.3608000401374687,-0.13282865318963388
70,1,4.438331940242912,5.495837612829422,4.417420081288625,5.450258351883534,5.222106186648213,132.40601765963635,105.22116756203616,83.0918951314569,104.7890225777311,151.10847481377692,40.0,38.0,35.0,40.0,37.0,0.0,0.0,0.0,0.0,0.0,46.31945223604582,45.887307251740765,49.31412252817945,-0.2281521652353211,-0.43214498430505444
71,1,3.8302172259922793,4.894436213660616,4.048795641109452,4.930405709332278,4.565219008130872,132.629757062281,109.77223450483656,87.48954156544812,109.79190328960296,152.70978278288007,35.0,25.0,40.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,42.91787949327711,42.93754827804351,45.140215496832866,-0.36518670120140584,0.01966878476639522
72,1,4.698287101819908,5.461294892795629,5.141463342796887,5.479992036531419,5.238826228637381,133.58350666778014,110.8640076431236,91.7586347580906,111.16822507874237,155.51164313387608,31.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,44.34341805513371,44.64763549075248,41.82487190968955,-0.2411658078940384,0.30421743561876724
73,1,5.536822842541244,6.112736666039583,6.029257452969205,6.158543052226812,5.863306809914476,130.16828521549238,108.3432981593289,92.42085709292412,108.96634559720452,150.77622149254947,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,41.809875895344945,42.43292333322057,37.74742812256825,-0.29523624231233647,0.623047437875627
74,1,4.153179855104359,5.1156617875926855,4.877044003965233,5.166839860636675,4.275587082881021,126.2995021097404,103.65104311341074,85.88569146251021,104.10974270456174,142.9207220869589,40.0,26.0,40.0,26.0,33.0,0.0,0.0,0.0,0.0,0.0,38.810979382397164,39.26967897354817,40.41381064723019,-0.8912527777556543,0.458699591151003
75,1,4.602627403071235,6.385301225494455,5.523692194618954,6.428305041444855,5.59600029584315,125.13824088863716,108.23586554397455,83.1968230149424,108.91205466323176,146.13187207268174,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,37.21981740944999,37.89600652870719,41.94141787369476,-0.8323047456017045,0.6761891192572023
76,1,3.7445362158493594,5.121522874382144,4.400304236954405,5.181004731714501,4.249748948448347,126.84164381329954,100.06522079881218,79.32590898226442,100.90918353122076,140.4697413618283,40.0,31.0,33.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,39.56055783060755,40.404520563016135,47.51573483103512,-0.9312557832661543,0.8439627324085848
77,1,4.459826687549701,5.659514267448774,5.1867792920492,5.69963521827595,4.97226731995777,130.1313138477612,102.46708104007348,79.83789540117967,103.02013605422292,145.17656821009552,40.0,40.0,40.0,40.0,24.0,0.0,0.0,0.0,0.0,0.0,42.15643215587261,42.709487170022044,50.293418446581526,-0.7273678983181799,0.5530550141494359
78,1,4.953484437415936,5.962652737020765,5.649992417870205,5.973362097148381,5.447892661536706,131.92587918160444,107.306901873411,86.89485894546767,108.037253563503,149.5814655486203,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,41.544211985117286,42.27456367520929,45.03102023613677,-0.5254694356116749,0.7303516900920073
79,1,3.483961598796269,4.842557204879842,4.736015980075227,4.914227495699591,3.745031076036531,132.83238662472073,112.05036116964529,88.2375981844421,112.73495344387864,153.2348873357083,40.0,35.0,40.0,31.0,27.0,0.0,0.0,0.0,0.0,0.0,40.499933891829656,41.18452616606301,44.59478844027862,-1.1691964196630602,0.6845922742333528
80,1,4.300818839705783,5.726859342644239,5.642895185919092,5.789857827884877,4.6317525542373374,131.62432603824226,116.25891254080294,92.19181681681236,117.2050582231313,151.82725281081477,40.0,31.0,40.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,34.62219458768347,35.56834027001183,39.432509221429896,-1.1581052736475392,0.946145682328364
81,1,5.091473182270178,7.157817936553741,6.3164415996427685,7.276790187824031,5.782638020649271,127.2344532533398,113.76125723959606,94.4040291712675,115.03253693497432,147.04226207341455,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,32.00972513844023,33.281004833818486,32.8304240820723,-1.49415216717476,1.2712796953782544
82,1,3.590108518672733,6.132534408084633,5.35288696440262,6.22755032511941,4.552655104406498,126.8800764062502,111.79077545288835,90.66651967931573,112.92300358011164,146.57261339987306,40.0,34.0,29.0,40.0,35.0,0.0,0.0,0.0,0.0,0.0,33.64960981976142,34.78183794698471,36.21355672693447,-1.6748952207129122,1.1322281272232857
83,1,4.5389395384801325,6.853670916129637,6.29990838556516,6.938380567596576,5.649596869312742,128.66120762809365,107.445883050957,90.94439210828853,108.49340800574925,144.65174663817623,40.0,40.0,40.0,40.0,38.0,0.0,0.0,0.0,0.0,0.0,36.15833863242699,37.20586358721924,37.716815519805124,-1.2887836982838348,1.0475249547922516
84,1,5.319345151653597,7.200840926577611,6.448609082248539,7.291502945831615,6.299356826351561,134.04813931753344,109.78683919563368,99.59900572056794,111.18037862415022,149.36010390970475,40.0,40.0,34.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,38.179725285554525,39.57326471407107,34.449133596965495,-0.9921461194800543,1.3935394285165472
85,1,3.8364834762667424,5.541166583427354,4.955772400418515,5.5931752726185895,4.540357838370869,139.97169902284722,122.31580547928814,106.77508546337408,123.52907698304384,160.24068067590756,40.0,23.0,40.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,36.71160369286372,37.92487519661941,33.196613559473136,-1.0528174342477206,1.213271503755692
86,1,4.370710291164661,5.638555928165458,5.311944798355111,5.634073445716319,4.535688063703423,140.08189762041815,120.98600325813612,107.64234102791843,122.42069522104578,159.12579005109154,40.0,40.0,40.0,40.0,37.0,0.0,0.0,0.0,0.0,0.0,36.705094830045766,38.13978679295542,32.43955659249971,-1.0983853820128955,1.4346919629096533
87,1,5.243249326215245,6.825601637842906,6.14246497669153,6.872678548224768,5.521914262828671,133.63885798345285,111.99604175914132,100.53525379089648,113.10215105964492,148.6976320882904,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,35.595481028645466,36.70159032914907,33.103604192556375,-1.3507642853960977,1.1061093005036042
88,1,4.011116053655111,5.366426508088112,5.5184722288019525,5.404408810521572,4.363672875273591,128.94321519739523,103.28622424567078,92.91025302081636,104.1839001205346,140.17590728802492,40.0,33.0,39.0,33.0,24.0,0.0,0.0,0.0,0.0,0.0,35.992007167490314,36.889683042354136,36.03296217657888,-1.040735935247981,0.8976758748638218
89,1,4.402621378761356,5.897645791957519,5.34339563649527,5.916359477142207,5.068971014492792,136.13694074246564,115.53250003673858,99.6914250039642,116.57460155177874,153.4255241375386,40.0,40.0,22.0,40.0,31.0,0.0,0.0,0.0,0.0,0.0,36.85092258575985,37.893024100800005,36.44551573850144,-0.8473884626494144,1.0421015150401587
90,1,3.880855126394689,5.416350017709273,4.9741659706583405,5.468188087173847,4.951046315956811,138.1940187737383,123.46662455144772,103.91206337883015,124.5575085640392,160.4164466702503,40.0,38.0,40.0,40.0,30.0,0.0,0.0,0.0,0.0,0.0,35.85893810621111,36.94982211880259,34.28195539490814,-0.5171417712170365,1.0908840125914736
91,1,4.089580521257964,4.908227680647379,5.106685508963943,5.053676395312709,4.097857595288327,134.01614651069266,122.56595526176876,101.64218514192264,123.62977420816397,156.01867013861295,40.0,31.0,40.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,32.38889593044898,33.45271487684418,32.373961368770026,-0.9558188000243817,1.0638189463952017
92,1,4.669514726996623,6.942664852008113,6.226838821177275,6.966573011466932,5.16239351593721,130.87909044662717,117.403151788855,101.13599139962658,118.39613654803604,148.8239941304845,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,30.427857582448453,31.420842341629495,29.743099047000598,-1.8041794955297217,0.9929847591810415
93,1,5.136619811781708,7.5931365960665875,6.5657558213335,7.626517161776976,5.608246766925747,127.0775127327759,109.23900904672192,94.85812490217096,110.05110438445472,141.36939411395073,40.0,40.0,34.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,31.318289729496016,32.130385067228815,32.219387830604944,-2.0182703948512284,0.8120953377327993
94,1,3.865496029330296,5.45793468557501,4.666165411391932,5.493683206707316,4.433958735003225,121.6140135805291,106.02760537737146,82.6376255716322,106.5782248735645,134.50930788705188,40.0,40.0,40.0,33.0,21.0,0.0,0.0,0.0,0.0,0.0,27.93108301348738,28.481702509680417,38.976388008896905,-1.059724471704091,0.5506194961930362
95,1,4.526154021885306,6.761817079061095,5.107916683424627,6.777171092798104,5.23367517102436,127.2840199729268,107.04862374228048,85.58591893325233,107.45047752033486,140.62938667261983,40.0,40.0,40.0,40.0,37.0,0.0,0.0,0.0,0.0,0.0,33.17890915228497,33.58076293033935,41.69810103967447,-1.5434959217737445,0.40185377805437383
96,1,5.163281288587106,6.919813279869851,5.595543257057137,6.986316910019639,6.12803126527541,130.87731776965936,107.47274583564852,85.26005444873934,108.0327889318272,146.1834752608405,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,38.15068632901331,38.710729425191985,45.61726332092002,-0.8582856447442291,0.5600430961786742
97,1,5.281223463788358,4.886597527357667,4.1918134120634845,4.859271516928419,5.541424514232852,135.14893782172197,109.56475824667058,84.79237634118904,109.6781452248015,152.20455816014305,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,42.526412935341554,42.63979991347247,50.35656148053293,0.6821529973044331,0.11338697813091869
98,1,3.395523286982237,3.5587053758223304,2.372711376496644,3.4951838432256137,3.426799517986688,133.4830625268188,111.18507122962544,80.42769438770382,110.92734059817688,150.69311814827188,40.0,34.0,40.0,35.0,26.0,0.0,0.0,0.0,0.0,0.0,39.765777550094995,39.50804691864644,53.055368139114975,-0.06838432523892557,-0.25773063144855257
99,1,4.215862708948677,4.356718733690723,3.645160368919848,4.314954940615367,4.331555544231379,130.4846677278952,101.2734413268856,72.88443098339447,101.27669670357646,149.38511522807283,40.0,37.0,40.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,48.10841852449637,48.11167390118723,57.60023674450072,0.01660060361601179,0.0032553766908591797
100,1,4.542266947917626,4.96384519022489,3.893893511432595,4.955187918390378,5.109672461791768,122.24594092368363,83.8392519718918,61.78398340754431,83.66998993591385,134.0081653790296,40.0,40.0,36.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,50.33817544311576,50.16891340713781,60.46195751613932,0.15448454340138973,-0.1692620359779511
101,1,5.091464808847536,5.603262278361531,4.599503098068332,5.552513925659765,5.887327122182096,127.76671034548168,95.52515772391924,67.27184181026132,95.07050571837256,144.38033884124337,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,49.30983312287081,48.855181117324136,60.49486853522036,0.3348131965223313,-0.4546520055466772
102,1,3.797148866487184,4.116826709296411,3.341312905638602,4.093599500497934,4.54653766450763,130.52989303781723,99.62945542899617,72.29661964834123,99.1185440213384,148.87172133730414,40.0,34.0,40.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,49.75317731596574,49.24226590830797,58.233273389476,0.4529381640096961,-0.5109114076577725
103,1,4.067857728195046,4.445188573632289,3.858264821759033,4.382085690538151,4.595909456617899,132.25568046664475,100.7927389408494,77.0693886027355,100.2085643345088,149.1336892035042,40.0,35.0,40.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,48.9251248689954,48.340950262654786,55.18629186390925,0.21382376607974773,-0.5841746063406106
104,1,4.668923079452019,5.1758897493554885,4.678658571432603,5.156339146587245,5.022948201094231,132.0613258031214,105.46302758269309,83.68128186636106,104.88436786950304,150.35516294887526,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,45.47079507937222,44.892135366182174,48.380043936760345,-0.133390945493014,-0.5786597131900493
105,1,3.244983307440229,4.4967085971952665,3.3775634939581742,4.5154535462462215,3.8571720952531416,128.8718398271333,99.72062706780233,81.27751060299468,98.84885321493272,143.78404514850806,29.0,28.0,40.0,23.0,33.0,0.0,0.0,0.0,0.0,0.0,44.93519193357534,44.06341808070573,47.59432922413862,-0.6582814509930799,-0.8717738528696088
106,1,4.610395403617354,5.671747709743133,4.611604461434869,5.668307824828605,5.334731062932678,123.9142066884707,96.50678023056976,80.35515037520072,95.64570066253413,139.29281742297283,40.0,37.0,39.0,36.0,40.0,0.0,0.0,0.0,0.0,0.0,43.647116760438706,42.78603719240307,43.55905631326998,-0.33357676189592667,-0.8610795680356347
107,1,3.853789002625106,4.95215344248187,3.942472575577598,4.965425796346052,4.45099808606616,127.89266566878308,93.32849763655383,75.94258785537757,92.78551582384054,140.73411180044528,40.0,27.0,21.0,25.0,27.0,0.0,0.0,0.0,0.0,0.0,47.948595976604736,47.40561416389144,51.950077813405514,-0.5144277102798922,-0.5429818127132933
108,1,3.353656960329124,4.410522584653262,3.564382000905292,4.427923460104736,4.067371608672691,134.614974171632,107.44860723931708,85.72962117908814,107.14779120599025,152.58342760433018,40.0,28.0,40.0,25.0,35.0,0.0,0.0,0.0,0.0,0.0,45.43563639833994,45.1348203650131,48.88535299254387,-0.36055185143204493,-0.30081603332683926
109,1,4.703976066208016,5.8662270943723405,4.754694532674967,5.885642136111311,5.410446484977182,135.47880327575157,111.8481387855971,89.59933051793062,111.97008876669044,155.3584182942719,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,43.38832952758146,43.5102795086748,45.87947275782095,-0.4751956511341291,0.1219499810933371
110,1,3.810357152782886,4.205343085598151,4.270626027509902,4.224892743577507,4.247279631159857,133.85862196668285,110.12055380925666,90.32154839037132,110.61654049495688,154.9310343215925,40.0,35.0,40.0,30.0,35.0,0.0,0.0,0.0,0.0,0.0,44.314493826635626,44.81048051233584,43.53707357631153,0.022386887582349857,0.49598668570021687
111,1,3.0682455532288877,4.050939255737649,3.772026104211848,4.1540465325077625,3.4788606302620155,132.13325340052887,109.91922203044196,91.10336282496505,110.21246152392736,151.60713963371862,40.0,40.0,40.0,33.0,22.0,0.0,0.0,0.0,0.0,0.0,41.39467810979126,41.68791760327666,41.029890575563826,-0.6751859022457469,0.2932394934854017
112,1,4.4896525376349,5.587426306831842,5.02405870599794,5.644334407017885,4.992766206425821,127.69626249774429,101.47515328050658,86.94777044845523,101.7794545767916,141.60235729512584,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,39.82290271833425,40.12720401461927,40.748492049289055,-0.651568200592064,0.30430129628501845
113,1,3.81380255386726,5.09777547212774,4.498419733601401,5.175175731620917,4.473997149180935,126.84885533158904,108.94057265265808,83.76157668082928,109.88554163803369,147.2192248697433,40.0,25.0,40.0,26.0,20.0,0.0,0.0,0.0,0.0,0.0,37.333683231709614,38.278652217085224,43.08727865075976,-0.7011785824399821,0.9449689853756098
114,1,3.3343703109018943,5.413302044906092,4.331563988539912,5.447415953006445,4.226165832479542,128.43710912112917,103.0942430318242,80.15147322140284,103.89911076910356,142.97439667322945,25.0,40.0,29.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,39.07528590412589,39.88015364140524,48.28563589972633,-1.2212501205269026,0.804867737279352
115,1,4.461143219567791,6.260478040121594,5.324197507027667,6.309334716201898,5.377881077119972,131.67101519655137,101.11779588700354,81.0984696933327,101.63298298932231,144.91023061336486,40.0,40.0,40.0,40.0,38.0,0.0,0.0,0.0,0.0,0.0,43.277247624042545,43.79243472636132,50.57254550321866,-0.9314536390819255,0.5151871023187766
116,1,3.924102658312261,5.361604554640608,4.751632371548988,5.474964695173106,4.751034371055729,132.49108206217167,106.67046083499824,83.78988842189698,107.10152085199124,149.922433238019,40.0,35.0,40.0,40.0,23.0,0.0,0.0,0.0,0.0,0.0,42.82091238602777,43.25197240302077,48.701193640274695,-0.7239303241173767,0.4310600169930012
117,1,4.44208554308321,6.035941743515086,5.884917308186894,6.142939058091153,4.998489937898328,134.61899360076987,111.33707366003364,91.20794470895255,112.27775496806372,153.56907382298374,26.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,41.29131885492002,42.2320001629501,43.411048891817316,-1.1444491201928253,0.9406813080300793
118,1,5.381654980092339,6.543625287880886,6.562003803249436,6.623694752399297,5.5359142110351565,133.9651839763251,114.57858644052033,92.73434539217428,115.62308778932032,153.83096097291065,40.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,38.20787318359032,39.25237453239032,41.23083858415083,-1.0877805413641406,1.0445013487999972
119,1,4.1162638086618895,5.915857212373739,5.768734831583279,6.0019202812963846,4.680253119728834,139.19079843739323,120.71442754889102,102.290952658089,121.71877164458162,157.36190051746766,40.0,32.0,40.0,29.0,25.0,0.0,0.0,0.0,0.0,0.0,35.64312887288604,36.647472968576636,36.89984577930423,-1.3216671615675502,1.0043440956905982
120,1,4.350669685344371,6.373867688220812,5.7909519890379615,6.454802638316949,5.194079169962836,141.1590681495923,123.4493970111332,106.5057394928854,124.432805282169,158.48341278192467,40.0,40.0,40.0,39.0,21.0,0.0,0.0,0.0,0.0,0.0,34.05060749975567,35.03401577079147,34.65332865670689,-1.2607234683541124,0.983408271035799
121,1,5.35285887486194,7.249135821965966,6.95609957003058,7.350160233407572,6.0092930441585946,146.40415794726223,125.094910170293,109.30073294895918,126.34504042440372,163.0950185729123,40.0,40.0,40.0,40.0,37.0,0.0,0.0,0.0,0.0,0.0,36.749978148508575,38.00010840261929,37.103424998303055,-1.3408671892489776,1.250130254110715
122,1,4.191282422295099,5.645394786887146,5.453492942718357,5.740168380813854,4.898303239405557,148.39727748126472,127.6970643874385,111.2372061045078,128.6220436957627,165.7026831257924,40.0,28.0,40.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,37.08063943002969,38.00561873835389,37.16007137675692,-0.8418651414082969,0.9249793083241968
