traj,order,scan,cos_global,cos_patch,cos_full
v,394,394,0.03243751082910584,0.7579390005506736,0.9696444836547479
v,395,395,0.04771548490082781,0.7811345634905887,0.9617052847545889
v,396,396,0.047502818781148,0.8272806472729377,0.9648232154464346
v,397,397,0.05600130546106436,0.8450845201724281,0.9580730044637543
v,398,398,0.035877080107097725,0.8739119611952709,0.9587385106194264
v,399,399,0.015704568078052084,0.8731007253885678,0.9670828641289584
v,400,400,0.021820757932910696,0.87491439981768,0.9718672148229622
v,401,401,0.006961412817636842,0.8710083220746173,0.9722382998506015
v,402,402,0.04928502532815017,0.8599266548528803,0.9596867804658912
v,403,403,0.05887192231484864,0.8584899129552006,0.9408116726864996
v,404,404,0.053490483461572695,0.824390404997357,0.9242215687841578
v,405,405,0.06449629124294305,0.8055304884404645,0.9007225950300435
v,406,406,0.08358398993848798,0.8006831852133909,0.8894886774811028
v,407,407,0.1214270582694476,0.7596499617610837,0.8628924079579126
v,408,408,0.09071054109005895,0.7471282753727112,0.8668951913274983
v,409,409,0.09695560547530162,0.7342555479637503,0.8580293516019467
v,410,410,0.10890494617326558,0.739483724870156,0.8724001333236843
v,411,411,0.12636873584567063,0.7227203421875047,0.8609098052135475
v,412,412,0.1533547588866304,0.7459400414612661,0.877601321001578
v,413,413,0.1453321378084248,0.734522722995493,0.8601013161404502
v,414,414,0.14438236802944485,0.7242159386702781,0.8368007968283043
v,415,415,0.10125928379410833,0.7341736680186685,0.8324835309345915
v,416,416,0.10069375964147621,0.7312806274672157,0.7654651413448027
v,417,417,0.20451632598672703,0.790230554218443,0.7179204442797276
v,418,418,0.14934453414456522,0.7619703467350051,0.7031370493993438
v,419,419,0.08075772383184188,0.7361588978519097,0.6336657646795137
v,420,420,0.07108629408932612,0.7230931015644865,0.6374370972422829
v,421,421,0.09192112270179041,0.7213350770104943,0.6183413028847508
v,422,422,0.06594261663886006,0.7147968592028318,0.6006342624053027
v,423,423,0.06483584630544409,0.6999978939055859,0.5792694228504897
