method,et_mm,eR_deg,g_corr_gt,J_raw_gt,J_raw_final,iters,traj,order,scan,view,ndist,in_support,nearest_d
M2_raw_huber,81.35799313134417,1.0697583877628671,0.02671896635456013,0.00635998606036402,0.004385860331563879,40,iii,52,52,oracle,1.615463268978933,False,1.615463268978933
M3_global_corr,86.69183828998625,2.117165471233206,0.044879354152222474,0.00635998606036402,0.004215605622045864,40,iii,52,52,oracle,1.615463268978933,False,1.615463268978933
M4_patch_corr,41.577223072308286,1.9337010461193398,0.01958456573496246,0.00635998606036402,0.004854322908215837,40,iii,52,52,oracle,1.615463268978933,False,1.615463268978933
M5_full_corr,55.09982763273839,2.252197710519705,0.021473217355355168,0.00635998606036402,0.0054528004331266255,37,iii,52,52,oracle,1.615463268978933,False,1.615463268978933
M0_raw_p2p,88.42877019690232,2.1404651508872368,0.04627072859844663,0.006098141892879614,0.003808273116989015,34,iii,53,53,oracle,1.5999279108614162,False,1.5999279108614162
M1_raw_p2l,89.61389890213322,1.4068946060801957,0.035623401803717356,0.006098141892879614,0.003840159371174186,40,iii,53,53,oracle,1.5999279108614162,False,1.5999279108614162
M2_raw_huber,80.19812773435787,0.6846009203867929,0.02589184265647591,0.006098141892879614,0.004096603951744483,40,iii,53,53,oracle,1.5999279108614162,False,1.5999279108614162
M3_global_corr,83.95092866076634,2.1400504031250835,0.048101395550067795,0.006098141892879614,0.003946729278286122,33,iii,53,53,oracle,1.5999279108614162,False,1.5999279108614162
M4_patch_corr,38.21810763354158,2.219743341127169,0.019299800974594983,0.006098141892879614,0.004593067189050677,38,iii,53,53,oracle,1.5999279108614162,False,1.5999279108614162
M5_full_corr,51.64137556366591,4.310677295237609,0.020591375426493145,0.006098141892879614,0.005537012072443947,40,iii,53,53,oracle,1.5999279108614162,False,1.5999279108614162
M0_raw_p2p,86.07882440109115,1.8604865673984696,0.04637014712572182,0.005598430507737018,0.0034282051888704975,38,iii,54,54,oracle,1.5846244779582561,False,1.5846244779582561
M1_raw_p2l,86.25050813224712,0.8134278940784345,0.06163416946236872,0.005598430507737018,0.003461755171229028,40,iii,54,54,oracle,1.5846244779582561,False,1.5846244779582561
M2_raw_huber,79.74337573254248,0.5645424686390708,0.026836913263582136,0.005598430507737018,0.003643669208364292,40,iii,54,54,oracle,1.5846244779582561,False,1.5846244779582561
M3_global_corr,83.11400838035405,1.8609302903387535,0.04966556300464349,0.005598430507737018,0.0035535185301648585,39,iii,54,54,oracle,1.5846244779582561,False,1.5846244779582561
M4_patch_corr,34.96924268385972,1.8420748657721624,0.019997991817904296,0.005598430507737018,0.00419228685952593,31,iii,54,54,oracle,1.5846244779582561,False,1.5846244779582561
M5_full_corr,47.67693000722446,3.9753607956505634,0.019449484225757672,0.005598430507737018,0.005078211817217853,40,iii,54,54,oracle,1.5846244779582561,False,1.5846244779582561
M0_raw_p2p,88.69656595519278,1.0908666429671023,0.045430574745869784,0.005564126246187137,0.0033623590052586174,31,iii,55,55,oracle,1.5695138408126412,False,1.5695138408126412
M1_raw_p2l,90.04008860120042,0.9110432540042505,0.041607228607425245,0.005564126246187137,0.003398246811499448,40,iii,55,55,oracle,1.5695138408126412,False,1.5695138408126412
M2_raw_huber,81.7608192098713,0.9027300750869879,0.025218271987144183,0.005564126246187137,0.0035863865548572404,40,iii,55,55,oracle,1.5695138408126412,False,1.5695138408126412
M3_global_corr,85.01907533149675,1.0915196784048695,0.04770056870998575,0.005564126246187137,0.0034954512305903963,32,iii,55,55,oracle,1.5695138408126412,False,1.5695138408126412
M4_patch_corr,36.00773203615057,0.9986292596871362,0.01781251679326634,0.005564126246187137,0.004170872575545519,24,iii,55,55,oracle,1.5695138408126412,False,1.5695138408126412
M5_full_corr,45.95397550955879,3.871336501990171,0.015750361633757693,0.005564126246187137,0.005022318479385857,37,iii,55,55,oracle,1.5695138408126412,False,1.5695138408126412
M0_raw_p2p,86.44829185870594,1.2862650945113114,0.04715705830354799,0.005523957826653971,0.003330184530815673,40,iii,56,56,oracle,1.5560714126208544,False,1.5560714126208544
M1_raw_p2l,87.02767427067859,0.5280486220744366,0.04162051022990136,0.005523957826653971,0.003361512525274477,40,iii,56,56,oracle,1.5560714126208544,False,1.5560714126208544
M2_raw_huber,80.24075537228359,0.6494822973150227,0.02631947125406852,0.005523957826653971,0.0035501559888697918,35,iii,56,56,oracle,1.5560714126208544,False,1.5560714126208544
M3_global_corr,83.60678833148336,1.2874943822273477,0.05049546312967272,0.005523957826653971,0.0034600177717568183,40,iii,56,56,oracle,1.5560714126208544,False,1.5560714126208544
M4_patch_corr,33.36034647604395,1.2673004456374217,0.0192293636652788,0.005523957826653971,0.004159125126718511,24,iii,56,56,oracle,1.5560714126208544,False,1.5560714126208544
M5_full_corr,47.995406715822874,4.216877117745994,0.01649424031521733,0.005523957826653971,0.005047358797630057,40,iii,56,56,oracle,1.5560714126208544,False,1.5560714126208544
M0_raw_p2p,83.50533819460783,1.587796307912417,0.04922263261371657,0.004903524257496185,0.0027356797104519234,40,iii,57,57,oracle,1.5426769372066462,False,1.5426769372066462
M1_raw_p2l,81.8565400465466,0.5768623456949675,0.04549578646236293,0.004903524257496185,0.002756982347318782,40,iii,57,57,oracle,1.5426769372066462,False,1.5426769372066462
M2_raw_huber,81.11002982320188,0.7056438705701318,0.02487541760068955,0.004903524257496185,0.002863988244867268,20,iii,57,57,oracle,1.5426769372066462,False,1.5426769372066462
M3_global_corr,83.3452028647376,1.5881284645915614,0.05551743786379491,0.004903524257496185,0.002851996249232904,40,iii,57,57,oracle,1.5426769372066462,False,1.5426769372066462
M4_patch_corr,33.430663008240515,1.3564330729635787,0.02217330913900019,0.004903524257496185,0.0035094893013081713,40,iii,57,57,oracle,1.5426769372066462,False,1.5426769372066462
M5_full_corr,49.537088696475905,3.7197047314774228,0.018338104172790692,0.004903524257496185,0.004498241220854904,40,iii,57,57,oracle,1.5426769372066462,False,1.5426769372066462
M0_raw_p2p,85.09191919702856,1.6036816794823376,0.0503832925055728,0.005155139929044775,0.002886861107271796,40,iii,58,58,oracle,1.5293238837023917,False,1.5293238837023917
M1_raw_p2l,83.62859705444205,0.7530413029685978,0.042387343760192674,0.005155139929044775,0.0029115631723209126,40,iii,58,58,oracle,1.5293238837023917,False,1.5293238837023917
M2_raw_huber,82.62051195454485,0.8736498401298478,0.025198373627721857,0.005155139929044775,0.003027846363115733,29,iii,58,58,oracle,1.5293238837023917,False,1.5293238837023917
M3_global_corr,84.83783942995,1.599046956769236,0.05694759529278051,0.005155139929044775,0.0030105795403096995,40,iii,58,58,oracle,1.5293238837023917,False,1.5293238837023917
M4_patch_corr,32.893799195229626,1.2294597867245676,0.022367806634908022,0.005155139929044775,0.003736661429660252,24,iii,58,58,oracle,1.5293238837023917,False,1.5293238837023917
M5_full_corr,42.407417684915345,4.039051840913421,0.015748788602995438,0.005155139929044775,0.00473273224986941,40,iii,58,58,oracle,1.5293238837023917,False,1.5293238837023917
M0_raw_p2p,83.0922554492241,2.036160714081206,0.05633227095323545,0.004873820514277628,0.0024407661076663585,40,iii,59,59,oracle,1.5156128120805508,False,1.5156128120805508
M1_raw_p2l,81.47087009731237,0.8519783645987425,0.05472525735619382,0.004873820514277628,0.0024644477970928833,17,iii,59,59,oracle,1.5156128120805508,False,1.5156128120805508
M2_raw_huber,82.67462618368823,0.8367593654760987,0.028383168884790023,0.004873820514277628,0.0025390751894710625,40,iii,59,59,oracle,1.5156128120805508,False,1.5156128120805508
M3_global_corr,84.85158863473393,2.0350669818676255,0.06441080849540982,0.004873820514277628,0.002540817090922154,40,iii,59,59,oracle,1.5156128120805508,False,1.5156128120805508
M4_patch_corr,35.33430712490292,1.5828006037874285,0.028135395098922135,0.004873820514277628,0.0032471051219672455,39,iii,59,59,oracle,1.5156128120805508,False,1.5156128120805508
M5_full_corr,51.363022759993264,3.879274044215497,0.02119277890382368,0.004873820514277628,0.0043328849461217785,30,iii,59,59,oracle,1.5156128120805508,False,1.5156128120805508
M0_raw_p2p,83.14334349697894,1.7427978932567632,0.057172180046718334,0.0047343196388933365,0.0022696082621561364,40,iii,60,60,oracle,1.501655394259264,False,1.501655394259264
M1_raw_p2l,82.1384459525203,0.9541614276768525,0.05575514556219409,0.0047343196388933365,0.002286340655045314,40,iii,60,60,oracle,1.501655394259264,False,1.501655394259264
M2_raw_huber,82.66763249479557,0.8356394624775348,0.028797459488538978,0.0047343196388933365,0.00236300515410529,40,iii,60,60,oracle,1.501655394259264,False,1.501655394259264
M3_global_corr,84.9755831402443,1.7443988428516193,0.06506882580659659,0.0047343196388933365,0.0023604016535830907,40,iii,60,60,oracle,1.501655394259264,False,1.501655394259264
M4_patch_corr,35.49543432754062,1.2459082120244134,0.027611955150241205,0.0047343196388933365,0.003127260529707115,40,iii,60,60,oracle,1.501655394259264,False,1.501655394259264
M5_full_corr,49.72276613516707,3.6437046602012457,0.019066849437654597,0.0047343196388933365,0.004194633358534046,26,iii,60,60,oracle,1.501655394259264,False,1.501655394259264
M0_raw_p2p,83.63051164921708,1.7814649056688958,0.05755379729400166,0.004676890031547028,0.002182853829933883,40,iii,61,61,oracle,1.4879168877902305,False,1.4879168877902305
M1_raw_p2l,81.90219897526487,0.823753011345181,0.05677998700002726,0.004676890031547028,0.0022046892647261647,40,iii,61,61,oracle,1.4879168877902305,False,1.4879168877902305
M2_raw_huber,83.01263153493576,0.8332211019301435,0.028938880734525645,0.004676890031547028,0.0022642336036216635,40,iii,61,61,oracle,1.4879168877902305,False,1.4879168877902305
M3_global_corr,86.11962022399004,1.783093950694829,0.06515024926912304,0.004676890031547028,0.0022738517695630304,40,iii,61,61,oracle,1.4879168877902305,False,1.4879168877902305
M4_patch_corr,36.811523862764574,1.1349151833668343,0.02623259259625567,0.004676890031547028,0.0030648073799207707,40,iii,61,61,oracle,1.4879168877902305,False,1.4879168877902305
M5_full_corr,53.43796360707525,3.588360604034642,0.018070672636856733,0.004676890031547028,0.0041203194453805275,29,iii,61,61,oracle,1.4879168877902305,False,1.4879168877902305
M0_raw_p2p,80.94711203223491,1.6963725427305432,0.057681525328548276,0.004681777033018312,0.0022454362341291015,40,iii,62,62,oracle,1.4758952723207566,False,1.4758952723207566
M1_raw_p2l,79.24483722932636,0.6747077073509656,0.05507085205205229,0.004681777033018312,0.002267289417860229,40,iii,62,62,oracle,1.4758952723207566,False,1.4758952723207566
M2_raw_huber,82.32795651904868,0.7105861962281103,0.029570366026786636,0.004681777033018312,0.0023360395787361274,40,iii,62,62,oracle,1.4758952723207566,False,1.4758952723207566
M3_global_corr,83.79482059108743,1.6979691007748394,0.0641570937443012,0.004681777033018312,0.0023349153583022515,40,iii,62,62,oracle,1.4758952723207566,False,1.4758952723207566
M4_patch_corr,34.193460344101375,1.1933445949245576,0.025361004371417598,0.004681777033018312,0.003172578445882069,30,iii,62,62,oracle,1.4758952723207566,False,1.4758952723207566
M5_full_corr,52.04816805042957,3.81580735270805,0.01778004644954595,0.004681777033018312,0.004203673561856594,39,iii,62,62,oracle,1.4758952723207566,False,1.4758952723207566
M0_raw_p2p,80.15042186896679,1.90123298056269,0.056414353680668716,0.004531433350765432,0.002138477730955243,32,iii,63,63,oracle,1.463722940656086,False,1.463722940656086
M1_raw_p2l,78.13883202547886,1.17152739491962,0.04550098349402072,0.004531433350765432,0.0021527089457668703,17,iii,63,63,oracle,1.463722940656086,False,1.463722940656086
M2_raw_huber,80.8236192513235,0.7287204237062057,0.02976292412484134,0.004531433350765432,0.0022267318770505342,34,iii,63,63,oracle,1.463722940656086,False,1.463722940656086
M3_global_corr,83.22911355071133,1.9012439159177006,0.06261939473078681,0.004531433350765432,0.0022244739473525096,33,iii,63,63,oracle,1.463722940656086,False,1.463722940656086
M4_patch_corr,31.995289185343168,1.4268197440768629,0.022795647873688516,0.004531433350765432,0.0031783087190810715,27,iii,63,63,oracle,1.463722940656086,False,1.463722940656086
M5_full_corr,50.79148030986912,3.9134600364069105,0.015405863346742824,0.004531433350765432,0.004254170123314248,38,iii,63,63,oracle,1.463722940656086,False,1.463722940656086
M0_raw_p2p,81.03365522845787,1.7064727189922424,0.058082305823134145,0.004664374473661496,0.002188561898554081,31,iii,64,64,oracle,1.4518720483011496,False,1.4518720483011496
M1_raw_p2l,78.85557544275677,0.8748768677019633,0.047119929410823,0.004664374473661496,0.0022057870652268073,40,iii,64,64,oracle,1.4518720483011496,False,1.4518720483011496
M2_raw_huber,82.0494521251973,0.8874065045246412,0.030100798987486493,0.004664374473661496,0.002273685273802223,40,iii,64,64,oracle,1.4518720483011496,False,1.4518720483011496
M3_global_corr,83.99996260375983,1.7061405759435788,0.06271313410631707,0.004664374473661496,0.00227537504436573,30,iii,64,64,oracle,1.4518720483011496,False,1.4518720483011496
M4_patch_corr,31.71587665247616,1.1563961813229262,0.022809494909988362,0.004664374473661496,0.0032778594505305644,37,iii,64,64,oracle,1.4518720483011496,False,1.4518720483011496
M5_full_corr,46.95069838698868,3.5216030473036337,0.013767236887336384,0.004664374473661496,0.004363745483678904,30,iii,64,64,oracle,1.4518720483011496,False,1.4518720483011496
M0_raw_p2p,81.66676756661892,1.5148524826081546,0.05936538476880885,0.0042503595278182,0.0017059134638460988,28,iii,65,65,oracle,1.440135569049457,False,1.440135569049457
M1_raw_p2l,80.10254644220434,0.8877184142423862,0.055075852514953394,0.0042503595278182,0.0017149951460369006,40,iii,65,65,oracle,1.440135569049457,False,1.440135569049457
M2_raw_huber,82.14508491942324,0.8060974139690839,0.030098315267409144,0.0042503595278182,0.0017569960806961928,40,iii,65,65,oracle,1.440135569049457,False,1.440135569049457
M3_global_corr,85.27405377723922,1.5166378064296888,0.06367989038351861,0.0042503595278182,0.0017851997284090142,29,iii,65,65,oracle,1.440135569049457,False,1.440135569049457
M4_patch_corr,33.94269711581916,1.2320478065765583,0.023237684416298497,0.0042503595278182,0.002904687201636141,37,iii,65,65,oracle,1.440135569049457,False,1.440135569049457
M5_full_corr,47.513370357513345,3.2457559760154227,0.013780803966303802,0.0042503595278182,0.0039166705692919475,27,iii,65,65,oracle,1.440135569049457,False,1.440135569049457
M0_raw_p2p,80.59973539074858,1.7822752974712803,0.0597145148548972,0.004372145416242346,0.0018319929442264465,33,iii,66,66,oracle,1.428639808832103,False,1.428639808832103
M1_raw_p2l,78.82115263594984,1.2869364633353662,0.05039994576078794,0.004372145416242346,0.0018398612937413454,40,iii,66,66,oracle,1.428639808832103,False,1.428639808832103
M2_raw_huber,80.77980416711823,0.8440560390402386,0.030830301606463332,0.004372145416242346,0.0018968096383626112,40,iii,66,66,oracle,1.428639808832103,False,1.428639808832103
M3_global_corr,84.2099008227464,1.7790337692664513,0.0631466629324503,0.004372145416242346,0.0019094655085172343,32,iii,66,66,oracle,1.428639808832103,False,1.428639808832103
M4_patch_corr,30.588208892028284,1.2328936227020857,0.02221103628245789,0.004372145416242346,0.0031334802271114426,35,iii,66,66,oracle,1.428639808832103,False,1.428639808832103
M5_full_corr,45.49140757798199,3.2149393284100807,0.012337992228715436,0.004372145416242346,0.004182353515172443,30,iii,66,66,oracle,1.428639808832103,False,1.428639808832103
M0_raw_p2p,80.53212847799203,1.6958457519521992,0.06202866986650133,0.004510335639450655,0.001854946418040052,32,iii,67,67,oracle,1.4172348818790053,False,1.4172348818790053
M1_raw_p2l,77.77658351270128,0.4242198415360982,0.055716629576445305,0.004510335639450655,0.0018756768901239257,28,iii,67,67,oracle,1.4172348818790053,False,1.4172348818790053
M2_raw_huber,81.99482632753734,0.9097991700563214,0.030989958476671044,0.004510335639450655,0.0019254441820777176,39,iii,67,67,oracle,1.4172348818790053,False,1.4172348818790053
M3_global_corr,84.07350289204186,1.6955092656847497,0.0649637012045601,0.004510335639450655,0.0019311296452179459,33,iii,67,67,oracle,1.4172348818790053,False,1.4172348818790053
M4_patch_corr,28.686129972573006,0.9898039796439363,0.022640232874480515,0.004510335639450655,0.003205061514534776,31,iii,67,67,oracle,1.4172348818790053,False,1.4172348818790053
M5_full_corr,40.94192747042639,3.2732231252523754,0.011366072516032347,0.004510335639450655,0.004372592930648575,34,iii,67,67,oracle,1.4172348818790053,False,1.4172348818790053
M0_raw_p2p,81.87822183862069,1.890085756074132,0.0632664630957295,0.00448105043737735,0.001764468733999098,38,iii,68,68,oracle,1.4051669541417326,False,1.4051669541417326
M1_raw_p2l,80.67465985007063,1.549693605315661,0.05604096317262682,0.00448105043737735,0.0017708836596695776,40,iii,68,68,oracle,1.4051669541417326,False,1.4051669541417326
M2_raw_huber,82.47069142871099,0.9884456519506252,0.031439135639004114,0.00448105043737735,0.0018191881225626037,40,iii,68,68,oracle,1.4051669541417326,False,1.4051669541417326
M3_global_corr,86.59481007172799,1.8891882121443535,0.06556689936938567,0.00448105043737735,0.0018427104155457205,39,iii,68,68,oracle,1.4051669541417326,False,1.4051669541417326
M4_patch_corr,33.40378020107907,1.309147032369921,0.022674476511274397,0.00448105043737735,0.0032345985224275582,40,iii,68,68,oracle,1.4051669541417326,False,1.4051669541417326
M5_full_corr,45.01610959796614,3.3070083984301393,0.011875530078656908,0.00448105043737735,0.004448699297475206,39,iii,68,68,oracle,1.4051669541417326,False,1.4051669541417326
M0_raw_p2p,80.06443413254654,2.088139485597785,0.06418513494625189,0.004704298576280369,0.001999641045756001,38,iii,69,69,oracle,1.3931730277419978,False,1.3931730277419978
M1_raw_p2l,79.61967173868719,1.5321062816371513,0.050633461938210896,0.004704298576280369,0.002012743603460281,40,iii,69,69,oracle,1.3931730277419978,False,1.3931730277419978
M2_raw_huber,81.24338582511331,1.0133233978327207,0.031165654528941683,0.004704298576280369,0.0020810343402138153,36,iii,69,69,oracle,1.3931730277419978,False,1.3931730277419978
M3_global_corr,83.74153592622507,2.0923554369276802,0.06514176509209904,0.004704298576280369,0.002071511363125045,39,iii,69,69,oracle,1.3931730277419978,False,1.3931730277419978
M4_patch_corr,27.640708133261697,1.459148204099366,0.0208204766034213,0.004704298576280369,0.003479020624869041,31,iii,69,69,oracle,1.3931730277419978,False,1.3931730277419978
M5_full_corr,42.467690471076864,3.282341376219592,0.010803738166348952,0.004704298576280369,0.0046465750695397654,34,iii,69,69,oracle,1.3931730277419978,False,1.3931730277419978
M0_raw_p2p,79.84263274881708,2.004129114427621,0.06557116645199104,0.00466952404173576,0.001973508222058159,28,iii,70,70,oracle,1.3814020587335023,False,1.381402058733502
M1_raw_p2l,78.53835471810032,1.276402459571472,0.05853290336465966,0.00466952404173576,0.001990989251895916,19,iii,70,70,oracle,1.3814020587335023,False,1.381402058733502
M2_raw_huber,78.90212363312172,0.8761019054923702,0.031315556973290436,0.00466952404173576,0.0020397147285796846,40,iii,70,70,oracle,1.3814020587335023,False,1.381402058733502
M3_global_corr,83.51298260877405,2.00741427504128,0.06566580971083678,0.00466952404173576,0.002045642143413338,29,iii,70,70,oracle,1.3814020587335023,False,1.381402058733502
M4_patch_corr,27.075893158992493,1.4690221060866309,0.019612542926702312,0.00466952404173576,0.003500294419561004,33,iii,70,70,oracle,1.3814020587335023,False,1.381402058733502
M5_full_corr,40.86229178816331,3.3386372779897724,0.009787997891303106,0.00466952404173576,0.004771717610471531,40,iii,70,70,oracle,1.3814020587335023,False,1.381402058733502
M0_raw_p2p,78.92299917426469,1.578373457379888,0.06826588335147529,0.00462064303930795,0.00187252534585832,25,iii,71,71,oracle,1.369727135267379,False,1.369727135267379
M1_raw_p2l,78.45392470346935,1.145940285266922,0.06293030932023687,0.00462064303930795,0.0018866428162179845,40,iii,71,71,oracle,1.369727135267379,False,1.369727135267379
M2_raw_huber,78.91414554943084,0.9952263866871359,0.03192028855041995,0.00462064303930795,0.0019295767337022137,40,iii,71,71,oracle,1.369727135267379,False,1.369727135267379
M3_global_corr,82.24209503487445,1.5891613245858205,0.0678164545814107,0.00462064303930795,0.0019414151251523429,28,iii,71,71,oracle,1.369727135267379,False,1.369727135267379
M4_patch_corr,25.16169275203545,0.9926261520605895,0.01995525547382305,0.00462064303930795,0.0034057640727263357,40,iii,71,71,oracle,1.369727135267379,False,1.369727135267379
M5_full_corr,42.77436679415988,3.110736152675117,0.009861268711824585,0.00462064303930795,0.004577271104123591,40,iii,71,71,oracle,1.369727135267379,False,1.369727135267379
M0_raw_p2p,80.67026014278171,1.8783691739961454,0.07081369415660586,0.0050201868136710605,0.0020621000234797874,30,iii,72,72,oracle,1.358249803934119,False,1.358249803934119
M1_raw_p2l,81.63062172269741,1.812575357524292,0.06336131913043008,0.0050201868136710605,0.0020813163507624063,14,iii,72,72,oracle,1.358249803934119,False,1.358249803934119
M2_raw_huber,81.45997986232102,1.0903002653998206,0.03340907461850804,0.0050201868136710605,0.002152025953385257,40,iii,72,72,oracle,1.358249803934119,False,1.358249803934119
M3_global_corr,83.2547207297778,1.8810493135220738,0.07074072667370693,0.0050201868136710605,0.002131860634460775,32,iii,72,72,oracle,1.358249803934119,False,1.358249803934119
M4_patch_corr,24.94121529202652,1.3379401001774038,0.02146216644634511,0.0050201868136710605,0.003660550063309793,33,iii,72,72,oracle,1.358249803934119,False,1.358249803934119
M5_full_corr,41.11632175468639,2.9380020877294504,0.010125776605939552,0.0050201868136710605,0.004884482389504807,30,iii,72,72,oracle,1.358249803934119,False,1.358249803934119
M0_raw_p2p,83.32375533828797,1.5531599890205015,0.07555724766543122,0.005079894217003132,0.001803606525691734,33,iii,73,73,oracle,1.3468762100048788,False,1.3468762100048788
M1_raw_p2l,83.63109489822853,1.6890767142262118,0.06406239578701901,0.005079894217003132,0.0018086969782113384,40,iii,73,73,oracle,1.3468762100048788,False,1.3468762100048788
M2_raw_huber,83.905804626799,0.97601632903482,0.03489516554125885,0.005079894217003132,0.0018724961911871993,40,iii,73,73,oracle,1.3468762100048788,False,1.3468762100048788
M3_global_corr,86.09703560619197,1.5532153674718638,0.07572815446328811,0.005079894217003132,0.0018779859672795611,39,iii,73,73,oracle,1.3468762100048788,False,1.3468762100048788
M4_patch_corr,26.03589352499024,0.8064076401932364,0.025397024766632175,0.005079894217003132,0.0034128088682498555,35,iii,73,73,oracle,1.3468762100048788,False,1.3468762100048788
M5_full_corr,46.102615003251195,3.277857994497055,0.01389533976193042,0.005079894217003132,0.004545147347495683,37,iii,73,73,oracle,1.3468762100048788,False,1.3468762100048788
M0_raw_p2p,83.34724237233867,1.4485368317596063,0.07801917783261708,0.005408465235122921,0.0020170545134594823,25,iii,74,74,oracle,1.3355811574505938,False,1.3355811574505938
M1_raw_p2l,83.89927874922881,1.096832516772539,0.0711327422878403,0.005408465235122921,0.0020268046760110125,36,iii,74,74,oracle,1.3355811574505938,False,1.3355811574505938
M2_raw_huber,84.3987534612594,0.9488979476165329,0.0361811999235569,0.005408465235122921,0.0020815118151816976,32,iii,74,74,oracle,1.3355811574505938,False,1.3355811574505938
M3_global_corr,85.87345612742847,1.503886556463829,0.07764912644840037,0.005408465235122921,0.0020882111045858734,33,iii,74,74,oracle,1.3355811574505938,False,1.3355811574505938
M4_patch_corr,26.23546936141345,0.9320655845280797,0.0258023773791352,0.005408465235122921,0.003718398276137174,36,iii,74,74,oracle,1.3355811574505938,False,1.3355811574505938
M5_full_corr,48.574578461902,3.1942627464675106,0.014565110128367812,0.005408465235122921,0.00490825481746615,28,iii,74,74,oracle,1.3355811574505938,False,1.3355811574505938
M0_raw_p2p,82.16574480160511,1.3074542815214145,0.07878558417259496,0.005276072602772353,0.0019009135995632456,27,iii,75,75,oracle,1.3243714871592966,False,1.3243714871592966
M1_raw_p2l,81.90290210381329,1.1299487005684288,0.07184574115911381,0.005276072602772353,0.0019050728334812964,40,iii,75,75,oracle,1.3243714871592966,False,1.3243714871592966
M2_raw_huber,84.64738631113087,1.1058401079285543,0.03609851580062158,0.005276072602772353,0.001958645791315006,14,iii,75,75,oracle,1.3243714871592966,False,1.3243714871592966
M3_global_corr,85.25143801534529,1.3087463814076852,0.07923337630565278,0.005276072602772353,0.0019670344289976164,31,iii,75,75,oracle,1.3243714871592966,False,1.3243714871592966
M4_patch_corr,25.89557599332248,0.9786589808554762,0.025714371997927254,0.005276072602772353,0.0036277311789386603,40,iii,75,75,oracle,1.3243714871592966,False,1.3243714871592966
M5_full_corr,47.24444127848465,3.413973143083915,0.013691962968063943,0.005276072602772353,0.004847046931605349,40,iii,75,75,oracle,1.3243714871592966,False,1.3243714871592966
M0_raw_p2p,79.97767541964986,1.3171997802164725,0.07775791333641587,0.0053191202707517865,0.002092140237313955,28,iii,76,76,oracle,1.3133491435101445,False,1.3133491435101445
M1_raw_p2l,80.27254252051611,1.7426791481263737,0.07057776881823764,0.0053191202707517865,0.0020959800883527694,13,iii,76,76,oracle,1.3133491435101445,False,1.3133491435101445
M2_raw_huber,83.14165075325094,1.0598485870511207,0.035656254067198315,0.0053191202707517865,0.002172894985089941,40,iii,76,76,oracle,1.3133491435101445,False,1.3133491435101445
M3_global_corr,83.01377131024849,1.3417107123732988,0.07878153459850183,0.0053191202707517865,0.0021595702591801916,35,iii,76,76,oracle,1.3133491435101445,False,1.3133491435101445
M4_patch_corr,21.968196829196867,1.137157201034674,0.02353355939200508,0.0053191202707517865,0.003840465679403617,40,iii,76,76,oracle,1.3133491435101445,False,1.3133491435101445
M5_full_corr,46.347715979778066,3.178217018381704,0.012339893370198021,0.0053191202707517865,0.0050628683191643615,36,iii,76,76,oracle,1.3133491435101445,False,1.3133491435101445
M0_raw_p2p,81.25062195057342,1.646117480820526,0.07933432541411019,0.005816191815690367,0.002461972549689842,38,iii,77,77,oracle,1.3016956088216733,False,1.3016956088216733
M1_raw_p2l,81.2431781897566,2.581234017972691,0.07441832760078906,0.005816191815690367,0.002475342105303353,13,iii,77,77,oracle,1.3016956088216733,False,1.3016956088216733
M2_raw_huber,84.26316334621582,1.1426086630314394,0.03586246716172582,0.005816191815690367,0.002575380433112174,24,iii,77,77,oracle,1.3016956088216733,False,1.3016956088216733
M3_global_corr,83.3467640363629,1.6423452210476106,0.07997203849148535,0.005816191815690367,0.0025276137860709897,40,iii,77,77,oracle,1.3016956088216733,False,1.3016956088216733
M4_patch_corr,21.133021844149763,1.415651188602139,0.024550116211193122,0.005816191815690367,0.004199902296532016,31,iii,77,77,oracle,1.3016956088216733,False,1.3016956088216733
M5_full_corr,46.83213964251327,3.206134574957688,0.012729024956554216,0.005816191815690367,0.00550151669019358,29,iii,77,77,oracle,1.3016956088216733,False,1.3016956088216733
M0_raw_p2p,79.75732600727777,1.0000450789988027,0.07806501115368024,0.005425076699559403,0.00223460468680069,20,iii,78,78,oracle,1.2898148354368726,False,1.2898148354368726
M1_raw_p2l,79.51061163510639,1.5577490872952247,0.07090326152249533,0.005425076699559403,0.002242683643215076,11,iii,78,78,oracle,1.2898148354368726,False,1.2898148354368726
M2_raw_huber,81.83196212584157,0.9876665693305696,0.03527229184726128,0.005425076699559403,0.0023332749288805903,40,iii,78,78,oracle,1.2898148354368726,False,1.2898148354368726
M3_global_corr,82.05856055211157,0.9710066811954614,0.07897223303715649,0.005425076699559403,0.002305820041969515,28,iii,78,78,oracle,1.2898148354368726,False,1.2898148354368726
M4_patch_corr,19.44111741040572,1.1769297153930762,0.021949555486619844,0.005425076699559403,0.004051119107077284,40,iii,78,78,oracle,1.2898148354368726,False,1.2898148354368726
M5_full_corr,48.03648973607204,3.4966197987498617,0.01255398608967308,0.005425076699559403,0.005187436549824847,40,iii,78,78,oracle,1.2898148354368726,False,1.2898148354368726
M0_raw_p2p,79.44380395103596,1.2484418905979833,0.07766537187676088,0.00545702725109112,0.0022975763146219786,24,iii,79,79,oracle,1.27798620715333,False,1.27798620715333
M1_raw_p2l,79.79709465206399,1.4998710945210374,0.0708636041104932,0.00545702725109112,0.002302606014863594,40,iii,79,79,oracle,1.27798620715333,False,1.27798620715333
